Unnamed: 0,species,mean_ripeness,sd_ripeness,formatted_ripeness_date,60_day_ripeness_end,30_day_ripeness_end,gaussian_ripeness_start,gaussian_ripeness_end,formatted_60_day_ripeness_end,formatted_30_day_ripeness_end,formatted_gaussian_ripeness_start,formatted_gaussian_ripeness_end,normalized_probability,probability_at_day_1,probability_at_day_2,probability_at_day_3,probability_at_day_4,probability_at_day_5,probability_at_day_6,probability_at_day_7,probability_at_day_8,probability_at_day_9,probability_at_day_10,probability_at_day_11,probability_at_day_12,probability_at_day_13,probability_at_day_14,probability_at_day_15,probability_at_day_16,probability_at_day_17,probability_at_day_18,probability_at_day_19,probability_at_day_20,probability_at_day_21,probability_at_day_22,probability_at_day_23,probability_at_day_24,probability_at_day_25,probability_at_day_26,probability_at_day_27,probability_at_day_28,probability_at_day_29,probability_at_day_30,probability_at_day_31,probability_at_day_32,probability_at_day_33,probability_at_day_34,probability_at_day_35,probability_at_day_36,probability_at_day_37,probability_at_day_38,probability_at_day_39,probability_at_day_40,probability_at_day_41,probability_at_day_42,probability_at_day_43,probability_at_day_44,probability_at_day_45,probability_at_day_46,probability_at_day_47,probability_at_day_48,probability_at_day_49,probability_at_day_50,probability_at_day_51,probability_at_day_52,probability_at_day_53,probability_at_day_54,probability_at_day_55,probability_at_day_56,probability_at_day_57,probability_at_day_58,probability_at_day_59,probability_at_day_60,probability_at_day_61,probability_at_day_62,probability_at_day_63,probability_at_day_64,probability_at_day_65,probability_at_day_66,probability_at_day_67,probability_at_day_68,probability_at_day_69,probability_at_day_70,probability_at_day_71,probability_at_day_72,probability_at_day_73,probability_at_day_74,probability_at_day_75,probability_at_day_76,probability_at_day_77,probability_at_day_78,probability_at_day_79,probability_at_day_80,probability_at_day_81,probability_at_day_82,probability_at_day_83,probability_at_day_84,probability_at_day_85,probability_at_day_86,probability_at_day_87,probability_at_day_88,probability_at_day_89,probability_at_day_90,probability_at_day_91,probability_at_day_92,probability_at_day_93,probability_at_day_94,probability_at_day_95,probability_at_day_96,probability_at_day_97,probability_at_day_98,probability_at_day_99,probability_at_day_100,probability_at_day_101,probability_at_day_102,probability_at_day_103,probability_at_day_104,probability_at_day_105,probability_at_day_106,probability_at_day_107,probability_at_day_108,probability_at_day_109,probability_at_day_110,probability_at_day_111,probability_at_day_112,probability_at_day_113,probability_at_day_114,probability_at_day_115,probability_at_day_116,probability_at_day_117,probability_at_day_118,probability_at_day_119,probability_at_day_120,probability_at_day_121,probability_at_day_122,probability_at_day_123,probability_at_day_124,probability_at_day_125,probability_at_day_126,probability_at_day_127,probability_at_day_128,probability_at_day_129,probability_at_day_130,probability_at_day_131,probability_at_day_132,probability_at_day_133,probability_at_day_134,probability_at_day_135,probability_at_day_136,probability_at_day_137,probability_at_day_138,probability_at_day_139,probability_at_day_140,probability_at_day_141,probability_at_day_142,probability_at_day_143,probability_at_day_144,probability_at_day_145,probability_at_day_146,probability_at_day_147,probability_at_day_148,probability_at_day_149,probability_at_day_150,probability_at_day_151,probability_at_day_152,probability_at_day_153,probability_at_day_154,probability_at_day_155,probability_at_day_156,probability_at_day_157,probability_at_day_158,probability_at_day_159,probability_at_day_160,probability_at_day_161,probability_at_day_162,probability_at_day_163,probability_at_day_164,probability_at_day_165,probability_at_day_166,probability_at_day_167,probability_at_day_168,probability_at_day_169,probability_at_day_170,probability_at_day_171,probability_at_day_172,probability_at_day_173,probability_at_day_174,probability_at_day_175,probability_at_day_176,probability_at_day_177,probability_at_day_178,probability_at_day_179,probability_at_day_180,probability_at_day_181,probability_at_day_182,probability_at_day_183,probability_at_day_184,probability_at_day_185,probability_at_day_186,probability_at_day_187,probability_at_day_188,probability_at_day_189,probability_at_day_190,probability_at_day_191,probability_at_day_192,probability_at_day_193,probability_at_day_194,probability_at_day_195,probability_at_day_196,probability_at_day_197,probability_at_day_198,probability_at_day_199,probability_at_day_200,probability_at_day_201,probability_at_day_202,probability_at_day_203,probability_at_day_204,probability_at_day_205,probability_at_day_206,probability_at_day_207,probability_at_day_208,probability_at_day_209,probability_at_day_210,probability_at_day_211,probability_at_day_212,probability_at_day_213,probability_at_day_214,probability_at_day_215,probability_at_day_216,probability_at_day_217,probability_at_day_218,probability_at_day_219,probability_at_day_220,probability_at_day_221,probability_at_day_222,probability_at_day_223,probability_at_day_224,probability_at_day_225,probability_at_day_226,probability_at_day_227,probability_at_day_228,probability_at_day_229,probability_at_day_230,probability_at_day_231,probability_at_day_232,probability_at_day_233,probability_at_day_234,probability_at_day_235,probability_at_day_236,probability_at_day_237,probability_at_day_238,probability_at_day_239,probability_at_day_240,probability_at_day_241,probability_at_day_242,probability_at_day_243,probability_at_day_244,probability_at_day_245,probability_at_day_246,probability_at_day_247,probability_at_day_248,probability_at_day_249,probability_at_day_250,probability_at_day_251,probability_at_day_252,probability_at_day_253,probability_at_day_254,probability_at_day_255,probability_at_day_256,probability_at_day_257,probability_at_day_258,probability_at_day_259,probability_at_day_260,probability_at_day_261,probability_at_day_262,probability_at_day_263,probability_at_day_264,probability_at_day_265,probability_at_day_266,probability_at_day_267,probability_at_day_268,probability_at_day_269,probability_at_day_270,probability_at_day_271,probability_at_day_272,probability_at_day_273,probability_at_day_274,probability_at_day_275,probability_at_day_276,probability_at_day_277,probability_at_day_278,probability_at_day_279,probability_at_day_280,probability_at_day_281,probability_at_day_282,probability_at_day_283,probability_at_day_284,probability_at_day_285,probability_at_day_286,probability_at_day_287,probability_at_day_288,probability_at_day_289,probability_at_day_290,probability_at_day_291,probability_at_day_292,probability_at_day_293,probability_at_day_294,probability_at_day_295,probability_at_day_296,probability_at_day_297,probability_at_day_298,probability_at_day_299,probability_at_day_300,probability_at_day_301,probability_at_day_302,probability_at_day_303,probability_at_day_304,probability_at_day_305,probability_at_day_306,probability_at_day_307,probability_at_day_308,probability_at_day_309,probability_at_day_310,probability_at_day_311,probability_at_day_312,probability_at_day_313,probability_at_day_314,probability_at_day_315,probability_at_day_316,probability_at_day_317,probability_at_day_318,probability_at_day_319,probability_at_day_320,probability_at_day_321,probability_at_day_322,probability_at_day_323,probability_at_day_324,probability_at_day_325,probability_at_day_326,probability_at_day_327,probability_at_day_328,probability_at_day_329,probability_at_day_330,probability_at_day_331,probability_at_day_332,probability_at_day_333,probability_at_day_334,probability_at_day_335,probability_at_day_336,probability_at_day_337,probability_at_day_338,probability_at_day_339,probability_at_day_340,probability_at_day_341,probability_at_day_342,probability_at_day_343,probability_at_day_344,probability_at_day_345,probability_at_day_346,probability_at_day_347,probability_at_day_348,probability_at_day_349,probability_at_day_350,probability_at_day_351,probability_at_day_352,probability_at_day_353,probability_at_day_354,probability_at_day_355,probability_at_day_356,probability_at_day_357,probability_at_day_358,probability_at_day_359,probability_at_day_360,probability_at_day_361,probability_at_day_362,probability_at_day_363,probability_at_day_364,probability_at_day_365
0,Rubus occidentalis,186.2,9.4,07-05,246.2,216.2,167.4,205.0,09-03,08-04,06-16,07-24,0.5,1.0337323499170148e-86,8.405403387111808e-86,6.757819079929304e-85,5.372200875432301e-84,4.2227536555173295e-83,3.28198967748881e-82,2.522184071016428e-81,1.916525468042751e-80,1.439961255654282e-79,1.0697580532354232e-78,7.858126578331438e-78,5.707571075361029e-77,4.099044629141484e-76,2.9108051558733557e-75,2.043821471523394e-74,1.418966942893632e-73,9.740948918937707e-73,6.611958097514519e-72,4.437710146920422e-71,2.945018064227422e-70,1.9324904876437187e-69,1.2538550164702902e-68,8.044110376058406e-68,5.102812997545106e-67,3.200681147024438e-66,1.9850730557310207e-65,1.2173405886609759e-64,7.381581862893348e-64,4.4257687404472335e-63,2.623796476258565e-62,1.5380623431624806e-61,8.914978950335145e-61,5.109395455669853e-60,2.895487899121036e-59,1.6224722069381704e-58,8.989515604251916e-58,4.924918755238891e-57,2.667877306709539e-56,1.4290153371586575e-55,7.568545720812428e-55,3.9636268495748656e-54,2.0524761819597168e-53,1.0509179375611754e-52,5.320654719151889e-52,2.6635890773935406e-51,1.3184860559700014e-50,6.453425786585783e-50,3.1232867902917703e-49,1.494653359360214e-48,7.072557545979604e-48,3.3091786052957868e-47,1.5309886302432985e-46,7.003773593690382e-46,3.168115089999052e-45,1.4170294325141312e-44,6.267094152997963e-44,2.7407117503435177e-43,1.1851427736832064e-42,5.0674390686979316e-42,2.1424827866201854e-41,8.956895169503319e-41,3.7026221529134545e-40,1.5134688000842993e-39,6.11716439954988e-39,2.4447805077155953e-38,9.66146729251566e-38,3.775376376917951e-37,1.4587868647570658e-36,5.573632648451952e-36,2.105718152157642e-35,7.8664366534649e-35,2.905843947505374e-34,1.0614107639831082e-33,3.8336476617488385e-33,1.3691750370645763e-32,4.835310774254415e-32,1.6885310243563303e-31,5.8306038416761905e-31,1.9908497391625342e-30,6.721783592610398e-30,2.2441522628104146e-29,7.408708976121072e-29,2.418554416360033e-28,7.807158790033554e-28,2.4920382980434702e-27,7.865778487475544e-27,2.4550185697928744e-26,7.576955098425063e-26,2.312396605914753e-25,6.978441611664166e-25,2.0824949377870184e-24,6.145252436251443e-24,1.7931915513280254e-23,5.1742304332173727e-23,1.4763792912077206e-22,4.1656638485817123e-22,1.1622662508824248e-21,3.2067361420251846e-21,8.748993964122111e-21,2.3604316570796736e-20,6.297444321063574e-20,1.6614146703872032e-19,4.3344479357403264e-19,1.1182344636070144e-18,2.852834765299452e-18,7.197246914141554e-18,1.7955754010857785e-17,4.429858197032477e-17,1.0807530177233426e-16,2.6074447867519445e-16,6.220960574271829e-16,1.4677602850379968e-15,3.424600561559836e-15,7.901756456011764e-15,1.8030101275535266e-14,4.0685106560033806e-14,9.078990146830386e-14,2.0035792948260913e-13,4.372649012455968e-13,9.43743712158156e-13,2.0143607920166493e-12,4.252033191382659e-12,8.876357641476129e-12,1.8325438116757283e-11,3.741606809901634e-11,7.555253341897069e-11,1.5087943165976263e-10,2.9799180564515073e-10,5.820699345073179e-10,1.1244651784625494e-09,2.14842620977319e-09,4.059777310850979e-09,7.587439594707081e-09,1.4025025307952392e-08,2.564080969801511e-08,4.636433128211894e-08,8.292112299678922e-08,1.4668314703993739e-07,2.5664590450137826e-07,4.441534109314713e-07,7.602946908136041e-07,1.2873221833177422e-06,2.156032245807699e-06,3.571845433886797e-06,5.853377501646995e-06,9.488647952375566e-06,1.5215769532326041e-05,2.4137017463178825e-05,3.787757475957237e-05,5.8802919427545705e-05,9.031161537351324e-05,0.000137222948748355,0.00020628105516368156,0.0003067984205528624,0.00045146128920810365,0.0006573168462905617,0.0009469562642499761,0.001349898031630099,0.001904161761238191,0.0026580035108510884,0.0036717595805398754,0.005019717409843572,0.006791900963130809,0.00909562608128068,0.012056651763983689,0.01581973004930435,0.02054834439822828,0.026423428703155845,0.03364088023224184,0.04240772296431869,0.05293684413569302,0.06544031540112542,0.08012141709154275,0.09716560305425159,0.116730765246572,0.13893727030820535,0.16385833235971325,0.19151134507630868,0.22185081118374095,0.2547634716312405,0.29006614701702993,0.32750666293513886,0.36676804697974863,0.4074759716181626,0.4492091915788885,0.49151250675147734,0.5339115920811661,0.5759288927702215,0.617099700331533,0.6569875109152477,0.6951978232591209,0.7313896540149887,0.7652842211772225,0.7966704550990145,0.8254072214412704,0.8514223610247206,0.8747088492002106,0.8953185367632727,0.9133540452334328,0.9289594466760026,0.9423103628940276,0.9536040763867146,0.9630501653351854,0.9708620687267749,0.9772498680518209,0.9824144506883143,0.9865431072934178,0.9898065189341189,0.9923570141713488,0.9943279239164797,0.9958338321818861,0.9969715114809335,0.9978213389249773,0.9984490086823178,0.9989073839850506,0.9992383632356767,0.9994746665852248,0.999641479064109,0.9997579122395234,0.9998382675332655,0.9998931005055086,0.9999300968337305,0.9999547779614444,0.9999710582055444,0.9999816762945241,0.9999885236258299,0.9999928896471635,0.999995642226807,0.9999973580931679,0.9999984156812548,0.9999990602053548,0.9999994485803766,0.9999996799748256,0.999999816289966,0.9999998956907452,0.9999999414200862,0.9999999674609042,0.9999999821232619,0.9999999902861246,0.999999994779479,0.9999999972250955,0.9999999985412155,0.9999999992415284,0.9999999996099782,0.9999999998016481,0.9999999999002349,0.9999999999503737,0.9999999999755863,0.9999999999881221,0.9999999999942848,0.9999999999972804,0.9999999999987201,0.9999999999994044,0.9999999999997259,0.9999999999998752,0.9999999999999438,0.999999999999975,0.999999999999989,0.9999999999999952,0.9999999999999979,0.9999999999999991,0.9999999999999997,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,Ficus carica,206.8,13.1,07-25,266.8,236.8,180.6,233.0,09-23,08-24,06-29,08-21,0.5,6.466737461680199e-56,2.149501407964217e-55,7.103455115362199e-55,2.333893566724823e-54,7.623809769896256e-54,2.475955035640212e-53,7.994535861429463e-53,2.5663959345545692e-52,8.19094611173723e-52,2.5991095865541532e-51,8.199650342956712e-51,2.5718545523693617e-50,8.020065482706508e-50,2.486508660171126e-49,7.664480149230694e-49,2.348855027491599e-48,7.156663879713428e-48,2.1679339504848468e-47,6.529239688699465e-47,1.9550615715469126e-46,5.82022339044377e-46,1.7226632245625314e-45,5.069238840491167e-45,1.4830879238566466e-44,4.3139285723399577e-44,1.2475588544383988e-43,3.586999486700782e-43,1.0253777852480417e-42,2.9141973148289456e-42,8.23448811058593e-42,2.3133269104277706e-41,6.461306036774617e-41,1.7942653207330515e-40,4.953774328804516e-40,1.3597815145390535e-39,3.710953957569598e-39,1.006898465786464e-38,2.716249356489772e-38,7.285135016127992e-38,1.942628494602733e-37,5.1502256606569616e-37,1.3575232981571164e-36,3.5575665569970594e-36,9.269230170862715e-36,2.4011504633666626e-35,6.184154740391144e-35,1.5835317557902505e-34,4.031427532856873e-34,1.0204148922966824e-33,2.567915753359798e-33,6.424968659798865e-33,1.598261080926086e-32,3.9528571229544015e-32,9.71989133476323e-32,2.3762866278008278e-31,5.775952141003628e-31,1.395840919748412e-30,3.35379163852168e-30,8.011692659765024e-30,1.902833456243117e-29,4.493304180800942e-29,1.054920318171235e-28,2.4624223746498017e-28,5.714717385677393e-28,1.3186105697617843e-27,3.0250196986237582e-27,6.8996966999699e-27,1.5646680588836406e-26,3.527809682667811e-26,7.908226319312384e-26,1.762561764252371e-25,3.9057210467159496e-25,8.604983404234916e-25,1.8849121409936657e-24,4.105109773473189e-24,8.888968399368158e-24,1.913688366253486e-23,4.096233344870274e-23,8.717503607701095e-23,1.8445648312481557e-22,3.880524477009085e-22,8.116747335518619e-22,1.6879870655799193e-21,3.49021425925717e-21,7.175156160494118e-21,1.4665853388603127e-20,2.9804405293656603e-20,6.02214431310019e-20,1.2098175512141634e-19,2.4165015845744654e-19,4.799027491140599e-19,9.475864039084534e-19,1.860305731989527e-18,3.6312006786722096e-18,7.047208419355574e-18,1.3598325939010502e-17,2.6088900940007234e-17,4.976553545934126e-17,9.438537529910529e-17,1.779854262860978e-16,3.337094355162148e-16,6.220960574271692e-16,1.1530601388663004e-15,2.124969301236401e-15,3.893679622827018e-15,7.093740535442694e-15,1.2849866395968314e-14,2.3143597506456563e-14,4.1445062687256386e-14,7.379469902833986e-14,1.3064378008958099e-13,2.2996636148318636e-13,4.024877923959801e-13,7.004139318342625e-13,1.2119127928906436e-12,2.084987160342295e-12,3.5665780889208726e-12,6.066209009380175e-12,1.0258910784192099e-11,1.7250607201909023e-11,2.8842161130382804e-11,4.794822672725521e-11,7.925738387130092e-11,1.3026581852651908e-10,2.1288542538020185e-10,3.459292620743562e-10,5.589279390208537e-10,8.979512494638244e-10,1.4344302466745655e-09,2.2784379260191965e-09,3.598549328038793e-09,5.651342888277449e-09,8.824930424741224e-09,1.370275523378637e-08,2.1156464105008908e-08,3.248018523446497e-08,4.958334752905376e-08,7.526566324680755e-08,1.1360657681442046e-07,1.705129943332925e-07,2.5448423080423494e-07,3.776727866174257e-07,5.573449070292582e-07,8.17877184826924e-07,1.1934662103420958e-06,1.7317790838694231e-06,2.4988352272889573e-06,3.585486152806676e-06,5.115951395533339e-06,7.258977214602699e-06,1.0242311034746735e-05,1.4371329408316227e-05,2.005282004871738e-05,2.7825097439828598e-05,3.8395823183171524e-05,5.268910100295077e-05,7.190361403311615e-05,9.758375755091027e-05,0.00013170587930522222,0.00017678185413471693,0.00023598226829232388,0.0003132814471274223,0.00041362640014201615,0.0005431314507632794,0.0007092998348746379,0.000921272864044343,0.0011901063320079743,0.0015290726782320955,0.001953986001689434,0.0024835453453622433,0.0031396897673895727,0.003947956616938008,0.004937832201745226,0.006143081752463665,0.00760204336190496,0.009357868532089485,0.01145869024405225,0.013957698233252783,0.01691310057174095,0.02038795088824302,0.024449821746231056,0.029170306968824656,0.034624339130320196,0.04088931305860282,0.048044011980228986,0.05616733978986257,0.0653368706619444,0.07562723559284239,0.08710837414237949,0.09984368824878426,0.1138881430884065,0.1292863670826217,0.14607080885969115,0.1642600128260569,0.1838570766126612,0.2048483527447696,0.22720245325603494,0.25086960957775994,0.27578143097608465,0.3018510933273578,0.3289739765060683,0.35702875363417574,0.38587891953880304,0.41537472969821826,0.44535550547453867,0.47565224728328465,0.5060904852354704,0.5364932873187298,0.5666843388445422,0.5964910040062827,0.6257472811171918,0.6542965673907646,0.6819941567660676,0.708709404873781,0.7343275082460338,0.7587508596423658,0.781899957170736,0.8037138609722561,0.8241502068714543,0.843184800886033,0.8608108312484315,0.8770377451431746,0.8918898453756828,0.9054046674760798,0.9176312002711212,0.9286280128345945,0.9384613481807439,0.9472032394260735,0.9549296978151686,0.9617190144329191,0.9676502090710416,0.9728016510317545,0.9772498680518208,0.9810685513784576,0.9843277576209067,0.9870933015596621,0.98942632876506,0.991383052729903,0.9930146382615891,0.9943672110547069,0.9954819725759779,0.9963953995068131,0.9971395078503719,0.9977421632560586,0.9982274209816726,0.9986158810478737,0.998925046402655,0.9991696741864504,0.9993621123749403,0.9995126161031213,0.999629639789549,0.9997201027529431,0.9997896273313529,0.9998427495782427,0.9998831034329319,0.9999135798658058,0.9999364629078598,0.999953544718428,0.9999662219540176,0.9999755757035812,0.999982437177731,0.9999874412046991,0.9999910694142975,0.9999936847991876,0.9999955591434824,0.9999968946119634,0.9999978406060721,0.9999985068200434,0.9999989732748314,0.999999297970047,0.9999995226750477,0.9999996772788248,0.9999997830331103,0.9999998549525617,0.9999999035781948,0.9999999362636611,0.9999999581067782,0.9999999726193725,0.999999982205562,0.999999988500877,0.9999999926110439,0.9999999952789586,0.9999999970006485,0.9999999981052572,0.9999999988098407,0.9999999992566548,0.9999999995383583,0.9999999997149326,0.9999999998249683,0.9999999998931409,0.9999999999351321,0.9999999999608463,0.9999999999765017,0.9999999999859777,0.99999999999168,0.9999999999950915,0.9999999999971206,0.9999999999983207,0.9999999999990261,0.9999999999994384,0.999999999999678,0.9999999999998165,0.999999999999896,0.9999999999999414,0.9999999999999671,0.9999999999999817,0.9999999999999899,0.9999999999999944,0.9999999999999969,0.9999999999999983,0.9999999999999991,0.9999999999999996,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,Olea europaea,197.9,15.5,07-16,257.9,227.9,166.9,228.9,09-14,08-15,06-15,08-16,0.5,2.8370855999380817e-37,6.457803476213187e-37,1.4638630360980588e-36,3.3046038777660625e-36,7.429196149913278e-36,1.6632893495426533e-35,3.708493022560877e-35,8.234380260219315e-35,1.8208253055286179e-34,4.009679592091362e-34,8.793367171275648e-34,1.9204588912264773e-33,4.176949422425535e-33,9.047278044867959e-33,1.951557293169534e-32,4.1922719852899844e-32,8.968555603223353e-32,1.9107356283804682e-31,4.054001238040431e-31,8.56588952426549e-31,1.8024636613067226e-30,3.7771668226589774e-30,7.882637575814487e-30,1.6382600610408804e-29,3.390784346285656e-29,6.989139174440891e-29,1.4346750828669063e-28,2.9328505132519443e-28,5.970806053205072e-28,1.2105502686019349e-27,2.444216574285918e-27,4.9147756888245565e-27,9.841811643043278e-27,1.96269990558111e-26,3.897987441900343e-26,7.709652989346909e-26,1.5185785824076885e-25,2.978845234791554e-25,5.819250189712442e-25,1.1321259129362927e-24,2.1934676863816192e-24,4.232303063332509e-24,8.13263886837947e-24,1.556308304415459e-23,2.9659881429247663e-23,5.629282311376514e-23,1.0640124497164934e-22,2.0028603715210071e-22,3.7546127304279555e-22,7.009553651860626e-22,1.3032464677094052e-21,2.41309247152189e-21,4.449721529563921e-21,8.171530577704677e-21,1.49446569280081e-20,2.7219535533612684e-20,4.937282248817592e-20,8.918831379452084e-20,1.6045046432250203e-19,2.874665452576532e-19,5.129171642913807e-19,9.114252110445983e-19,1.6129058644796427e-18,2.8425720774852473e-18,4.989175031163743e-18,8.720895846034276e-18,1.5181297319268908e-17,2.6319184394473282e-17,4.544143711987984e-17,7.813545061594347e-17,1.338014950843446e-16,2.281870270087392e-16,3.875595449677839e-16,6.555469490479091e-16,1.1043008850103124e-15,1.852634236313337e-15,3.095358771958668e-15,5.150527989325397e-15,8.535173904459377e-15,1.4086181720851046e-14,2.3152341697229958e-14,3.789812541073732e-14,6.178202755928836e-14,1.0030640678826655e-13,1.621876397117337e-13,2.6117396665934125e-13,4.188567957984194e-13,6.689987511794651e-13,1.0641666160739402e-12,1.6858505492997866e-12,2.659831829869911e-12,4.179415156963609e-12,6.540390073553283e-12,1.0193402671499166e-11,1.582204834600761e-11,2.4458783356037704e-11,3.765617859374147e-11,5.773877199890565e-11,8.817174018946139e-11,1.3409807344044821e-10,2.0311763210511875e-10,3.0641173484367636e-10,4.603589445263795e-10,6.888457156620629e-10,1.0265551894185558e-09,1.5236261277859175e-09,2.25222156296438e-09,3.3157459783261365e-09,4.861717281501605e-09,7.099656757595649e-09,1.0325833762641947e-08,1.4957326540266146e-08,2.1578679459311846e-08,3.1005504079709077e-08,4.43707533825004e-08,6.324117686750947e-08,8.977373808994312e-08,1.26924664625192e-07,1.7872744499767694e-07,2.5066065427081887e-07,3.5013217317510174e-07,4.871133865437273e-07,6.749655558091098e-07,9.31511035456616e-07,1.280414647520638e-06,1.7529556638399267e-06,2.390288806415999e-06,3.2463137944786236e-06,4.391297558033668e-06,5.916421578206277e-06,7.939459115190069e-06,1.0611823456794653e-05,1.4127268738145722e-05,1.8732569136556544e-05,2.4740549891751627e-05,3.2545893908682686e-05,4.2644199590328965e-05,5.565481753976427e-05,7.234804392511979e-05,9.367729417342568e-05,0.00012081691926496947,0.00015520635469614235,0.00019860130507158783,0.0002531326606664169,0.0003213738111149215,0.0004064169602561084,0.0005119589495585669,0.0006423969599706564,0.0008029342783304646,0.0009996960800976234,0.0012398548916163256,0.001531765050276638,0.0018851050795389839,0.0023110264398276325,0.0028223066104798725,0.0034335039100244235,0.0041611108831980615,0.005023702488010463,0.006042074723191156,0.007239368767390483,0.00864117518168224,0.010275612284065287,0.012173372468583325,0.014367730043145597,0.016894504129678883,0.01979197033676779,0.02310071530414725,0.0268634288511374,0.03112462935165433,0.03593031911292576,0.04132756794999786,0.04736402480920782,0.05408735917500785,0.061544636057760435,0.06978163055534438,0.07884209024734001,0.08876695594606837,0.09959355351481569,0.1113547714858435,0.12407824098275022,0.13778553588819786,0.15249141221891332,0.1682031062042207,0.18491971055407302,0.20263164780599424,0.2213202584353735,0.24095751959990014,0.2615059079896854,0.28291841731673756,0.3051387375712051,0.32810159938900696,0.35173328282677113,0.3759522856510126,0.4006701420551423,0.42579237866112174,0.45121959088252234,0.47684861935589895,0.5025738033088326,0.5282882855290922,0.5538853421111745,0.5792597094391029,0.6043088809444754,0.628934347053357,0.6530427533722332,0.6765469545013287,0.699366943817322,0.721430643029533,0.7426745391600483,0.7630441606936487,0.7824943888470772,0.8009896040787294,0.8185036719650005,0.8350197762853073,0.850530110477072,0.8650354414569965,0.8785445620900765,0.8910736502808088,0.9026455537435767,0.9132890199860777,0.9230378909371036,0.9319302810132171,0.9400077563088424,0.9473145310841014,0.9538966958957966,0.9598014896550107,0.9650766256862293,0.9697696795912006,0.9739275444635547,0.9775959568268286,0.9808190946380874,0.9836392468594777,0.9860965524865014,0.9882288055581367,0.9900713215722848,0.9916568598918089,0.9930155961437928,0.9941751382718169,0.9951605797761045,0.995994583742844,0.9966974914925082,0.9972874500368721,0.997780552995006,0.9981909901503255,0.9985312014064568,0.9988120314947141,0.9990428823791969,0.9992318608792428,0.999385919569252,0.9995109895122616,0.9996121038289785,0.9996935114941548,0.9997587810856833,0.9998108944892897,0.999852330785619,0.9998851407206076,0.9999110122889936,0.9999313280498777,0.99994721484795,0.9999595866398445,0.9999691811274103,0.9999765908834616,0.999982289625301,0.9999866542509841,0.9999899832063466,0.9999925117001112,0.9999944242322826,0.9999958648493602,0.9999969454900478,0.999997752738124,0.9999983532556256,0.9999987981298728,0.9999991263323164,0.999999367455684,0.9999995438683396,0.9999996724008888,0.999999765659609,0.99999983304391,0.9999998815304229,0.999999916274127,0.9999999410668503,0.9999999586852029,0.9999999711532748,0.999999979939984,0.9999999861065894,0.999999990416408,0.9999999934160179,0.9999999954950611,0.999999996930072,0.999999997916442,0.9999999985916186,0.9999999990518623,0.9999999993642914,0.9999999995754981,0.9999999997176842,0.9999999998130076,0.9999999998766482,0.9999999999189602,0.9999999999469747,0.9999999999654461,0.9999999999775745,0.999999999985505,0.9999999999906692,0.999999999994018,0.9999999999961805,0.9999999999975712,0.9999999999984619,0.9999999999990299,0.9999999999993906,0.9999999999996187,0.9999999999997625,0.9999999999998527,0.999999999999909,0.9999999999999439,0.9999999999999657,0.999999999999979,0.9999999999999872,0.9999999999999922,0.9999999999999953,0.9999999999999972,0.9999999999999983,0.999999999999999,0.9999999999999994,0.9999999999999997,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
