,year,doy,species,latitude,site_id,species_actual,phenophase
216862,2010,282,Malus,53.2167,2494,domestica 'late cultivar',516
216863,2012,281,Malus,53.2167,2494,domestica 'late cultivar',516
216864,2013,281,Malus,53.2167,2494,domestica 'late cultivar',516
216865,2014,265,Malus,53.2167,2494,domestica 'late cultivar',516
216866,2015,274,Malus,53.2167,2494,domestica 'late cultivar',516
216969,2010,280,Malus,50.1167,859,domestica 'late cultivar',516
216970,2011,263,Malus,50.1167,859,domestica 'late cultivar',516
216971,2012,281,Malus,50.1167,859,domestica 'late cultivar',516
216972,2013,280,Malus,50.1167,859,domestica 'late cultivar',516
216973,2014,261,Malus,50.1167,859,domestica 'late cultivar',516
216974,2015,270,Malus,50.1167,859,domestica 'late cultivar',516
217078,2014,250,Malus,50.2,2087,domestica 'late cultivar',516
217079,2015,271,Malus,50.2,2087,domestica 'late cultivar',516
217160,2014,238,Malus,49.2167,1865,domestica 'late cultivar',516
217412,2010,288,Malus,50.0167,739,domestica 'late cultivar',516
217413,2011,264,Malus,50.0167,739,domestica 'late cultivar',516
217414,2012,283,Malus,50.0167,739,domestica 'late cultivar',516
217415,2013,276,Malus,50.0167,739,domestica 'late cultivar',516
217416,2014,273,Malus,50.0167,739,domestica 'late cultivar',516
217487,2010,287,Malus,50.6167,1820,domestica 'late cultivar',516
217488,2011,260,Malus,50.6167,1820,domestica 'late cultivar',516
217489,2012,271,Malus,50.6167,1820,domestica 'late cultivar',516
217490,2013,276,Malus,50.6167,1820,domestica 'late cultivar',516
217491,2014,267,Malus,50.6167,1820,domestica 'late cultivar',516
217492,2015,283,Malus,50.6167,1820,domestica 'late cultivar',516
217627,2010,273,Malus,49.6667,1520,domestica 'late cultivar',516
217628,2011,268,Malus,49.6667,1520,domestica 'late cultivar',516
217629,2012,281,Malus,49.6667,1520,domestica 'late cultivar',516
217630,2013,274,Malus,49.6667,1520,domestica 'late cultivar',516
217631,2014,288,Malus,49.6667,1520,domestica 'late cultivar',516
217632,2015,274,Malus,49.6667,1520,domestica 'late cultivar',516
217705,2010,241,Malus,48.4,1013,domestica 'late cultivar',516
217706,2011,237,Malus,48.4,1013,domestica 'late cultivar',516
217707,2012,248,Malus,48.4,1013,domestica 'late cultivar',516
217708,2013,263,Malus,48.4,1013,domestica 'late cultivar',516
217709,2014,266,Malus,48.4,1013,domestica 'late cultivar',516
217710,2015,273,Malus,48.4,1013,domestica 'late cultivar',516
217753,2010,281,Malus,50.2,1766,domestica 'late cultivar',516
217754,2011,249,Malus,50.2,1766,domestica 'late cultivar',516
217755,2012,263,Malus,50.2,1766,domestica 'late cultivar',516
217756,2013,299,Malus,50.2,1766,domestica 'late cultivar',516
217757,2014,286,Malus,50.2,1766,domestica 'late cultivar',516
217797,2012,274,Malus,50.3,1342,domestica 'late cultivar',516
217798,2013,283,Malus,50.3,1342,domestica 'late cultivar',516
217799,2015,278,Malus,50.3,1342,domestica 'late cultivar',516
217897,2010,278,Malus,50.0333,867,domestica 'late cultivar',516
217898,2011,281,Malus,50.0333,867,domestica 'late cultivar',516
217899,2012,285,Malus,50.0333,867,domestica 'late cultivar',516
217900,2013,286,Malus,50.0333,867,domestica 'late cultivar',516
217901,2014,284,Malus,50.0333,867,domestica 'late cultivar',516
217902,2015,286,Malus,50.0333,867,domestica 'late cultivar',516
217981,2010,271,Malus,50.5167,893,domestica 'late cultivar',516
217982,2011,259,Malus,50.5167,893,domestica 'late cultivar',516
217983,2012,263,Malus,50.5167,893,domestica 'late cultivar',516
217984,2013,268,Malus,50.5167,893,domestica 'late cultivar',516
217985,2014,274,Malus,50.5167,893,domestica 'late cultivar',516
217986,2015,259,Malus,50.5167,893,domestica 'late cultivar',516
218015,2011,266,Malus,49.25,1310,domestica 'late cultivar',516
218099,2011,265,Malus,49.2667,793,domestica 'late cultivar',516
218100,2012,269,Malus,49.2667,793,domestica 'late cultivar',516
218101,2013,271,Malus,49.2667,793,domestica 'late cultivar',516
218102,2014,258,Malus,49.2667,793,domestica 'late cultivar',516
218103,2015,259,Malus,49.2667,793,domestica 'late cultivar',516
218213,2010,261,Malus,50.6833,1986,domestica 'late cultivar',516
218214,2011,242,Malus,50.6833,1986,domestica 'late cultivar',516
218215,2012,253,Malus,50.6833,1986,domestica 'late cultivar',516
218216,2013,253,Malus,50.6833,1986,domestica 'late cultivar',516
218217,2014,245,Malus,50.6833,1986,domestica 'late cultivar',516
218218,2015,238,Malus,50.6833,1986,domestica 'late cultivar',516
218308,2010,283,Malus,49.7833,1696,domestica 'late cultivar',516
218309,2011,274,Malus,49.7833,1696,domestica 'late cultivar',516
218310,2012,285,Malus,49.7833,1696,domestica 'late cultivar',516
218311,2013,281,Malus,49.7833,1696,domestica 'late cultivar',516
218312,2014,283,Malus,49.7833,1696,domestica 'late cultivar',516
218313,2015,288,Malus,49.7833,1696,domestica 'late cultivar',516
218392,2010,274,Malus,49.8667,1255,domestica 'late cultivar',516
218393,2011,271,Malus,49.8667,1255,domestica 'late cultivar',516
218394,2012,274,Malus,49.8667,1255,domestica 'late cultivar',516
218395,2013,272,Malus,49.8667,1255,domestica 'late cultivar',516
218396,2014,273,Malus,49.8667,1255,domestica 'late cultivar',516
218397,2015,275,Malus,49.8667,1255,domestica 'late cultivar',516
218497,2010,274,Malus,49.95,1337,domestica 'late cultivar',516
218551,2010,293,Malus,50.2833,5149,domestica 'late cultivar',516
218552,2011,276,Malus,50.2833,5149,domestica 'late cultivar',516
218553,2012,276,Malus,50.2833,5149,domestica 'late cultivar',516
218554,2013,282,Malus,50.2833,5149,domestica 'late cultivar',516
218555,2014,263,Malus,50.2833,5149,domestica 'late cultivar',516
218556,2015,281,Malus,50.2833,5149,domestica 'late cultivar',516
218738,2015,298,Malus,51.2833,1025,domestica 'late cultivar',516
219077,2011,266,Malus,50.05,2769,domestica 'late cultivar',516
219078,2015,283,Malus,50.05,2769,domestica 'late cultivar',516
219154,2010,278,Malus,48.65,715,domestica 'late cultivar',516
219155,2011,269,Malus,48.65,715,domestica 'late cultivar',516
219156,2012,275,Malus,48.65,715,domestica 'late cultivar',516
219157,2014,270,Malus,48.65,715,domestica 'late cultivar',516
219158,2015,277,Malus,48.65,715,domestica 'late cultivar',516
219274,2010,299,Malus,47.6,824,domestica 'late cultivar',516
219275,2011,291,Malus,47.6,824,domestica 'late cultivar',516
219276,2012,295,Malus,47.6,824,domestica 'late cultivar',516
219277,2013,306,Malus,47.6,824,domestica 'late cultivar',516
219278,2014,300,Malus,47.6,824,domestica 'late cultivar',516
219279,2015,290,Malus,47.6,824,domestica 'late cultivar',516
219314,2010,276,Malus,47.7833,1215,domestica 'late cultivar',516
219315,2011,275,Malus,47.7833,1215,domestica 'late cultivar',516
219316,2012,278,Malus,47.7833,1215,domestica 'late cultivar',516
219317,2013,276,Malus,47.7833,1215,domestica 'late cultivar',516
219348,2011,277,Malus,49.7167,737,domestica 'late cultivar',516
219421,2015,275,Malus,48.45,1064,domestica 'late cultivar',516
219638,2010,281,Malus,48.8333,776,domestica 'late cultivar',516
219639,2011,269,Malus,48.8333,776,domestica 'late cultivar',516
219640,2012,283,Malus,48.8333,776,domestica 'late cultivar',516
219641,2014,283,Malus,48.8333,776,domestica 'late cultivar',516
219642,2015,285,Malus,48.8333,776,domestica 'late cultivar',516
219770,2010,288,Malus,48.75,1015,domestica 'late cultivar',516
219771,2011,269,Malus,48.75,1015,domestica 'late cultivar',516
219772,2012,269,Malus,48.75,1015,domestica 'late cultivar',516
219845,2010,301,Malus,49.6333,2310,domestica 'late cultivar',516
219990,2010,277,Malus,49.5833,2050,domestica 'late cultivar',516
219991,2011,260,Malus,49.5833,2050,domestica 'late cultivar',516
219992,2012,271,Malus,49.5833,2050,domestica 'late cultivar',516
219993,2013,280,Malus,49.5833,2050,domestica 'late cultivar',516
219994,2014,268,Malus,49.5833,2050,domestica 'late cultivar',516
219995,2015,272,Malus,49.5833,2050,domestica 'late cultivar',516
220049,2010,253,Malus,50.15,1152,domestica 'late cultivar',516
220050,2011,263,Malus,50.15,1152,domestica 'late cultivar',516
220051,2012,298,Malus,50.15,1152,domestica 'late cultivar',516
220052,2014,265,Malus,50.15,1152,domestica 'late cultivar',516
220053,2015,265,Malus,50.15,1152,domestica 'late cultivar',516
220121,2010,270,Malus,49.8833,2993,domestica 'late cultivar',516
220122,2011,273,Malus,49.8833,2993,domestica 'late cultivar',516
220123,2012,282,Malus,49.8833,2993,domestica 'late cultivar',516
220124,2013,272,Malus,49.8833,2993,domestica 'late cultivar',516
220125,2014,276,Malus,49.8833,2993,domestica 'late cultivar',516
220126,2015,267,Malus,49.8833,2993,domestica 'late cultivar',516
220159,2011,264,Malus,48.4833,1487,domestica 'late cultivar',516
220160,2012,272,Malus,48.4833,1487,domestica 'late cultivar',516
220161,2013,267,Malus,48.4833,1487,domestica 'late cultivar',516
220212,2010,288,Malus,50.6333,1379,domestica 'late cultivar',516
220213,2011,298,Malus,50.6333,1379,domestica 'late cultivar',516
220214,2012,285,Malus,50.6333,1379,domestica 'late cultivar',516
220215,2013,291,Malus,50.6333,1379,domestica 'late cultivar',516
220216,2014,293,Malus,50.6333,1379,domestica 'late cultivar',516
220217,2015,293,Malus,50.6333,1379,domestica 'late cultivar',516
220361,2010,281,Malus,50.8833,3085,domestica 'late cultivar',516
220362,2011,263,Malus,50.8833,3085,domestica 'late cultivar',516
220363,2012,286,Malus,50.8833,3085,domestica 'late cultivar',516
220364,2013,290,Malus,50.8833,3085,domestica 'late cultivar',516
220365,2014,270,Malus,50.8833,3085,domestica 'late cultivar',516
220366,2015,280,Malus,50.8833,3085,domestica 'late cultivar',516
220486,2010,272,Malus,49.0833,907,domestica 'late cultivar',516
220487,2011,269,Malus,49.0833,907,domestica 'late cultivar',516
220488,2012,265,Malus,49.0833,907,domestica 'late cultivar',516
220557,2010,288,Malus,49.0333,794,domestica 'late cultivar',516
220558,2011,274,Malus,49.0333,794,domestica 'late cultivar',516
220559,2012,276,Malus,49.0333,794,domestica 'late cultivar',516
220560,2013,268,Malus,49.0333,794,domestica 'late cultivar',516
220561,2014,274,Malus,49.0333,794,domestica 'late cultivar',516
220562,2015,271,Malus,49.0333,794,domestica 'late cultivar',516
220621,2010,254,Malus,48.3833,1094,domestica 'late cultivar',516
220622,2011,251,Malus,48.3833,1094,domestica 'late cultivar',516
220623,2013,264,Malus,48.3833,1094,domestica 'late cultivar',516
220624,2014,280,Malus,48.3833,1094,domestica 'late cultivar',516
220625,2015,272,Malus,48.3833,1094,domestica 'late cultivar',516
220703,2010,281,Malus,51.5333,1170,domestica 'late cultivar',516
220704,2011,249,Malus,51.5333,1170,domestica 'late cultivar',516
220705,2012,268,Malus,51.5333,1170,domestica 'late cultivar',516
220706,2014,256,Malus,51.5333,1170,domestica 'late cultivar',516
220707,2015,282,Malus,51.5333,1170,domestica 'late cultivar',516
220851,2010,294,Malus,51.9,1424,domestica 'late cultivar',516
220922,2010,299,Malus,52.95,4692,domestica 'late cultivar',516
220923,2011,302,Malus,52.95,4692,domestica 'late cultivar',516
220924,2012,289,Malus,52.95,4692,domestica 'late cultivar',516
220925,2013,294,Malus,52.95,4692,domestica 'late cultivar',516
220926,2014,299,Malus,52.95,4692,domestica 'late cultivar',516
220927,2015,307,Malus,52.95,4692,domestica 'late cultivar',516
221008,2010,268,Malus,48.0,1046,domestica 'late cultivar',516
221009,2011,271,Malus,48.0,1046,domestica 'late cultivar',516
221010,2012,264,Malus,48.0,1046,domestica 'late cultivar',516
221011,2014,262,Malus,48.0,1046,domestica 'late cultivar',516
221012,2015,270,Malus,48.0,1046,domestica 'late cultivar',516
221162,2010,294,Malus,50.1,1455,domestica 'late cultivar',516
221163,2011,279,Malus,50.1,1455,domestica 'late cultivar',516
221164,2012,273,Malus,50.1,1455,domestica 'late cultivar',516
221165,2013,277,Malus,50.1,1455,domestica 'late cultivar',516
221166,2014,288,Malus,50.1,1455,domestica 'late cultivar',516
221167,2015,299,Malus,50.1,1455,domestica 'late cultivar',516
221246,2010,285,Malus,49.0167,4602,domestica 'late cultivar',516
221247,2011,298,Malus,49.0167,4602,domestica 'late cultivar',516
221248,2012,278,Malus,49.0167,4602,domestica 'late cultivar',516
221249,2013,266,Malus,49.0167,4602,domestica 'late cultivar',516
221250,2014,278,Malus,49.0167,4602,domestica 'late cultivar',516
221251,2015,280,Malus,49.0167,4602,domestica 'late cultivar',516
221493,2010,282,Malus,50.1667,4846,domestica 'late cultivar',516
221494,2011,272,Malus,50.1667,4846,domestica 'late cultivar',516
221495,2012,263,Malus,50.1667,4846,domestica 'late cultivar',516
221496,2013,280,Malus,50.1667,4846,domestica 'late cultivar',516
221570,2010,281,Malus,49.4,5712,domestica 'late cultivar',516
221624,2010,286,Malus,49.4833,765,domestica 'late cultivar',516
221625,2011,266,Malus,49.4833,765,domestica 'late cultivar',516
221626,2012,271,Malus,49.4833,765,domestica 'late cultivar',516
221627,2013,283,Malus,49.4833,765,domestica 'late cultivar',516
221628,2014,263,Malus,49.4833,765,domestica 'late cultivar',516
221629,2015,263,Malus,49.4833,765,domestica 'late cultivar',516
221791,2010,253,Malus,48.65,1449,domestica 'late cultivar',516
221792,2011,274,Malus,48.65,1449,domestica 'late cultivar',516
221793,2012,265,Malus,48.65,1449,domestica 'late cultivar',516
221794,2013,281,Malus,48.65,1449,domestica 'late cultivar',516
221795,2014,276,Malus,48.65,1449,domestica 'late cultivar',516
221796,2015,274,Malus,48.65,1449,domestica 'late cultivar',516
222055,2010,261,Malus,54.5167,1510,domestica 'late cultivar',516
222056,2011,260,Malus,54.5167,1510,domestica 'late cultivar',516
222057,2012,281,Malus,54.5167,1510,domestica 'late cultivar',516
222480,2010,279,Malus,48.7167,1549,domestica 'late cultivar',516
222481,2011,272,Malus,48.7167,1549,domestica 'late cultivar',516
222482,2012,273,Malus,48.7167,1549,domestica 'late cultivar',516
222483,2013,282,Malus,48.7167,1549,domestica 'late cultivar',516
222712,2010,280,Malus,50.5667,2898,domestica 'late cultivar',516
222713,2011,282,Malus,50.5667,2898,domestica 'late cultivar',516
222714,2012,281,Malus,50.5667,2898,domestica 'late cultivar',516
222715,2013,284,Malus,50.5667,2898,domestica 'late cultivar',516
222716,2014,280,Malus,50.5667,2898,domestica 'late cultivar',516
222839,2010,272,Malus,48.2833,1237,domestica 'late cultivar',516
222840,2011,276,Malus,48.2833,1237,domestica 'late cultivar',516
222841,2012,288,Malus,48.2833,1237,domestica 'late cultivar',516
222842,2014,282,Malus,48.2833,1237,domestica 'late cultivar',516
222843,2015,276,Malus,48.2833,1237,domestica 'late cultivar',516
222863,2010,291,Malus,52.6,1069,domestica 'late cultivar',516
222864,2012,275,Malus,52.6,1069,domestica 'late cultivar',516
222865,2013,292,Malus,52.6,1069,domestica 'late cultivar',516
222866,2014,295,Malus,52.6,1069,domestica 'late cultivar',516
222867,2015,276,Malus,52.6,1069,domestica 'late cultivar',516
222992,2010,302,Malus,53.15,2157,domestica 'late cultivar',516
222993,2011,282,Malus,53.15,2157,domestica 'late cultivar',516
222994,2012,292,Malus,53.15,2157,domestica 'late cultivar',516
222995,2013,288,Malus,53.15,2157,domestica 'late cultivar',516
222996,2015,296,Malus,53.15,2157,domestica 'late cultivar',516
223091,2010,289,Malus,48.35,1797,domestica 'late cultivar',516
223092,2011,282,Malus,48.35,1797,domestica 'late cultivar',516
223093,2012,277,Malus,48.35,1797,domestica 'late cultivar',516
223094,2013,294,Malus,48.35,1797,domestica 'late cultivar',516
223095,2014,279,Malus,48.35,1797,domestica 'late cultivar',516
223516,2011,284,Malus,48.4,954,domestica 'late cultivar',516
223517,2012,283,Malus,48.4,954,domestica 'late cultivar',516
223518,2013,287,Malus,48.4,954,domestica 'late cultivar',516
223519,2014,289,Malus,48.4,954,domestica 'late cultivar',516
223520,2015,281,Malus,48.4,954,domestica 'late cultivar',516
223636,2010,291,Malus,51.3833,2816,domestica 'late cultivar',516
223637,2011,292,Malus,51.3833,2816,domestica 'late cultivar',516
223638,2012,296,Malus,51.3833,2816,domestica 'late cultivar',516
223639,2013,295,Malus,51.3833,2816,domestica 'late cultivar',516
223640,2014,290,Malus,51.3833,2816,domestica 'late cultivar',516
223641,2015,304,Malus,51.3833,2816,domestica 'late cultivar',516
223854,2010,287,Malus,48.5,1392,domestica 'late cultivar',516
223855,2011,276,Malus,48.5,1392,domestica 'late cultivar',516
223856,2012,278,Malus,48.5,1392,domestica 'late cultivar',516
223857,2013,290,Malus,48.5,1392,domestica 'late cultivar',516
223858,2014,272,Malus,48.5,1392,domestica 'late cultivar',516
223859,2015,276,Malus,48.5,1392,domestica 'late cultivar',516
223935,2010,277,Malus,47.7333,1777,domestica 'late cultivar',516
223936,2011,277,Malus,47.7333,1777,domestica 'late cultivar',516
223937,2012,274,Malus,47.7333,1777,domestica 'late cultivar',516
223938,2013,267,Malus,47.7333,1777,domestica 'late cultivar',516
223939,2014,274,Malus,47.7333,1777,domestica 'late cultivar',516
223953,2014,248,Malus,52.7333,1133,domestica 'late cultivar',516
223954,2015,262,Malus,52.7333,1133,domestica 'late cultivar',516
224222,2010,284,Malus,49.9333,1083,domestica 'late cultivar',516
224223,2011,273,Malus,49.9333,1083,domestica 'late cultivar',516
224224,2012,291,Malus,49.9333,1083,domestica 'late cultivar',516
224225,2013,286,Malus,49.9333,1083,domestica 'late cultivar',516
224226,2014,281,Malus,49.9333,1083,domestica 'late cultivar',516
224227,2015,275,Malus,49.9333,1083,domestica 'late cultivar',516
224400,2010,272,Malus,50.5333,3117,domestica 'late cultivar',516
224401,2011,273,Malus,50.5333,3117,domestica 'late cultivar',516
224402,2012,273,Malus,50.5333,3117,domestica 'late cultivar',516
224403,2013,255,Malus,50.5333,3117,domestica 'late cultivar',516
224404,2014,263,Malus,50.5333,3117,domestica 'late cultivar',516
224414,2011,299,Malus,48.3667,903,domestica 'late cultivar',516
224415,2012,298,Malus,48.3667,903,domestica 'late cultivar',516
224416,2013,316,Malus,48.3667,903,domestica 'late cultivar',516
224417,2015,253,Malus,48.3667,903,domestica 'late cultivar',516
224477,2011,285,Malus,49.0333,1065,domestica 'late cultivar',516
224698,2010,262,Malus,51.9833,1082,domestica 'late cultivar',516
224699,2011,274,Malus,51.9833,1082,domestica 'late cultivar',516
224700,2012,268,Malus,51.9833,1082,domestica 'late cultivar',516
224701,2013,267,Malus,51.9833,1082,domestica 'late cultivar',516
224702,2014,262,Malus,51.9833,1082,domestica 'late cultivar',516
224703,2015,274,Malus,51.9833,1082,domestica 'late cultivar',516
224726,2014,249,Malus,50.55,3686,domestica 'late cultivar',516
224727,2015,253,Malus,50.55,3686,domestica 'late cultivar',516
225001,2010,268,Malus,48.7,4887,domestica 'late cultivar',516
225002,2011,244,Malus,48.7,4887,domestica 'late cultivar',516
225003,2012,258,Malus,48.7,4887,domestica 'late cultivar',516
225004,2013,268,Malus,48.7,4887,domestica 'late cultivar',516
225005,2014,253,Malus,48.7,4887,domestica 'late cultivar',516
225006,2015,268,Malus,48.7,4887,domestica 'late cultivar',516
225051,2011,246,Malus,51.3833,1326,domestica 'late cultivar',516
225052,2012,259,Malus,51.3833,1326,domestica 'late cultivar',516
225214,2010,270,Malus,49.3833,1287,domestica 'late cultivar',516
225215,2011,268,Malus,49.3833,1287,domestica 'late cultivar',516
225216,2012,265,Malus,49.3833,1287,domestica 'late cultivar',516
225217,2013,267,Malus,49.3833,1287,domestica 'late cultivar',516
225331,2010,301,Malus,48.75,6051,domestica 'late cultivar',516
225332,2011,297,Malus,48.75,6051,domestica 'late cultivar',516
225333,2012,298,Malus,48.75,6051,domestica 'late cultivar',516
225334,2013,292,Malus,48.75,6051,domestica 'late cultivar',516
225335,2014,287,Malus,48.75,6051,domestica 'late cultivar',516
225336,2015,285,Malus,48.75,6051,domestica 'late cultivar',516
225541,2010,293,Malus,50.1667,1648,domestica 'late cultivar',516
225542,2011,296,Malus,50.1667,1648,domestica 'late cultivar',516
225543,2012,296,Malus,50.1667,1648,domestica 'late cultivar',516
225544,2013,278,Malus,50.1667,1648,domestica 'late cultivar',516
225545,2014,283,Malus,50.1667,1648,domestica 'late cultivar',516
225546,2015,281,Malus,50.1667,1648,domestica 'late cultivar',516
225923,2010,275,Malus,48.1667,1371,domestica 'late cultivar',516
225924,2011,277,Malus,48.1667,1371,domestica 'late cultivar',516
225925,2012,276,Malus,48.1667,1371,domestica 'late cultivar',516
225926,2013,276,Malus,48.1667,1371,domestica 'late cultivar',516
225927,2014,283,Malus,48.1667,1371,domestica 'late cultivar',516
225928,2015,283,Malus,48.1667,1371,domestica 'late cultivar',516
225999,2010,295,Malus,52.6,2741,domestica 'late cultivar',516
226000,2011,279,Malus,52.6,2741,domestica 'late cultivar',516
226001,2012,298,Malus,52.6,2741,domestica 'late cultivar',516
226002,2013,294,Malus,52.6,2741,domestica 'late cultivar',516
226003,2014,267,Malus,52.6,2741,domestica 'late cultivar',516
226004,2015,280,Malus,52.6,2741,domestica 'late cultivar',516
226189,2010,301,Malus,51.9667,736,domestica 'late cultivar',516
226190,2011,309,Malus,51.9667,736,domestica 'late cultivar',516
226191,2012,306,Malus,51.9667,736,domestica 'late cultivar',516
226247,2010,260,Malus,50.8167,2886,domestica 'late cultivar',516
226289,2010,285,Malus,51.0167,1077,domestica 'late cultivar',516
226290,2014,296,Malus,51.0167,1077,domestica 'late cultivar',516
226291,2015,285,Malus,51.0167,1077,domestica 'late cultivar',516
226868,2010,283,Malus,49.4667,2749,domestica 'late cultivar',516
226869,2011,265,Malus,49.4667,2749,domestica 'late cultivar',516
226870,2012,289,Malus,49.4667,2749,domestica 'late cultivar',516
226871,2013,285,Malus,49.4667,2749,domestica 'late cultivar',516
226872,2014,281,Malus,49.4667,2749,domestica 'late cultivar',516
226873,2015,269,Malus,49.4667,2749,domestica 'late cultivar',516
227106,2013,264,Malus,54.5167,1358,domestica 'late cultivar',516
227107,2014,260,Malus,54.5167,1358,domestica 'late cultivar',516
227108,2015,261,Malus,54.5167,1358,domestica 'late cultivar',516
227138,2010,288,Malus,54.25,5819,domestica 'late cultivar',516
227139,2011,293,Malus,54.25,5819,domestica 'late cultivar',516
227140,2012,291,Malus,54.25,5819,domestica 'late cultivar',516
227141,2013,289,Malus,54.25,5819,domestica 'late cultivar',516
227142,2014,286,Malus,54.25,5819,domestica 'late cultivar',516
227143,2015,285,Malus,54.25,5819,domestica 'late cultivar',516
227891,2010,303,Malus,50.45,2623,domestica 'late cultivar',516
227892,2011,281,Malus,50.45,2623,domestica 'late cultivar',516
227893,2012,297,Malus,50.45,2623,domestica 'late cultivar',516
227894,2013,280,Malus,50.45,2623,domestica 'late cultivar',516
227895,2014,298,Malus,50.45,2623,domestica 'late cultivar',516
227896,2015,302,Malus,50.45,2623,domestica 'late cultivar',516
228108,2014,291,Malus,48.6833,1246,domestica 'late cultivar',516
228299,2010,295,Malus,49.4667,1580,domestica 'late cultivar',516
228300,2011,282,Malus,49.4667,1580,domestica 'late cultivar',516
228301,2012,294,Malus,49.4667,1580,domestica 'late cultivar',516
228302,2013,282,Malus,49.4667,1580,domestica 'late cultivar',516
228303,2014,283,Malus,49.4667,1580,domestica 'late cultivar',516
228304,2015,290,Malus,49.4667,1580,domestica 'late cultivar',516
228442,2010,265,Malus,48.6,2842,domestica 'late cultivar',516
228443,2011,290,Malus,48.6,2842,domestica 'late cultivar',516
228684,2010,291,Malus,49.0833,1048,domestica 'late cultivar',516
228880,2010,287,Malus,49.6167,1724,domestica 'late cultivar',516
228881,2011,279,Malus,49.6167,1724,domestica 'late cultivar',516
228882,2012,295,Malus,49.6167,1724,domestica 'late cultivar',516
228883,2013,291,Malus,49.6167,1724,domestica 'late cultivar',516
228931,2010,292,Malus,49.9167,1205,domestica 'late cultivar',516
228932,2012,293,Malus,49.9167,1205,domestica 'late cultivar',516
228986,2010,283,Malus,49.85,1463,domestica 'late cultivar',516
228987,2012,270,Malus,49.85,1463,domestica 'late cultivar',516
228988,2013,283,Malus,49.85,1463,domestica 'late cultivar',516
228989,2014,288,Malus,49.85,1463,domestica 'late cultivar',516
228990,2015,261,Malus,49.85,1463,domestica 'late cultivar',516
229043,2010,278,Malus,49.4,1080,domestica 'late cultivar',516
229044,2011,288,Malus,49.4,1080,domestica 'late cultivar',516
229045,2013,281,Malus,49.4,1080,domestica 'late cultivar',516
229046,2015,256,Malus,49.4,1080,domestica 'late cultivar',516
229302,2010,293,Malus,48.45,818,domestica 'late cultivar',516
229303,2011,291,Malus,48.45,818,domestica 'late cultivar',516
229304,2012,285,Malus,48.45,818,domestica 'late cultivar',516
229305,2013,268,Malus,48.45,818,domestica 'late cultivar',516
229306,2014,262,Malus,48.45,818,domestica 'late cultivar',516
229307,2015,303,Malus,48.45,818,domestica 'late cultivar',516
229353,2010,291,Malus,48.55,1690,domestica 'late cultivar',516
229354,2011,291,Malus,48.55,1690,domestica 'late cultivar',516
229355,2012,293,Malus,48.55,1690,domestica 'late cultivar',516
229356,2013,293,Malus,48.55,1690,domestica 'late cultivar',516
229357,2014,291,Malus,48.55,1690,domestica 'late cultivar',516
229393,2010,285,Malus,54.1,1158,domestica 'late cultivar',516
229394,2011,293,Malus,54.1,1158,domestica 'late cultivar',516
229395,2012,290,Malus,54.1,1158,domestica 'late cultivar',516
229396,2013,294,Malus,54.1,1158,domestica 'late cultivar',516
229397,2014,290,Malus,54.1,1158,domestica 'late cultivar',516
229398,2015,294,Malus,54.1,1158,domestica 'late cultivar',516
229442,2010,266,Malus,49.1667,1016,domestica 'late cultivar',516
229443,2011,263,Malus,49.1667,1016,domestica 'late cultivar',516
229444,2012,273,Malus,49.1667,1016,domestica 'late cultivar',516
229445,2013,271,Malus,49.1667,1016,domestica 'late cultivar',516
229446,2014,264,Malus,49.1667,1016,domestica 'late cultivar',516
229447,2015,269,Malus,49.1667,1016,domestica 'late cultivar',516
229567,2010,279,Malus,49.6333,934,domestica 'late cultivar',516
229568,2012,278,Malus,49.6333,934,domestica 'late cultivar',516
229569,2013,281,Malus,49.6333,934,domestica 'late cultivar',516
229570,2014,253,Malus,49.6333,934,domestica 'late cultivar',516
229571,2015,268,Malus,49.6333,934,domestica 'late cultivar',516
229922,2015,283,Malus,51.9833,1695,domestica 'late cultivar',516
230016,2011,281,Malus,50.2833,2010,domestica 'late cultivar',516
230017,2012,282,Malus,50.2833,2010,domestica 'late cultivar',516
230018,2013,291,Malus,50.2833,2010,domestica 'late cultivar',516
230019,2015,301,Malus,50.2833,2010,domestica 'late cultivar',516
230167,2010,261,Malus,52.9833,1693,domestica 'late cultivar',516
230168,2011,260,Malus,52.9833,1693,domestica 'late cultivar',516
230169,2012,255,Malus,52.9833,1693,domestica 'late cultivar',516
230170,2013,264,Malus,52.9833,1693,domestica 'late cultivar',516
230171,2014,253,Malus,52.9833,1693,domestica 'late cultivar',516
230172,2015,258,Malus,52.9833,1693,domestica 'late cultivar',516
230423,2015,251,Malus,47.9833,1043,domestica 'late cultivar',516
230492,2010,288,Malus,48.7833,797,domestica 'late cultivar',516
230493,2011,263,Malus,48.7833,797,domestica 'late cultivar',516
230494,2012,288,Malus,48.7833,797,domestica 'late cultivar',516
230495,2013,283,Malus,48.7833,797,domestica 'late cultivar',516
230496,2014,273,Malus,48.7833,797,domestica 'late cultivar',516
230497,2015,278,Malus,48.7833,797,domestica 'late cultivar',516
230542,2010,285,Malus,50.75,3703,domestica 'late cultivar',516
230543,2011,286,Malus,50.75,3703,domestica 'late cultivar',516
230544,2012,289,Malus,50.75,3703,domestica 'late cultivar',516
230545,2013,295,Malus,50.75,3703,domestica 'late cultivar',516
230546,2015,278,Malus,50.75,3703,domestica 'late cultivar',516
230597,2013,270,Malus,50.6667,1667,domestica 'late cultivar',516
