,year,doy,species,latitude,site_id,species_actual,phenophase
1275,2012,238,Malus,47.2708,101,domestica,516
1276,2012,269,Malus,47.8997,102,domestica,516
1277,2013,232,Malus,48.1914,103,domestica,516
1278,2013,268,Malus,47.8997,102,domestica,516
1331,2010,253,Malus,47.7833,108,domestica,516
1332,2012,264,Malus,47.7833,108,domestica,516
1384,2010,272,Malus,47.9667,110,domestica,516
1476,2010,213,Malus,47.1667,122,domestica,516
1581,2010,235,Malus,47.75,135,domestica,516
1582,2011,224,Malus,47.75,135,domestica,516
1583,2012,226,Malus,47.75,135,domestica,516
1605,2010,245,Malus,46.7,137,domestica,516
1678,2012,238,Malus,47.2708,101,domestica 'Cox Orange Renette',516
1679,2012,269,Malus,47.8997,102,domestica 'Cox Orange Renette',516
1680,2013,232,Malus,48.1914,103,domestica 'Cox Orange Renette',516
1681,2013,268,Malus,47.8997,102,domestica 'Cox Orange Renette',516
1734,2010,253,Malus,47.7833,108,domestica 'early cultivar',516
1735,2012,264,Malus,47.7833,108,domestica 'early cultivar',516
1787,2010,272,Malus,47.9667,110,domestica 'early cultivar',516
1879,2010,213,Malus,47.1667,122,domestica 'early cultivar',516
1984,2010,235,Malus,47.75,135,domestica 'early cultivar',516
1985,2011,224,Malus,47.75,135,domestica 'early cultivar',516
1986,2012,226,Malus,47.75,135,domestica 'early cultivar',516
2008,2010,245,Malus,46.7,137,domestica 'early cultivar',516
2102,2012,256,Malus,47.1333,149,domestica 'early cultivar',516
2128,2010,285,Malus,48.3,153,domestica 'early cultivar',516
2255,2010,222,Malus,47.4833,163,domestica 'early cultivar',516
2256,2011,214,Malus,47.4833,163,domestica 'early cultivar',516
2272,2010,207,Malus,48.3333,164,domestica 'early cultivar',516
2273,2011,206,Malus,48.3333,164,domestica 'early cultivar',516
2516,2011,278,Malus,46.7333,193,domestica 'early cultivar',516
2517,2012,279,Malus,46.7333,193,domestica 'early cultivar',516
2587,2011,263,Malus,47.1333,198,domestica 'early cultivar',516
2630,2010,271,Malus,46.7167,203,domestica 'early cultivar',516
2631,2011,255,Malus,46.7167,203,domestica 'early cultivar',516
2632,2012,264,Malus,46.7167,203,domestica 'early cultivar',516
2673,2010,263,Malus,47.4,206,domestica 'early cultivar',516
2674,2012,252,Malus,47.4,206,domestica 'early cultivar',516
2725,2010,253,Malus,46.7167,212,domestica 'early cultivar',516
2726,2011,248,Malus,46.7167,212,domestica 'early cultivar',516
2727,2012,247,Malus,46.7167,212,domestica 'early cultivar',516
2749,2010,217,Malus,48.45,213,domestica 'early cultivar',516
2908,2012,254,Malus,47.4167,226,domestica 'early cultivar',516
2957,2010,288,Malus,48.35,234,domestica 'early cultivar',516
2958,2011,290,Malus,48.35,234,domestica 'early cultivar',516
2959,2012,286,Malus,48.35,234,domestica 'early cultivar',516
3015,2012,282,Malus,46.75,241,domestica 'early cultivar',516
3027,2010,283,Malus,47.2333,243,domestica 'early cultivar',516
3028,2011,283,Malus,47.2333,243,domestica 'early cultivar',516
3029,2012,304,Malus,47.2333,243,domestica 'early cultivar',516
3039,2011,236,Malus,46.8333,246,domestica 'early cultivar',516
3106,2010,281,Malus,47.85,249,domestica 'early cultivar',516
3111,2010,292,Malus,46.8,250,domestica 'early cultivar',516
3112,2011,271,Malus,46.8,250,domestica 'early cultivar',516
3234,2010,283,Malus,47.5333,262,domestica 'early cultivar',516
3470,2011,271,Malus,48.0167,290,domestica 'early cultivar',516
3471,2012,247,Malus,48.0167,290,domestica 'early cultivar',516
3540,2010,199,Malus,48.25,300,domestica 'early cultivar',516
3541,2011,184,Malus,48.25,300,domestica 'early cultivar',516
3542,2012,185,Malus,48.25,300,domestica 'early cultivar',516
3602,2012,256,Malus,47.1333,314,domestica 'early cultivar',516
3609,2011,176,Malus,48.25,316,domestica 'early cultivar',516
3616,2012,263,Malus,47.0833,323,domestica 'early cultivar',516
3618,2011,215,Malus,48.15,325,domestica 'early cultivar',516
3621,2010,191,Malus,48.1117,328,domestica 'early cultivar',516
3623,2010,203,Malus,48.2597,330,domestica 'early cultivar',516
3624,2011,267,Malus,48.2408,331,domestica 'early cultivar',516
3625,2012,261,Malus,48.2408,331,domestica 'early cultivar',516
3626,2011,236,Malus,47.4392,332,domestica 'early cultivar',516
3627,2011,196,Malus,48.7167,333,domestica 'early cultivar',516
5338,2010,213,Malus,49.0167,713,domestica 'early cultivar',516
5339,2011,209,Malus,49.0167,713,domestica 'early cultivar',516
5340,2012,210,Malus,49.0167,713,domestica 'early cultivar',516
5341,2013,236,Malus,49.0167,713,domestica 'early cultivar',516
5342,2014,205,Malus,49.0167,713,domestica 'early cultivar',516
5343,2015,215,Malus,49.0167,713,domestica 'early cultivar',516
5410,2010,209,Malus,48.65,715,domestica 'early cultivar',516
5411,2011,204,Malus,48.65,715,domestica 'early cultivar',516
5412,2012,208,Malus,48.65,715,domestica 'early cultivar',516
5413,2013,213,Malus,48.65,715,domestica 'early cultivar',516
5414,2014,205,Malus,48.65,715,domestica 'early cultivar',516
5415,2015,222,Malus,48.65,715,domestica 'early cultivar',516
5521,2010,255,Malus,49.2167,718,domestica 'early cultivar',516
5522,2011,228,Malus,49.2167,718,domestica 'early cultivar',516
5523,2012,236,Malus,49.2167,718,domestica 'early cultivar',516
5594,2010,191,Malus,49.05,721,domestica 'early cultivar',516
5595,2011,183,Malus,49.05,721,domestica 'early cultivar',516
5596,2012,193,Malus,49.05,721,domestica 'early cultivar',516
5597,2013,202,Malus,49.05,721,domestica 'early cultivar',516
5598,2014,183,Malus,49.05,721,domestica 'early cultivar',516
5599,2015,189,Malus,49.05,721,domestica 'early cultivar',516
5620,2010,240,Malus,48.4167,722,domestica 'early cultivar',516
5621,2011,243,Malus,48.4167,722,domestica 'early cultivar',516
5622,2014,224,Malus,48.4167,722,domestica 'early cultivar',516
5623,2015,224,Malus,48.4167,722,domestica 'early cultivar',516
5664,2015,242,Malus,49.6,723,domestica 'early cultivar',516
5796,2010,191,Malus,48.4667,729,domestica 'early cultivar',516
5797,2011,173,Malus,48.4667,729,domestica 'early cultivar',516
5798,2012,186,Malus,48.4667,729,domestica 'early cultivar',516
5799,2013,201,Malus,48.4667,729,domestica 'early cultivar',516
5800,2014,191,Malus,48.4667,729,domestica 'early cultivar',516
5801,2015,191,Malus,48.4667,729,domestica 'early cultivar',516
5880,2012,191,Malus,50.0833,733,domestica 'early cultivar',516
5881,2013,232,Malus,50.0833,733,domestica 'early cultivar',516
5882,2014,206,Malus,50.0833,733,domestica 'early cultivar',516
5883,2015,204,Malus,50.0833,733,domestica 'early cultivar',516
5990,2010,203,Malus,51.9667,736,domestica 'early cultivar',516
5991,2011,205,Malus,51.9667,736,domestica 'early cultivar',516
5992,2012,212,Malus,51.9667,736,domestica 'early cultivar',516
5993,2013,224,Malus,51.9667,736,domestica 'early cultivar',516
5996,2011,190,Malus,49.7167,737,domestica 'early cultivar',516
6035,2010,271,Malus,50.0167,739,domestica 'early cultivar',516
6036,2011,258,Malus,50.0167,739,domestica 'early cultivar',516
6096,2010,195,Malus,49.9833,740,domestica 'early cultivar',516
6097,2011,179,Malus,49.9833,740,domestica 'early cultivar',516
6098,2012,194,Malus,49.9833,740,domestica 'early cultivar',516
6099,2013,201,Malus,49.9833,740,domestica 'early cultivar',516
6100,2014,184,Malus,49.9833,740,domestica 'early cultivar',516
6101,2015,194,Malus,49.9833,740,domestica 'early cultivar',516
6311,2010,210,Malus,48.9,748,domestica 'early cultivar',516
6312,2011,197,Malus,48.9,748,domestica 'early cultivar',516
6313,2012,227,Malus,48.9,748,domestica 'early cultivar',516
6314,2013,219,Malus,48.9,748,domestica 'early cultivar',516
6315,2014,193,Malus,48.9,748,domestica 'early cultivar',516
6316,2015,205,Malus,48.9,748,domestica 'early cultivar',516
6379,2010,215,Malus,48.8833,750,domestica 'early cultivar',516
6380,2011,196,Malus,48.8833,750,domestica 'early cultivar',516
6381,2012,201,Malus,48.8833,750,domestica 'early cultivar',516
6382,2013,213,Malus,48.8833,750,domestica 'early cultivar',516
6383,2014,203,Malus,48.8833,750,domestica 'early cultivar',516
6460,2014,216,Malus,50.0,755,domestica 'early cultivar',516
6461,2015,230,Malus,50.0,755,domestica 'early cultivar',516
6732,2010,242,Malus,49.4833,765,domestica 'early cultivar',516
6733,2011,220,Malus,49.4833,765,domestica 'early cultivar',516
6734,2012,228,Malus,49.4833,765,domestica 'early cultivar',516
6735,2013,240,Malus,49.4833,765,domestica 'early cultivar',516
6736,2015,236,Malus,49.4833,765,domestica 'early cultivar',516
6773,2010,217,Malus,54.1667,767,domestica 'early cultivar',516
6774,2011,213,Malus,54.1667,767,domestica 'early cultivar',516
6775,2012,230,Malus,54.1667,767,domestica 'early cultivar',516
6776,2013,219,Malus,54.1667,767,domestica 'early cultivar',516
6777,2015,218,Malus,54.1667,767,domestica 'early cultivar',516
6871,2010,196,Malus,49.0833,772,domestica 'early cultivar',516
6872,2011,180,Malus,49.0833,772,domestica 'early cultivar',516
6873,2012,183,Malus,49.0833,772,domestica 'early cultivar',516
6874,2013,218,Malus,49.0833,772,domestica 'early cultivar',516
6875,2014,193,Malus,49.0833,772,domestica 'early cultivar',516
6876,2015,187,Malus,49.0833,772,domestica 'early cultivar',516
6984,2010,209,Malus,48.8333,776,domestica 'early cultivar',516
6985,2011,190,Malus,48.8333,776,domestica 'early cultivar',516
6986,2012,201,Malus,48.8333,776,domestica 'early cultivar',516
6987,2013,207,Malus,48.8333,776,domestica 'early cultivar',516
6988,2015,204,Malus,48.8333,776,domestica 'early cultivar',516
7037,2011,210,Malus,48.8167,777,domestica 'early cultivar',516
7038,2012,201,Malus,48.8167,777,domestica 'early cultivar',516
7039,2013,228,Malus,48.8167,777,domestica 'early cultivar',516
7040,2014,210,Malus,48.8167,777,domestica 'early cultivar',516
7041,2015,213,Malus,48.8167,777,domestica 'early cultivar',516
7182,2012,218,Malus,50.15,783,domestica 'early cultivar',516
7183,2015,200,Malus,50.15,783,domestica 'early cultivar',516
7502,2010,236,Malus,49.2667,793,domestica 'early cultivar',516
7503,2011,225,Malus,49.2667,793,domestica 'early cultivar',516
7504,2012,228,Malus,49.2667,793,domestica 'early cultivar',516
7505,2013,233,Malus,49.2667,793,domestica 'early cultivar',516
7539,2010,200,Malus,49.0333,794,domestica 'early cultivar',516
7540,2011,190,Malus,49.0333,794,domestica 'early cultivar',516
7541,2012,191,Malus,49.0333,794,domestica 'early cultivar',516
7542,2013,208,Malus,49.0333,794,domestica 'early cultivar',516
7543,2014,188,Malus,49.0333,794,domestica 'early cultivar',516
7544,2015,193,Malus,49.0333,794,domestica 'early cultivar',516
7597,2015,219,Malus,47.8833,796,domestica 'early cultivar',516
7654,2010,222,Malus,48.7833,797,domestica 'early cultivar',516
7655,2011,200,Malus,48.7833,797,domestica 'early cultivar',516
7656,2012,222,Malus,48.7833,797,domestica 'early cultivar',516
7657,2014,213,Malus,48.7833,797,domestica 'early cultivar',516
7658,2015,201,Malus,48.7833,797,domestica 'early cultivar',516
7798,2011,238,Malus,48.6167,801,domestica 'early cultivar',516
7799,2012,234,Malus,48.6167,801,domestica 'early cultivar',516
7800,2014,235,Malus,48.6167,801,domestica 'early cultivar',516
8000,2011,247,Malus,51.8333,809,domestica 'early cultivar',516
8095,2011,200,Malus,49.15,812,domestica 'early cultivar',516
8096,2012,211,Malus,49.15,812,domestica 'early cultivar',516
8097,2013,220,Malus,49.15,812,domestica 'early cultivar',516
8098,2014,203,Malus,49.15,812,domestica 'early cultivar',516
8099,2015,209,Malus,49.15,812,domestica 'early cultivar',516
8176,2010,203,Malus,48.4,814,domestica 'early cultivar',516
8177,2011,197,Malus,48.4,814,domestica 'early cultivar',516
8178,2012,201,Malus,48.4,814,domestica 'early cultivar',516
8179,2013,211,Malus,48.4,814,domestica 'early cultivar',516
8180,2014,201,Malus,48.4,814,domestica 'early cultivar',516
8181,2015,205,Malus,48.4,814,domestica 'early cultivar',516
8323,2010,218,Malus,48.45,818,domestica 'early cultivar',516
8324,2011,233,Malus,48.45,818,domestica 'early cultivar',516
8325,2012,220,Malus,48.45,818,domestica 'early cultivar',516
8326,2013,249,Malus,48.45,818,domestica 'early cultivar',516
8327,2014,222,Malus,48.45,818,domestica 'early cultivar',516
8328,2015,231,Malus,48.45,818,domestica 'early cultivar',516
8397,2010,203,Malus,48.9833,820,domestica 'early cultivar',516
8398,2011,198,Malus,48.9833,820,domestica 'early cultivar',516
8399,2012,201,Malus,48.9833,820,domestica 'early cultivar',516
8400,2013,205,Malus,48.9833,820,domestica 'early cultivar',516
8401,2014,199,Malus,48.9833,820,domestica 'early cultivar',516
8402,2015,234,Malus,48.9833,820,domestica 'early cultivar',516
8520,2010,200,Malus,47.6,824,domestica 'early cultivar',516
8521,2011,192,Malus,47.6,824,domestica 'early cultivar',516
8522,2012,198,Malus,47.6,824,domestica 'early cultivar',516
8523,2013,203,Malus,47.6,824,domestica 'early cultivar',516
8524,2014,195,Malus,47.6,824,domestica 'early cultivar',516
8525,2015,194,Malus,47.6,824,domestica 'early cultivar',516
8821,2012,191,Malus,48.85,838,domestica 'early cultivar',516
8888,2010,201,Malus,52.2167,840,domestica 'early cultivar',516
8889,2011,198,Malus,52.2167,840,domestica 'early cultivar',516
8890,2012,194,Malus,52.2167,840,domestica 'early cultivar',516
8891,2013,210,Malus,52.2167,840,domestica 'early cultivar',516
8892,2015,200,Malus,52.2167,840,domestica 'early cultivar',516
8973,2010,215,Malus,50.4833,843,domestica 'early cultivar',516
8974,2011,196,Malus,50.4833,843,domestica 'early cultivar',516
8975,2012,204,Malus,50.4833,843,domestica 'early cultivar',516
8976,2013,221,Malus,50.4833,843,domestica 'early cultivar',516
9023,2012,240,Malus,52.0167,845,domestica 'early cultivar',516
9024,2013,238,Malus,52.0167,845,domestica 'early cultivar',516
9325,2010,208,Malus,50.1167,859,domestica 'early cultivar',516
9326,2011,185,Malus,50.1167,859,domestica 'early cultivar',516
9327,2012,199,Malus,50.1167,859,domestica 'early cultivar',516
9328,2013,212,Malus,50.1167,859,domestica 'early cultivar',516
9329,2014,184,Malus,50.1167,859,domestica 'early cultivar',516
9330,2015,194,Malus,50.1167,859,domestica 'early cultivar',516
9518,2010,208,Malus,50.0333,867,domestica 'early cultivar',516
9519,2011,202,Malus,50.0333,867,domestica 'early cultivar',516
9520,2012,207,Malus,50.0333,867,domestica 'early cultivar',516
9521,2013,220,Malus,50.0333,867,domestica 'early cultivar',516
9522,2014,203,Malus,50.0333,867,domestica 'early cultivar',516
9523,2015,211,Malus,50.0333,867,domestica 'early cultivar',516
9558,2010,208,Malus,49.7,869,domestica 'early cultivar',516
9559,2011,196,Malus,49.7,869,domestica 'early cultivar',516
9560,2012,205,Malus,49.7,869,domestica 'early cultivar',516
9561,2013,213,Malus,49.7,869,domestica 'early cultivar',516
9562,2014,209,Malus,49.7,869,domestica 'early cultivar',516
9563,2015,202,Malus,49.7,869,domestica 'early cultivar',516
9614,2011,179,Malus,49.2333,872,domestica 'early cultivar',516
9615,2015,218,Malus,49.2333,872,domestica 'early cultivar',516
10061,2013,237,Malus,52.3,890,domestica 'early cultivar',516
10062,2014,227,Malus,52.3,890,domestica 'early cultivar',516
10063,2015,215,Malus,52.3,890,domestica 'early cultivar',516
10159,2010,221,Malus,50.5167,893,domestica 'early cultivar',516
10160,2011,214,Malus,50.5167,893,domestica 'early cultivar',516
10161,2012,228,Malus,50.5167,893,domestica 'early cultivar',516
10162,2013,211,Malus,50.5167,893,domestica 'early cultivar',516
10163,2014,217,Malus,50.5167,893,domestica 'early cultivar',516
10164,2015,213,Malus,50.5167,893,domestica 'early cultivar',516
10279,2014,221,Malus,52.45,900,domestica 'early cultivar',516
10280,2015,232,Malus,52.45,900,domestica 'early cultivar',516
10396,2010,207,Malus,49.0833,907,domestica 'early cultivar',516
10397,2011,205,Malus,49.0833,907,domestica 'early cultivar',516
10398,2012,203,Malus,49.0833,907,domestica 'early cultivar',516
10448,2015,214,Malus,49.5333,908,domestica 'early cultivar',516
10775,2010,199,Malus,52.3,922,domestica 'early cultivar',516
10776,2011,188,Malus,52.3,922,domestica 'early cultivar',516
10777,2012,201,Malus,52.3,922,domestica 'early cultivar',516
10778,2013,209,Malus,52.3,922,domestica 'early cultivar',516
10779,2014,199,Malus,52.3,922,domestica 'early cultivar',516
10780,2015,200,Malus,52.3,922,domestica 'early cultivar',516
10828,2012,243,Malus,52.3333,925,domestica 'early cultivar',516
10829,2013,238,Malus,52.3333,925,domestica 'early cultivar',516
10830,2014,227,Malus,52.3333,925,domestica 'early cultivar',516
10831,2015,215,Malus,52.3333,925,domestica 'early cultivar',516
10924,2010,214,Malus,50.85,927,domestica 'early cultivar',516
10925,2011,213,Malus,50.85,927,domestica 'early cultivar',516
10926,2012,204,Malus,50.85,927,domestica 'early cultivar',516
10976,2010,284,Malus,51.45,928,domestica 'early cultivar',516
10977,2014,232,Malus,51.45,928,domestica 'early cultivar',516
11086,2010,206,Malus,49.6333,934,domestica 'early cultivar',516
11087,2011,186,Malus,49.6333,934,domestica 'early cultivar',516
11088,2012,199,Malus,49.6333,934,domestica 'early cultivar',516
11089,2013,211,Malus,49.6333,934,domestica 'early cultivar',516
11090,2014,194,Malus,49.6333,934,domestica 'early cultivar',516
11091,2015,228,Malus,49.6333,934,domestica 'early cultivar',516
11181,2010,212,Malus,50.4167,936,domestica 'early cultivar',516
11182,2011,203,Malus,50.4167,936,domestica 'early cultivar',516
11183,2012,207,Malus,50.4167,936,domestica 'early cultivar',516
11184,2013,222,Malus,50.4167,936,domestica 'early cultivar',516
11185,2014,209,Malus,50.4167,936,domestica 'early cultivar',516
11186,2015,220,Malus,50.4167,936,domestica 'early cultivar',516
11277,2011,218,Malus,53.3167,943,domestica 'early cultivar',516
11278,2012,205,Malus,53.3167,943,domestica 'early cultivar',516
11279,2013,218,Malus,53.3167,943,domestica 'early cultivar',516
11280,2014,209,Malus,53.3167,943,domestica 'early cultivar',516
11281,2015,216,Malus,53.3167,943,domestica 'early cultivar',516
11409,2014,202,Malus,49.1333,948,domestica 'early cultivar',516
11813,2011,209,Malus,49.6167,964,domestica 'early cultivar',516
11814,2012,212,Malus,49.6167,964,domestica 'early cultivar',516
11815,2013,208,Malus,49.6167,964,domestica 'early cultivar',516
11816,2014,217,Malus,49.6167,964,domestica 'early cultivar',516
11817,2015,222,Malus,49.6167,964,domestica 'early cultivar',516
12273,2010,217,Malus,49.0167,985,domestica 'early cultivar',516
12274,2011,212,Malus,49.0167,985,domestica 'early cultivar',516
12275,2012,205,Malus,49.0167,985,domestica 'early cultivar',516
12276,2013,219,Malus,49.0167,985,domestica 'early cultivar',516
12389,2010,210,Malus,49.7167,989,domestica 'early cultivar',516
12390,2011,202,Malus,49.7167,989,domestica 'early cultivar',516
12391,2012,211,Malus,49.7167,989,domestica 'early cultivar',516
12392,2013,223,Malus,49.7167,989,domestica 'early cultivar',516
12393,2014,201,Malus,49.7167,989,domestica 'early cultivar',516
12535,2010,215,Malus,51.45,997,domestica 'early cultivar',516
12536,2011,200,Malus,51.45,997,domestica 'early cultivar',516
12537,2012,211,Malus,51.45,997,domestica 'early cultivar',516
12538,2013,218,Malus,51.45,997,domestica 'early cultivar',516
12539,2014,209,Malus,51.45,997,domestica 'early cultivar',516
12540,2015,231,Malus,51.45,997,domestica 'early cultivar',516
12640,2010,232,Malus,50.2,1001,domestica 'early cultivar',516
12641,2011,221,Malus,50.2,1001,domestica 'early cultivar',516
12642,2012,227,Malus,50.2,1001,domestica 'early cultivar',516
12643,2013,233,Malus,50.2,1001,domestica 'early cultivar',516
12644,2014,213,Malus,50.2,1001,domestica 'early cultivar',516
12645,2015,224,Malus,50.2,1001,domestica 'early cultivar',516
13024,2010,208,Malus,48.75,1015,domestica 'early cultivar',516
13025,2011,210,Malus,48.75,1015,domestica 'early cultivar',516
13026,2012,227,Malus,48.75,1015,domestica 'early cultivar',516
13072,2010,266,Malus,49.1667,1016,domestica 'early cultivar',516
13073,2011,210,Malus,49.1667,1016,domestica 'early cultivar',516
13074,2012,209,Malus,49.1667,1016,domestica 'early cultivar',516
13075,2013,227,Malus,49.1667,1016,domestica 'early cultivar',516
13076,2014,205,Malus,49.1667,1016,domestica 'early cultivar',516
13077,2015,214,Malus,49.1667,1016,domestica 'early cultivar',516
13216,2011,259,Malus,51.2833,1025,domestica 'early cultivar',516
13374,2010,222,Malus,53.3333,1031,domestica 'early cultivar',516
13375,2011,231,Malus,53.3333,1031,domestica 'early cultivar',516
13376,2012,216,Malus,53.3333,1031,domestica 'early cultivar',516
13377,2013,231,Malus,53.3333,1031,domestica 'early cultivar',516
13378,2014,224,Malus,53.3333,1031,domestica 'early cultivar',516
13379,2015,227,Malus,53.3333,1031,domestica 'early cultivar',516
13846,2010,212,Malus,49.0833,1048,domestica 'early cultivar',516
14065,2010,211,Malus,48.3167,1055,domestica 'early cultivar',516
14066,2011,194,Malus,48.3167,1055,domestica 'early cultivar',516
14067,2012,203,Malus,48.3167,1055,domestica 'early cultivar',516
14068,2013,206,Malus,48.3167,1055,domestica 'early cultivar',516
14069,2014,226,Malus,48.3167,1055,domestica 'early cultivar',516
14100,2010,221,Malus,48.5167,1056,domestica 'early cultivar',516
14101,2011,235,Malus,48.5167,1056,domestica 'early cultivar',516
14102,2012,238,Malus,48.5167,1056,domestica 'early cultivar',516
14103,2015,235,Malus,48.5167,1056,domestica 'early cultivar',516
14152,2010,239,Malus,47.9833,1058,domestica 'early cultivar',516
14153,2011,244,Malus,47.9833,1058,domestica 'early cultivar',516
14154,2012,241,Malus,47.9833,1058,domestica 'early cultivar',516
14155,2013,237,Malus,47.9833,1058,domestica 'early cultivar',516
14287,2010,210,Malus,48.7,1063,domestica 'early cultivar',516
14288,2011,194,Malus,48.7,1063,domestica 'early cultivar',516
14289,2012,206,Malus,48.7,1063,domestica 'early cultivar',516
14290,2013,215,Malus,48.7,1063,domestica 'early cultivar',516
14291,2014,199,Malus,48.7,1063,domestica 'early cultivar',516
14292,2015,199,Malus,48.7,1063,domestica 'early cultivar',516
14320,2015,218,Malus,48.45,1064,domestica 'early cultivar',516
14346,2011,222,Malus,49.0333,1065,domestica 'early cultivar',516
14394,2010,211,Malus,52.6,1069,domestica 'early cultivar',516
14395,2011,203,Malus,52.6,1069,domestica 'early cultivar',516
14396,2012,205,Malus,52.6,1069,domestica 'early cultivar',516
14397,2013,207,Malus,52.6,1069,domestica 'early cultivar',516
14398,2014,195,Malus,52.6,1069,domestica 'early cultivar',516
14399,2015,208,Malus,52.6,1069,domestica 'early cultivar',516
14518,2012,217,Malus,51.0167,1077,domestica 'early cultivar',516
14519,2013,216,Malus,51.0167,1077,domestica 'early cultivar',516
14520,2014,198,Malus,51.0167,1077,domestica 'early cultivar',516
14521,2015,206,Malus,51.0167,1077,domestica 'early cultivar',516
14551,2011,209,Malus,49.4,1080,domestica 'early cultivar',516
14552,2012,206,Malus,49.4,1080,domestica 'early cultivar',516
14553,2013,224,Malus,49.4,1080,domestica 'early cultivar',516
14554,2014,194,Malus,49.4,1080,domestica 'early cultivar',516
14555,2015,209,Malus,49.4,1080,domestica 'early cultivar',516
14591,2010,201,Malus,51.9833,1082,domestica 'early cultivar',516
14592,2011,192,Malus,51.9833,1082,domestica 'early cultivar',516
14593,2012,198,Malus,51.9833,1082,domestica 'early cultivar',516
14594,2013,213,Malus,51.9833,1082,domestica 'early cultivar',516
14595,2014,201,Malus,51.9833,1082,domestica 'early cultivar',516
14596,2015,208,Malus,51.9833,1082,domestica 'early cultivar',516
14635,2010,218,Malus,49.9333,1083,domestica 'early cultivar',516
14636,2011,209,Malus,49.9333,1083,domestica 'early cultivar',516
14637,2012,213,Malus,49.9333,1083,domestica 'early cultivar',516
14638,2013,217,Malus,49.9333,1083,domestica 'early cultivar',516
14639,2014,216,Malus,49.9333,1083,domestica 'early cultivar',516
14640,2015,215,Malus,49.9333,1083,domestica 'early cultivar',516
14905,2010,212,Malus,48.3833,1094,domestica 'early cultivar',516
14906,2011,200,Malus,48.3833,1094,domestica 'early cultivar',516
14907,2012,200,Malus,48.3833,1094,domestica 'early cultivar',516
14908,2013,217,Malus,48.3833,1094,domestica 'early cultivar',516
14909,2014,200,Malus,48.3833,1094,domestica 'early cultivar',516
14910,2015,198,Malus,48.3833,1094,domestica 'early cultivar',516
15199,2011,214,Malus,49.9,1107,domestica 'early cultivar',516
15200,2012,220,Malus,49.9,1107,domestica 'early cultivar',516
15201,2013,232,Malus,49.9,1107,domestica 'early cultivar',516
15202,2014,209,Malus,49.9,1107,domestica 'early cultivar',516
15203,2015,221,Malus,49.9,1107,domestica 'early cultivar',516
15378,2010,206,Malus,50.0333,1118,domestica 'early cultivar',516
15379,2011,189,Malus,50.0333,1118,domestica 'early cultivar',516
15380,2012,197,Malus,50.0333,1118,domestica 'early cultivar',516
15381,2013,203,Malus,50.0333,1118,domestica 'early cultivar',516
15382,2014,182,Malus,50.0333,1118,domestica 'early cultivar',516
15383,2015,199,Malus,50.0333,1118,domestica 'early cultivar',516
15790,2014,196,Malus,52.7333,1133,domestica 'early cultivar',516
15791,2015,201,Malus,52.7333,1133,domestica 'early cultivar',516
16024,2010,228,Malus,48.1833,1144,domestica 'early cultivar',516
16025,2011,208,Malus,48.1833,1144,domestica 'early cultivar',516
16026,2012,201,Malus,48.1833,1144,domestica 'early cultivar',516
16027,2013,219,Malus,48.1833,1144,domestica 'early cultivar',516
16028,2014,187,Malus,48.1833,1144,domestica 'early cultivar',516
16029,2015,227,Malus,48.1833,1144,domestica 'early cultivar',516
16167,2015,226,Malus,49.3,1150,domestica 'early cultivar',516
16251,2010,217,Malus,50.15,1152,domestica 'early cultivar',516
16252,2011,213,Malus,50.15,1152,domestica 'early cultivar',516
16253,2012,209,Malus,50.15,1152,domestica 'early cultivar',516
16254,2013,206,Malus,50.15,1152,domestica 'early cultivar',516
16255,2015,226,Malus,50.15,1152,domestica 'early cultivar',516
16329,2011,198,Malus,47.9667,1154,domestica 'early cultivar',516
16381,2010,208,Malus,53.0333,1156,domestica 'early cultivar',516
16382,2011,191,Malus,53.0333,1156,domestica 'early cultivar',516
16383,2012,203,Malus,53.0333,1156,domestica 'early cultivar',516
16384,2013,214,Malus,53.0333,1156,domestica 'early cultivar',516
16385,2014,203,Malus,53.0333,1156,domestica 'early cultivar',516
16386,2015,192,Malus,53.0333,1156,domestica 'early cultivar',516
16620,2011,202,Malus,51.5333,1170,domestica 'early cultivar',516
16621,2012,212,Malus,51.5333,1170,domestica 'early cultivar',516
16821,2010,232,Malus,53.3333,1180,domestica 'early cultivar',516
16822,2011,206,Malus,53.3333,1180,domestica 'early cultivar',516
16823,2012,215,Malus,53.3333,1180,domestica 'early cultivar',516
16824,2014,219,Malus,53.3333,1180,domestica 'early cultivar',516
16915,2010,212,Malus,51.0333,1185,domestica 'early cultivar',516
16916,2011,197,Malus,51.0333,1185,domestica 'early cultivar',516
16917,2012,211,Malus,51.0333,1185,domestica 'early cultivar',516
16918,2013,224,Malus,51.0333,1185,domestica 'early cultivar',516
16919,2014,203,Malus,51.0333,1185,domestica 'early cultivar',516
16920,2015,201,Malus,51.0333,1185,domestica 'early cultivar',516
17087,2011,211,Malus,52.7333,1191,domestica 'early cultivar',516
17088,2012,217,Malus,52.7333,1191,domestica 'early cultivar',516
17089,2013,232,Malus,52.7333,1191,domestica 'early cultivar',516
17090,2014,209,Malus,52.7333,1191,domestica 'early cultivar',516
17091,2015,226,Malus,52.7333,1191,domestica 'early cultivar',516
17343,2012,203,Malus,49.9167,1205,domestica 'early cultivar',516
17349,2011,219,Malus,49.0333,1206,domestica 'early cultivar',516
17350,2012,209,Malus,49.0333,1206,domestica 'early cultivar',516
17351,2013,216,Malus,49.0333,1206,domestica 'early cultivar',516
