DAY,YEAR,genus,specificEpithet,eventRemarks,LON,LAT,site_id
166,2017,Morus,,Ripe fruits,1.468531,43.555045,1717839
166,2017,Morus,alba,Ripe fruits,3.733292,43.891212,1591189
166,2017,Morus,alba,Ripe fruits,3.733635,43.891531,1591190
166,2017,Morus,nigra,Ripe fruits,-93.35546,44.858677,1591081
166,2017,Morus,nigra,Ripe fruits,-75.524435,40.244879,1592255
165,2017,Morus,,Ripe fruits,-85.751874,38.236472,1591139
164,2017,Morus,,Ripe fruits,-75.246834,39.962914,1591051
164,2017,Morus,,Ripe fruits,-73.93514,40.696368,1591054
164,2017,Morus,,Ripe fruits,-87.658134,41.90364,1591065
163,2017,Morus,nigra,Ripe fruits,-73.861681,40.900146,1591057
163,2017,Morus,nigra,Ripe fruits,-73.862677,40.896602,1591058
162,2017,Morus,nigra,Ripe fruits,4.829671,45.735047,1719549
162,2017,Morus,nigra,Ripe fruits,-1.19876,44.647055,1591017
162,2017,Morus,nigra,Ripe fruits,-84.363155,33.74104,1591079
160,2017,Morus,,Ripe fruits,-75.891422,40.32784,1591005
159,2017,Morus,,Ripe fruits,-97.613579,38.866352,1591113
158,2017,Morus,nigra,Ripe fruits,-85.68455377,38.2503762,1590953
156,2017,Morus,,Ripe fruits,-82.987728,40.07529,1590948
155,2017,Morus,,Ripe fruits,-82.948341,39.970522,1590962
155,2017,Morus,,Ripe fruits,-82.948542,39.970302,1590963
154,2017,Morus,nigra,Ripe fruits,-77.04352202,39.05218365,1590912
154,2017,Morus,,Ripe fruits,-82.946316,39.961592,1590965
153,2017,Morus,,Ripe fruits,-75.08989,39.914318,1591052
152,2017,Morus,alba,Ripe fruits,-77.03920948,38.93593742,1591152
152,2017,Morus,rubra,Ripe fruits,-77.45376348,37.54201145,1069100
148,2017,Morus,,Ripe fruits,-88.250583,40.054412,1590809
143,2017,Morus,,Ripe fruits,-76.998542,38.9022,1590765
143,2017,Morus,nigra,Ripe fruits,-76.997485,38.901841,1590767
143,2017,Morus,,Ripe fruits,-79.934791,37.261383,1590932
142,2017,Morus,,Ripe fruits,-86.536789,39.164764,1575
142,2017,Morus,,Ripe fruits,-77.445986,37.534415,1591120
140,2017,Morus,,Ripe fruits,22.947231,40.675579,1590762
131,2017,Morus,,Ripe fruits,-117.5843743,34.13615562,1582559
123,2017,Morus,rubra,Ripe fruits,34.839841,32.068156,1582563
122,2017,Morus,nigra,Ripe fruits,-97.505215,35.466263,1582474
121,2017,Morus,nigra,Ripe fruits,-97.512519,35.470937,1582462
117,2017,Morus,alba,Ripe fruits,34.843676,32.071225,1582564
116,2017,Morus,nigra,Ripe fruits,-97.508675,35.46864,1582406
97,2017,Morus,nigra,Ripe fruits,-77.569318,43.140033,1591519
95,2017,Morus,alba,Ripe fruits,-97.74897023,30.24766833,1524678
94,2017,Morus,alba,Ripe fruits,-90.227228,29.961127,1592247
94,2017,Morus,nigra,Ripe fruits,-90.227228,29.961127,1592247
354,2016,Morus,nigra,Ripe fruits,-70.580357,-33.540504,1523409
335,2016,Morus,nigra,Ripe fruits,-70.583904,-33.522823,1523295
334,2016,Morus,nigra,Ripe fruits,-70.579251,-33.404123,1523258
334,2016,Morus,nigra,Ripe fruits,-70.584747,-33.539814,1523259
334,2016,Morus,nigra,Ripe fruits,-70.566558,-33.408848,1523260
299,2016,Morus,alba,Ripe fruits,151.2471659,-33.93864679,1519736
279,2016,Morus,nigra,Ripe fruits,-66.33269,-33.304245,1519560
276,2016,Morus,,Ripe fruits,-89.655062,40.648702,1519499
276,2016,Morus,,Ripe fruits,-89.655998,40.651771,1519497
275,2016,Morus,,Ripe fruits,-89.681269,40.645632,1519493
275,2016,Morus,,Ripe fruits,133.861622,-23.703539,1519691
266,2016,Morus,nigra,Ripe fruits,-46.658552,-23.545957,1519467
263,2016,Morus,,Ripe fruits,-89.471588,43.043888,2845
259,2016,Morus,,Ripe fruits,152.960597,-27.54703,1517931
259,2016,Morus,,Ripe fruits,152.91158,-27.347372,1517929
259,2016,Morus,,Ripe fruits,152.874187,-27.376464,1517928
256,2016,Morus,nigra,Ripe fruits,-111.8871122,40.77281747,1517885
250,2016,Morus,nigra,Ripe fruits,115.8996052,-31.9991838,1517812
235,2016,Morus,,Ripe fruits,0.546849,48.516173,1517686
217,2016,Morus,,Ripe fruits,-74.02354,40.609245,1720859
216,2016,Morus,nigra,Ripe fruits,-83.65182867,42.45494092,1517110
214,2016,Morus,alba,Ripe fruits,-81.760766,41.365253,1517002
212,2016,Morus,,Ripe fruits,-0.187918,51.50347,1516514
206,2016,Morus,nigra,Ripe fruits,-83.781246,42.294148,1516879
204,2016,Morus,,Ripe fruits,-0.187918,51.50347,1516514
199,2016,Morus,,Ripe fruits,-1.655067,48.132897,1516689
199,2016,Morus,,Ripe fruits,-1.655067,48.132897,1516689
196,2016,Morus,,Ripe fruits,-89.367552,43.077893,1516491
195,2016,Morus,,Ripe fruits,-87.701312,41.903034,1517295
189,2016,Morus,,Ripe fruits,-89.36624211,43.08045106,1516158
187,2016,Morus,nigra,Ripe fruits,-122.645429,45.527625,1516141
186,2016,Morus,alba,Ripe fruits,-81.774829,41.372109,1516079
185,2016,Morus,nigra,Ripe fruits,-88.33443825,42.2469129,1516041
183,2016,Morus,rubra,Ripe fruits,-87.533782,41.503501,1516751
182,2016,Morus,,Ripe fruits,-79.091937,43.836003,1515988
181,2016,Morus,alba,Ripe fruits,-104.702004,40.408017,1515989
180,2016,Morus,,Ripe fruits,-89.342751,43.105324,2820
180,2016,Morus,nigra,Ripe fruits,-104.701529,40.406573,1515991
179,2016,Morus,alba,Ripe fruits,-89.36492455,43.0796293,1515917
179,2016,Morus,nigra,Ripe fruits,-87.673773,41.939773,1517095
178,2016,Morus,rubra,Ripe fruits,-88.007698,42.159015,1516013
175,2016,Morus,nigra,Ripe fruits,-104.702713,40.406559,1515785
175,2016,Morus,nigra,Ripe fruits,-104.705385,40.405303,1515856
175,2016,Morus,nigra,Ripe fruits,-104.705385,40.405303,1515856
174,2016,Morus,,Ripe fruits,-79.93376881,43.25587538,1066041
174,2016,Morus,,Ripe fruits,-79.860699,40.346679,1515780
174,2016,Morus,,Ripe fruits,-79.861016,40.346409,1515781
174,2016,Morus,nigra,Ripe fruits,-104.702713,40.406559,1515785
171,2016,Morus,nigra,Ripe fruits,-83.07414468,42.36008634,1515726
171,2016,Morus,nigra,Ripe fruits,-83.07922252,42.36295982,1515727
171,2016,Morus,nigra,Ripe fruits,-83.07922252,42.36295982,1515728
171,2016,Morus,nigra,Ripe fruits,-83.08265153,42.36330069,1515731
171,2016,Morus,nigra,Ripe fruits,-83.74080613,42.28797631,1515734
170,2016,Morus,nigra,Ripe fruits,-87.578909,41.795577,1515733
170,2016,Morus,rubra,Ripe fruits,-81.794012,41.376114,1515715
168,2016,Morus,nigra,Ripe fruits,-87.80812,41.868682,1515683
168,2016,Morus,,Ripe fruits,-79.93629464,40.46217708,1515689
167,2016,Morus,alba,Ripe fruits,-81.74828589,41.39531447,1064449
167,2016,Morus,,Ripe fruits,-87.703279,41.921388,1515648
167,2016,Morus,alba,Ripe fruits,-75.216962,39.949984,1515751
166,2016,Morus,nigra,Ripe fruits,-85.932899,39.731641,1515720
166,2016,Morus,nigra,Ripe fruits,-85.972513,39.651822,1515721
156,2016,Morus,,Ripe fruits,-76.617246,39.307082,1515248
156,2016,Morus,,Ripe fruits,-76.621186,39.296413,1515251
151,2016,Morus,,Ripe fruits,-86.543144,39.171516,1515242
151,2016,Morus,,Ripe fruits,-86.542527,39.171847,1515243
150,2016,Morus,rubra,Ripe fruits,5.729298,45.183137,1515475
150,2016,Morus,alba,Ripe fruits,22.94548,40.676467,1515233
150,2016,Morus,,Ripe fruits,-94.212358,36.084313,1516404
136,2016,Morus,,Ripe fruits,-84.321175,30.45863,1244
117,2016,Morus,,Ripe fruits,-122.296988,40.452695,1517197
85,2016,Morus,rubra,Ripe fruits,-87.93416262,42.19966471,1073941
80,2016,Morus,,Ripe fruits,-84.32395693,30.47813657,1073910
291,2015,Morus,nigra,Ripe fruits,151.1698165,-33.83938643,1067763
253,2015,Morus,nigra,Ripe fruits,19.9799332,50.08447011,1065933
214,2015,Morus,nigra,Ripe fruits,-88.14771772,41.74850286,1065529
193,2015,Morus,,Ripe fruits,-74.65866566,40.46452544,1065421
191,2015,Morus,rubra,Ripe fruits,-77.86464897,40.79938397,1065096
186,2015,Morus,alba,Ripe fruits,-81.74828589,41.39531447,1064449
183,2015,Morus,,Ripe fruits,-89.38697124,43.07868491,1066018
182,2015,Morus,,Ripe fruits,-95.44896371,41.19639591,1064382
182,2015,Morus,nigra,Ripe fruits,-76.39620066,36.98307479,1067958
181,2015,Morus,rubra,Ripe fruits,-81.75046116,41.39652574,1063975
180,2015,Morus,nigra,Ripe fruits,-71.16640722,42.27653885,1064364
179,2015,Morus,,Ripe fruits,-78.48693699,38.03567648,666772
179,2015,Morus,,Ripe fruits,-78.496266,38.040649,1064356
178,2015,Morus,nigra,Ripe fruits,-83.727338,42.271706,1064378
177,2015,Morus,alba,Ripe fruits,-73.89064729,40.58153293,1064327
177,2015,Morus,nigra,Ripe fruits,-73.89063388,40.58145858,1064328
177,2015,Morus,nigra,Ripe fruits,-73.89064193,40.58124469,1064330
176,2015,Morus,,Ripe fruits,-84.34081391,42.70592143,1064135
175,2015,Morus,nigra,Ripe fruits,-87.79872122,41.92053592,1064278
175,2015,Morus,,Ripe fruits,-73.92710924,40.68857244,1064293
175,2015,Morus,nigra,Ripe fruits,-83.73104,42.276579,1064379
173,2015,Morus,,Ripe fruits,-93.6689249,42.02515135,1064109
173,2015,Morus,nigra,Ripe fruits,-87.695041,41.96136893,1064254
173,2015,Morus,,Ripe fruits,-93.60982294,42.03169438,1064265
173,2015,Morus,,Ripe fruits,-93.60982294,42.03169438,1064265
173,2015,Morus,nigra,Ripe fruits,-83.72719416,42.27192424,18640
171,2015,Morus,nigra,Ripe fruits,-82.47772162,38.40455767,1064361
171,2015,Morus,nigra,Ripe fruits,20.94331428,52.25826136,1065192
170,2015,Morus,alba,Ripe fruits,-71.10269488,42.36732236,592518
170,2015,Morus,rubra,Ripe fruits,-80.0366319,40.4865823,1064238
170,2015,Morus,rubra,Ripe fruits,-80.02563484,40.4651673,1064239
169,2015,Morus,nigra,Ripe fruits,-71.3968502,41.8192561,1064231
168,2015,Morus,nigra,Ripe fruits,-91.520554,41.646049,1064181
167,2015,Morus,nigra,Ripe fruits,-73.97239901,40.67416013,1064183
167,2015,Morus,nigra,Ripe fruits,-73.97075746,40.67521267,1064184
167,2015,Morus,,Ripe fruits,-77.16233286,38.92488535,1064226
166,2015,Morus,,Ripe fruits,-89.38847231,43.07812035,1064170
166,2015,Morus,nigra,Ripe fruits,-77.16535062,38.92687703,1064229
165,2015,Morus,rubra,Ripe fruits,-79.93023493,40.45280501,1064151
165,2015,Morus,,Ripe fruits,-90.26804341,38.65187558,1064152
165,2015,Morus,,Ripe fruits,-73.90274942,40.67781672,1064294
164,2015,Morus,rubra,Ripe fruits,-79.95110373,40.44271591,1064143
164,2015,Morus,rubra,Ripe fruits,-79.95107479,40.44260388,1064145
164,2015,Morus,rubra,Ripe fruits,-79.95140783,40.4434214,1064146
164,2015,Morus,rubra,Ripe fruits,-79.95125763,40.44304172,1064147
164,2015,Morus,rubra,Ripe fruits,-79.9513381,40.44324177,1064148
164,2015,Morus,,Ripe fruits,-73.6784636,42.7561337,1064149
164,2015,Morus,,Ripe fruits,-77.17118503,38.93053168,1064228
163,2015,Morus,,Ripe fruits,-77.04649359,38.90866558,1064230
163,2015,Morus,,Ripe fruits,-75.211421,39.961218,1515754
162,2015,Morus,rubra,Ripe fruits,-79.92291042,40.43953044,1064129
161,2015,Morus,rubra,Ripe fruits,-80.01508596,40.45291036,1064108
161,2015,Morus,alba,Ripe fruits,-80.01491638,40.45293986,1064110
161,2015,Morus,nigra,Ripe fruits,-73.9591568,40.6874941,1064127
161,2015,Morus,,Ripe fruits,-77.61670232,43.13887042,1064368
156,2015,Morus,nigra,Ripe fruits,34.81821924,32.07392239,1064085
155,2015,Morus,,Ripe fruits,-84.61717869,38.99900252,1064064
154,2015,Morus,rubra,Ripe fruits,-80.01421658,40.45053902,1064111
154,2015,Morus,,Ripe fruits,-85.04164964,41.08632373,1064063
152,2015,Morus,,Ripe fruits,-118.3518287,34.09424604,1064029
151,2015,Morus,rubra,Ripe fruits,-79.92492114,40.45064238,1064117
150,2015,Morus,rubra,Ripe fruits,-85.73445557,38.23227048,1064014
143,2015,Morus,nigra,Ripe fruits,34.781985,32.094466,595326
143,2015,Morus,nigra,Ripe fruits,34.77028012,32.08847402,1063979
96,2015,Morus,,Ripe fruits,-122.391322,40.594089,1517204
320,2014,Morus,nigra,Ripe fruits,-70.59499855,-33.4124592,1062422
259,2014,Morus,nigra,Ripe fruits,-74.191926,39.95247,1063490
206,2014,Morus,alba,Ripe fruits,-73.50777168,41.05994859,667107
206,2014,Morus,nigra,Ripe fruits,-89.320028,43.0982276,667103
203,2014,Morus,nigra,Ripe fruits,-94.02304052,44.16062593,667084
202,2014,Morus,nigra,Ripe fruits,-94.02136279,44.16340247,667085
197,2014,Morus,nigra,Ripe fruits,-94.00559931,44.17089675,667201
196,2014,Morus,,Ripe fruits,-83.37192088,42.36020977,666992
193,2014,Morus,,Ripe fruits,-73.973746,40.732157,1064590
193,2014,Morus,,Ripe fruits,-73.974207,40.733835,1064591
193,2014,Morus,nigra,Ripe fruits,-90.511575,40.554455,666950
192,2014,Morus,nigra,Ripe fruits,-73.50694315,41.05659165,666942
191,2014,Morus,nigra,Ripe fruits,-87.6786269,42.048372,667022
187,2014,Morus,nigra,Ripe fruits,-77.87680149,40.81423147,666900
185,2014,Morus,,Ripe fruits,-89.43180084,43.07954622,594087
185,2014,Morus,,Ripe fruits,-105.2523303,40.03641743,137818
184,2014,Morus,alba,Ripe fruits,-85.66472051,38.23812513,666844
184,2014,Morus,,Ripe fruits,-85.66472051,38.23812513,666844
183,2014,Morus,nigra,Ripe fruits,-83.9288023,42.6070627,666839
182,2014,Morus,nigra,Ripe fruits,-83.654496,43.077115,666841
181,2014,Morus,,Ripe fruits,-78.486076,38.03148606,666749
181,2014,Morus,,Ripe fruits,-88.28986812,41.83790753,666756
181,2014,Morus,,Ripe fruits,-78.48693699,38.03567648,666772
181,2014,Morus,nigra,Ripe fruits,-89.40424517,43.0652578,666770
181,2014,Morus,,Ripe fruits,-89.40424517,43.0652578,666770
181,2014,Morus,,Ripe fruits,-78.48519892,38.03154838,666750
180,2014,Morus,,Ripe fruits,-95.28054133,38.97064754,666746
180,2014,Morus,,Ripe fruits,-86.10749196,41.68528828,666736
180,2014,Morus,,Ripe fruits,-122.2749228,47.55269122,666766
179,2014,Morus,,Ripe fruits,-81.24749869,42.97968399,666731
179,2014,Morus,nigra,Ripe fruits,-79.91990948,40.47840313,666733
179,2014,Morus,,Ripe fruits,-91.56957247,41.64644014,666743
179,2014,Morus,alba,Ripe fruits,8.543750346,47.38933771,666732
179,2014,Morus,,Ripe fruits,-105.2726819,40.02062274,666827
179,2014,Morus,nigra,Ripe fruits,-79.94112757,40.45807177,666734
179,2014,Morus,alba,Ripe fruits,-105.237654,40.01457586,3344
179,2014,Morus,,Ripe fruits,-105.237654,40.01457586,3344
178,2014,Morus,,Ripe fruits,-1.652433872,48.12661288,666849
178,2014,Morus,nigra,Ripe fruits,-79.93960675,40.4597633,666719
178,2014,Morus,nigra,Ripe fruits,-72.9677285,40.8003885,666725
177,2014,Morus,,Ripe fruits,-105.141603,39.98021,666762
177,2014,Morus,,Ripe fruits,-81.2510553,42.97641473,666693
176,2014,Morus,rubra,Ripe fruits,-84.50077,38.055353,666691
176,2014,Morus,nigra,Ripe fruits,-77.19252706,40.20775818,666705
175,2014,Morus,nigra,Ripe fruits,-79.92878,40.43288,666684
174,2014,Morus,nigra,Ripe fruits,-87.67555073,41.86929917,666671
173,2014,Morus,nigra,Ripe fruits,-77.19341755,40.20793434,666653
172,2014,Morus,nigra,Ripe fruits,-77.19250292,40.20794049,666651
171,2014,Morus,rubra,Ripe fruits,-89.81043756,43.57030966,666662
170,2014,Morus,,Ripe fruits,-90.48166037,38.5450943,666665
170,2014,Morus,,Ripe fruits,-105.283958,40.016914,3277
170,2014,Morus,alba,Ripe fruits,-105.26319,40.0406,3383
170,2014,Morus,,Ripe fruits,-105.26319,40.0406,3383
169,2014,Morus,nigra,Ripe fruits,-81.09470494,41.28410195,666548
167,2014,Morus,,Ripe fruits,-83.00663888,40.00783084,666527
167,2014,Morus,,Ripe fruits,-82.90577297,40.10215932,666531
165,2014,Morus,,Ripe fruits,-89.471588,43.043888,2845
164,2014,Morus,nigra,Ripe fruits,-105.0569573,39.78378546,666476
164,2014,Morus,nigra,Ripe fruits,-119.2689085,46.29305941,666454
164,2014,Morus,nigra,Ripe fruits,-79.99448885,40.43136961,666722
160,2014,Morus,,Ripe fruits,-85.793246,38.224903,666354
160,2014,Morus,,Ripe fruits,-92.29416847,38.97967854,666360
160,2014,Morus,,Ripe fruits,-77.48431921,37.5402473,666459
159,2014,Morus,,Ripe fruits,-86.54253776,39.17670993,666345
159,2014,Morus,nigra,Ripe fruits,-76.98326111,38.9474027,666346
159,2014,Morus,,Ripe fruits,-77.46850491,37.55765731,666344
151,2014,Morus,nigra,Ripe fruits,-119.2521876,46.24508175,666297
151,2014,Morus,nigra,Ripe fruits,-119.286418,46.25603969,666455
151,2014,Morus,,Ripe fruits,-77.46822596,37.54369262,666295
146,2014,Morus,rubra,Ripe fruits,-85.7963562,38.27130717,666276
146,2014,Morus,rubra,Ripe fruits,-85.78073502,38.26699443,666275
145,2014,Morus,nigra,Ripe fruits,34.82337981,32.05353532,666288
144,2014,Morus,rubra,Ripe fruits,-86.74884081,36.17775644,666293
142,2014,Morus,,Ripe fruits,-77.4469963,37.5820031,666239
141,2014,Morus,,Ripe fruits,-77.46718794,37.54126177,666227
140,2014,Morus,,Ripe fruits,-77.44271815,37.52611981,666233
139,2014,Morus,,Ripe fruits,-97.81069994,32.76165069,666218
136,2014,Morus,nigra,Ripe fruits,-97.12344229,31.55842619,1064083
122,2014,Morus,nigra,Ripe fruits,-82.43451834,28.02278499,666033
122,2014,Morus,nigra,Ripe fruits,-82.43249327,28.02354267,666035
122,2014,Morus,nigra,Ripe fruits,-82.4327977,28.02344322,666036
119,2014,Morus,nigra,Ripe fruits,-90.03731489,29.96012953,666017
112,2014,Morus,,Ripe fruits,-90.09031534,30.00166214,665967
111,2014,Morus,nigra,Ripe fruits,-119.7056455,36.72624636,665951
111,2014,Morus,nigra,Ripe fruits,-119.8461933,36.72662473,665950
96,2014,Morus,nigra,Ripe fruits,77.1209145,28.6415294,665843
12,2014,Morus,,Ripe fruits,153.5003236,-28.55956312,1062675
171,2000,Morus,nigra,Ripe fruits,13.201897,45.951493,1757391
