DAY,YEAR,genus,specificEpithet,eventRemarks,LON,LAT,site_id
118,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
111,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
41,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
104,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
61,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
69,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
76,2023,Morus,rubra,Ripe fruits,-89.963806,30.033796,1
198,2022,Morus,rubra,Ripe fruits,-95.905975,41.203037,2
174,1952,Morus,sp,Ripe fruits,19.0833,42.1,3
127,2023,Morus,,Ripe fruits,-76.265717,36.957642,1767144
121,2023,Morus,macroura,Ripe fruits,34.80706242,32.06507473,1826531
121,2023,Morus,,Ripe fruits,-82.388446,34.846351,1826627
119,2023,Morus,,Ripe fruits,114.6208944,-28.79743147,1826470
111,2023,Morus,rubra,Ripe fruits,34.8212925,32.0683813,1826211
98,2023,Morus,,Ripe fruits,-90.08211,30.01113,1825857
97,2023,Morus,alba,Ripe fruits,-90.094024,30.001993,1825855
96,2023,Morus,,Ripe fruits,-90.094394,30.000831,1825856
94,2023,Morus,nigra,Ripe fruits,-81.095816,32.074908,1825702
74,2023,Morus,alba,Ripe fruits,-95.564723,29.655493,1825257
74,2023,Morus,nigra,Ripe fruits,-95.655182,29.66283,1825256
32,2023,Morus,,Ripe fruits,147.1184001,-41.39955481,1824670
339,2022,Morus,,Ripe fruits,144.9671294,-37.694853,1823989
336,2022,Morus,alba,Ripe fruits,144.962596,-37.69813119,1823957
336,2022,Morus,rubra,Ripe fruits,144.964392,-37.69737506,1823960
330,2022,Morus,nigra,Ripe fruits,144.994278,-37.771127,1823856
321,2022,Morus,nigra,Ripe fruits,150.9285095,-34.31213354,1823729
314,2022,Morus,nigra,Ripe fruits,151.013985,-33.903893,1826706
310,2022,Morus,nigra,Ripe fruits,151.1058954,-33.93213056,1823402
291,2022,Morus,nigra,Ripe fruits,151.7564862,-32.9049548,1823102
291,2022,Morus,nigra,Ripe fruits,151.7460028,-32.90418614,1823103
291,2022,Morus,nigra,Ripe fruits,-76.300449,37.018974,1823115
290,2022,Morus,,Ripe fruits,-1.403647,48.106494,1823045
290,2022,Morus,,Ripe fruits,-1.382892,48.105436,1823046
286,2022,Morus,nigra,Ripe fruits,151.1056206,-33.91953739,1822939
283,2022,Morus,,Ripe fruits,150.886584,-34.42864,1823082
268,2022,Morus,nigra,Ripe fruits,115.7744058,-32.0780207,1822311
267,2022,Morus,,Ripe fruits,-40.303911,-20.273811,1822468
264,2022,Morus,alba,Ripe fruits,-40.28616117,-20.27171574,1822228
264,2022,Morus,alba,Ripe fruits,-40.28616117,-20.27171574,1822227
264,2022,Morus,alba,Ripe fruits,-40.28616117,-20.27171574,1822226
232,2022,Morus,,Ripe fruits,-89.508035,43.036707,1821966
220,2022,Morus,nigra,Ripe fruits,-2.31849,51.405563,1764292
220,2022,Morus,,Ripe fruits,-87.725297,41.454646,1822488
220,2022,Morus,,Ripe fruits,-0.008089,51.48228,1826788
215,2022,Morus,,Ripe fruits,-85.418907,41.654191,1813899
205,2022,Morus,,Ripe fruits,-83.068231,42.335226,1813422
204,2022,Morus,nigra,Ripe fruits,-74.02571386,41.43947358,1813382
204,2022,Morus,alba,Ripe fruits,-79.971015,43.271359,1813377
203,2022,Morus,,Ripe fruits,144.9706155,-37.70019144,1813341
202,2022,Morus,,Ripe fruits,-83.590206,42.245776,1813466
201,2022,Morus,,Ripe fruits,-79.699795,43.705732,1813444
200,2022,Morus,,Ripe fruits,-73.573966,45.56901,1813258
200,2022,Morus,alba,Ripe fruits,-87.56208888,41.75892318,1813257
200,2022,Morus,alba,Ripe fruits,-87.56291725,41.7574296,1813256
199,2022,Morus,alba,Ripe fruits,-70.187107,42.052497,1813210
198,2022,Morus,nigra,Ripe fruits,-71.15395547,42.35951062,1813172
197,2022,Morus,nigra,Ripe fruits,-93.12540838,45.01637692,1813167
196,2022,Morus,,Ripe fruits,-87.687242,41.992651,1813181
195,2022,Morus,alba,Ripe fruits,19.461329,51.780477,1813458
191,2022,Morus,nigra,Ripe fruits,-93.133593,44.919731,1813208
191,2022,Morus,nigra,Ripe fruits,-77.59058468,43.16178884,1813026
190,2022,Morus,nigra,Ripe fruits,-86.22175848,43.05600573,1813002
190,2022,Morus,,Ripe fruits,-95.97151995,36.15177152,665972
190,2022,Morus,rubra,Ripe fruits,-93.29579305,44.95519173,1812998
189,2022,Morus,alba 'Laciniata',Ripe fruits,-88.00828504,41.97748152,1812971
189,2022,Morus,alba 'Laciniata',Ripe fruits,-88.00828504,41.97748152,1812972
189,2022,Morus,alba,Ripe fruits,-72.92000844,41.304538,1812995
188,2022,Morus,nigra,Ripe fruits,-77.360292,39.480337,1813106
188,2022,Morus,,Ripe fruits,-71.12336397,42.40898141,1524243
187,2022,Morus,nigra,Ripe fruits,-88.0032659,41.9617146,1812932
187,2022,Morus,,Ripe fruits,-87.72495175,41.96466291,1812942
186,2022,Morus,nigra,Ripe fruits,-84.54976752,42.74628056,1774424
186,2022,Morus,,Ripe fruits,-91.648701,42.001606,1812904
186,2022,Morus,,Ripe fruits,-89.42538633,43.08555334,1812910
186,2022,Morus,nigra,Ripe fruits,-82.210404,42.405148,1813387
185,2022,Morus,,Ripe fruits,-74.282693,40.565409,1812875
185,2022,Morus,alba,Ripe fruits,-85.13693002,42.27351099,1812859
185,2022,Morus,alba,Ripe fruits,-85.13556194,42.27376021,1812861
184,2022,Morus,nigra,Ripe fruits,-87.71151456,41.9211903,1774986
184,2022,Morus,,Ripe fruits,-90.23902224,38.57880366,1812803
184,2022,Morus,nigra,Ripe fruits,-81.82784816,43.0741747,1812825
184,2022,Morus,,Ripe fruits,-94.769778,36.573073,1812834
183,2022,Morus,nigra,Ripe fruits,-77.61545683,43.14049157,1758001
182,2022,Morus,,Ripe fruits,-87.822853,41.897445,1812757
182,2022,Morus,nigra,Ripe fruits,-82.98782442,42.5759845,1812758
182,2022,Morus,nigra,Ripe fruits,-88.402132,42.9334782,1812765
182,2022,Morus,,Ripe fruits,-77.576083,39.113106,1812769
182,2022,Morus,nigra,Ripe fruits,-82.958518,42.287517,1812770
182,2022,Morus,nigra,Ripe fruits,-83.020897,42.278807,1812771
182,2022,Morus,,Ripe fruits,-73.962752,40.659616,1825854
181,2022,Morus,,Ripe fruits,-91.665584,42.012331,1812906
181,2022,Morus,,Ripe fruits,-79.938511,40.468666,1812731
180,2022,Morus,alba,Ripe fruits,-88.40414742,42.9327462,1812703
180,2022,Morus,,Ripe fruits,-93.522573,44.078575,1813498
180,2022,Morus,alba,Ripe fruits,-88.40414742,42.9327462,1812704
180,2022,Morus,,Ripe fruits,35.219142,31.757641,1812671
180,2022,Morus,alba 'Pendula',Ripe fruits,-83.60408278,42.24296405,1812673
179,2022,Morus,nigra,Ripe fruits,-71.132175,42.393518,1765996
179,2022,Morus,nigra,Ripe fruits,-88.011322,41.9658652,1812636
179,2022,Morus,nigra,Ripe fruits,-88.011322,41.9658652,1812637
178,2022,Morus,alba,Ripe fruits,-85.113518,42.307312,1812582
178,2022,Morus,nigra,Ripe fruits,-83.466333,42.43511777,1812609
178,2022,Morus,alba,Ripe fruits,-85.113107,42.306779,1812583
178,2022,Morus,alba,Ripe fruits,-85.114033,42.307305,1812584
178,2022,Morus,alba,Ripe fruits,-80.316944,43.356329,1811021
177,2022,Morus,,Ripe fruits,-87.75748345,42.0239659,1811008
177,2022,Morus,nigra,Ripe fruits,-71.120314,42.402159,1812664
176,2022,Morus,alba,Ripe fruits,-93.404452,44.980021,1812761
176,2022,Morus,alba,Ripe fruits,-71.10872,42.402249,1811018
176,2022,Morus,nigra,Ripe fruits,-75.6694838,45.42108708,1810983
176,2022,Morus,,Ripe fruits,-94.513134,38.879084,1810987
176,2022,Morus,nigra,Ripe fruits,-88.0036454,41.9969066,1810993
175,2022,Morus,,Ripe fruits,-94.120409,36.345096,1813135
174,2022,Morus,,Ripe fruits,-93.242178,44.950064,1774576
174,2022,Morus,nigra,Ripe fruits,-74.023055,40.637029,1774679
174,2022,Morus,,Ripe fruits,-89.364864,43.092633,1810979
173,2022,Morus,alba,Ripe fruits,-71.165026,42.411341,1774431
173,2022,Morus,rubra,Ripe fruits,-82.31464629,34.845831,1810874
173,2022,Morus,nigra,Ripe fruits,-97.43434396,35.88312714,1810896
172,2022,Morus,,Ripe fruits,-71.7740408,42.2525274,1810851
172,2022,Morus,nigra,Ripe fruits,-88.0096874,41.9779004,1810871
172,2022,Morus,nigra,Ripe fruits,-77.1950908,40.2057162,1810860
172,2022,Morus,,Ripe fruits,-77.608935,43.143904,1810916
172,2022,Morus,,Ripe fruits,-77.608935,43.143904,1810916
172,2022,Morus,,Ripe fruits,-77.61670232,43.13887042,1064368
171,2022,Morus,nigra,Ripe fruits,-88.0100176,41.9611758,1810817
171,2022,Morus,nigra,Ripe fruits,-88.0100176,41.9611758,1810818
171,2022,Morus,rubra,Ripe fruits,-76.58339769,39.32857805,1810837
171,2022,Morus,,Ripe fruits,-74.01583,40.61577,1810906
170,2022,Morus,,Ripe fruits,-77.587394,43.153431,1773844
170,2022,Morus,nigra,Ripe fruits,-95.972647,41.248696,1812692
170,2022,Morus,nigra,Ripe fruits,-99.91436581,40.81544646,1810766
170,2022,Morus,rubra,Ripe fruits,-83.198766,42.20092,1810772
170,2022,Morus,nigra,Ripe fruits,-88.01098188,41.97743792,1810778
170,2022,Morus,,Ripe fruits,-83.714888,42.310402,1810792
170,2022,Morus,,Ripe fruits,-82.883483,42.850836,1810795
170,2022,Morus,rubra,Ripe fruits,-87.725077,41.971517,1774000
170,2022,Morus,nigra,Ripe fruits,-99.91436581,40.81544646,1810767
170,2022,Morus,nigra,Ripe fruits,-99.91436581,40.81544646,1810768
170,2022,Morus,nigra,Ripe fruits,-88.01521721,41.97647455,1810777
170,2022,Morus,,Ripe fruits,-95.97166626,41.24838447,1757977
170,2022,Morus,nigra,Ripe fruits,-99.91436581,40.81544646,1810765
169,2022,Morus,,Ripe fruits,-77.587394,43.153431,1773844
169,2022,Morus,nigra,Ripe fruits,-83.74484556,42.2468137,1810677
169,2022,Morus,,Ripe fruits,-79.921604,40.469924,1810752
168,2022,Morus,nigra,Ripe fruits,-77.2185634,40.2309149,1810675
168,2022,Morus,,Ripe fruits,-87.694171,41.942318,1810845
168,2022,Morus,alba,Ripe fruits,-71.130467,42.403171,1812663
167,2022,Morus,,Ripe fruits,-78.87774632,38.46885561,1810618
167,2022,Morus,nigra,Ripe fruits,-81.775032,41.490854,1810621
167,2022,Morus,,Ripe fruits,-87.697384,41.949682,1810843
167,2022,Morus,,Ripe fruits,-87.694822,41.957464,1810844
167,2022,Morus,,Ripe fruits,-87.701098,41.948508,1810842
167,2022,Morus,,Ripe fruits,-94.212358,36.084313,1516404
166,2022,Morus,alba,Ripe fruits,-104.559251,38.280796,1810582
166,2022,Morus,nigra,Ripe fruits,-91.574229,41.661581,1810610
166,2022,Morus,nigra,Ripe fruits,-91.581298,41.657143,1810611
166,2022,Morus,,Ripe fruits,-88.04228537,42.02109404,1810578
165,2022,Morus,,Ripe fruits,-83.01268,39.989925,2225
164,2022,Morus,alba,Ripe fruits,34.78188747,32.07940191,1810524
163,2022,Morus,,Ripe fruits,-82.364032,40.966343,1810541
163,2022,Morus,,Ripe fruits,-79.89736905,40.42119948,1810501
162,2022,Morus,alba,Ripe fruits,11.871621,45.385874,1810617
162,2022,Morus,rubra,Ripe fruits,11.871621,45.385874,1810617
161,2022,Morus,,Ripe fruits,-79.1724,37.396811,1813124
160,2022,Morus,,Ripe fruits,-76.609711,39.32132,1767251
160,2022,Morus,nigra,Ripe fruits,-77.753947,39.323838,1810444
160,2022,Morus,alba,Ripe fruits,-75.191885,40.010915,1810468
159,2022,Morus,,Ripe fruits,-90.32752227,38.67023477,1810408
159,2022,Morus,,Ripe fruits,-90.3397036,38.66965744,1810413
159,2022,Morus,rubra,Ripe fruits,-77.62594,37.607032,1810427
159,2022,Morus,,Ripe fruits,-92.586434,40.195579,1810447
158,2022,Morus,,Ripe fruits,-90.242856,38.608428,1810372
158,2022,Morus,,Ripe fruits,-90.490687,38.774399,1810373
158,2022,Morus,nigra,Ripe fruits,-86.53131442,39.16063947,1810377
158,2022,Morus,nigra,Ripe fruits,-75.188242,40.008819,1810469
158,2022,Morus,nigra,Ripe fruits,-75.186797,40.008399,1810470
158,2022,Morus,,Ripe fruits,-76.615108,39.323412,1515686
158,2022,Morus,,Ripe fruits,-76.614245,39.320436,1515765
157,2022,Morus,,Ripe fruits,-85.73419596,38.24218967,1810351
157,2022,Morus,nigra,Ripe fruits,-77.466263,38.29994,1591108
156,2022,Morus,nigra,Ripe fruits,-83.016691,40.01691,1765954
156,2022,Morus,rubra,Ripe fruits,-79.980496,40.4322,1766438
156,2022,Morus,nigra,Ripe fruits,-85.73219156,38.23607248,1810322
156,2022,Morus,,Ripe fruits,-90.066815,35.131654,1810331
156,2022,Morus,rubra,Ripe fruits,-82.99740871,40.02750008,1064061
156,2022,Morus,nigra,Ripe fruits,-94.21449493,36.37257789,1810311
154,2022,Morus,nigra,Ripe fruits,-77.12544204,39.2275564,1810250
154,2022,Morus,alba,Ripe fruits,-78.900426,36.008508,1810305
153,2022,Morus,,Ripe fruits,-76.959958,38.984199,1810239
152,2022,Morus,,Ripe fruits,-84.539492,38.0196,1810520
152,2022,Morus,nigra,Ripe fruits,-99.875809,36.278008,1810974
151,2022,Morus,,Ripe fruits,-88.23893,40.106054,1810222
151,2022,Morus,nigra,Ripe fruits,-94.771973,38.972606,1810226
150,2022,Morus,nigra,Ripe fruits,-97.564867,35.507342,1809970
149,2022,Morus,nigra,Ripe fruits,-98.61978236,29.41600318,1810186
148,2022,Morus,macroura,Ripe fruits,-85.764048,38.231547,1810204
148,2022,Morus,nigra,Ripe fruits,-85.765371,38.234194,1810205
148,2022,Morus,nigra,Ripe fruits,-85.765973,38.23278,1810206
147,2022,Morus,rubra,Ripe fruits,-78.900182,36.008552,1810303
143,2022,Morus,nigra,Ripe fruits,34.798001,32.076232,1810115
142,2022,Morus,nigra,Ripe fruits,34.807546,32.073617,1810116
142,2022,Morus,,Ripe fruits,-94.597343,38.882435,1810173
140,2022,Morus,nigra,Ripe fruits,-78.641624,35.788341,1812669
140,2022,Morus,nigra,Ripe fruits,-78.700384,35.831236,1812667
140,2022,Morus,nigra,Ripe fruits,-78.700384,35.831236,1812668
138,2022,Morus,alba,Ripe fruits,-84.30338589,30.44997474,1809952
137,2022,Morus,rubra,Ripe fruits,-113.5850622,37.11152552,1755994
136,2022,Morus,nigra,Ripe fruits,34.799853,32.075334,1809877
136,2022,Morus,nigra,Ripe fruits,34.807919,32.073456,595340
134,2022,Morus,,Ripe fruits,-117.022331,32.781582,1809917
134,2022,Morus,,Ripe fruits,-117.102573,32.77074,1809918
134,2022,Morus,nigra,Ripe fruits,-117.1164379,32.7673159,606178
134,2022,Morus,australis,Ripe fruits,1.42228,43.583717,1809867
133,2022,Morus,nigra,Ripe fruits,-79.79769347,36.06818281,1809840
133,2022,Morus,nigra,Ripe fruits,-79.79769347,36.06818281,1809841
133,2022,Morus,,Ripe fruits,34.80657,31.936228,1809839
132,2022,Morus,nigra,Ripe fruits,-79.84795935,36.06412186,1809826
130,2022,Morus,,Ripe fruits,-96.738161,33.09248,1772792
120,2022,Morus,alba,Ripe fruits,13.197295,32.888526,1810761
116,2022,Morus,,Ripe fruits,-97.70963125,30.29953354,1809521
84,2022,Morus,nigra,Ripe fruits,153.0096651,-27.22395827,1808809
44,2022,Morus,,Ripe fruits,146.928976,-43.164048,1808113
6,2022,Morus,,Ripe fruits,-93.293972,37.145451,1822968
2,2022,Morus,nigra,Ripe fruits,149.096211,-33.254033,1807765
337,2021,Morus,,Ripe fruits,145.157759,-37.918371,1807357
332,2021,Morus,nigra,Ripe fruits,145.0360722,-37.8632798,1807333
322,2021,Morus,nigra,Ripe fruits,115.871494,-31.940985,1808689
315,2021,Morus,,Ripe fruits,115.7670839,-31.76003044,1807172
311,2021,Morus,,Ripe fruits,144.975328,-37.713256,1807120
300,2021,Morus,nigra,Ripe fruits,151.2695651,-33.8949463,1718890
289,2021,Morus,,Ripe fruits,4.435563444,50.76979356,1806679
289,2021,Morus,,Ripe fruits,4.436984076,50.76888583,1806680
267,2021,Morus,alba,Ripe fruits,151.151596,-33.915085,570112
266,2021,Morus,,Ripe fruits,-82.56563,35.600208,1806896
265,2021,Morus,nigra,Ripe fruits,151.7117936,-32.9235937,1805803
253,2021,Morus,alba,Ripe fruits,-71.515774,42.147281,1805478
244,2021,Morus,rubra,Ripe fruits,-105.126562,40.567712,1805533
244,2021,Morus,rubra,Ripe fruits,-105.126562,40.567712,1805532
220,2021,Morus,,Ripe fruits,-79.886243,43.330111,1775628
214,2021,Morus,,Ripe fruits,-74.05217,41.461361,1775440
212,2021,Morus,nigra,Ripe fruits,-85.64913249,42.95512061,1775361
205,2021,Morus,nigra,Ripe fruits,-1.579208,47.243288,1775164
204,2021,Morus,rubra,Ripe fruits,149.126221,-35.252522,665713
202,2021,Morus,rubra,Ripe fruits,-89.427082,43.085011,1775068
201,2021,Morus,nigra,Ripe fruits,-80.52973812,43.48211954,1775038
199,2021,Morus,nigra,Ripe fruits,-87.71151456,41.9211903,1774986
199,2021,Morus,,Ripe fruits,-84.527383,42.74695,1775013
199,2021,Morus,,Ripe fruits,-84.537094,42.717419,1775015
197,2021,Morus,nigra,Ripe fruits,-83.468528,42.55189,1805778
195,2021,Morus,nigra,Ripe fruits,-87.987112,43.047272,1807251
194,2021,Morus,,Ripe fruits,-75.924776,40.41245,1775639
193,2021,Morus,nigra,Ripe fruits,-85.73058,42.853285,1762486
192,2021,Morus,,Ripe fruits,-99.73484553,40.77998189,1774795
192,2021,Morus,nigra,Ripe fruits,-85.6477748,42.91329275,1774823
191,2021,Morus,,Ripe fruits,-76.9674918,38.8948838,1774775
191,2021,Morus,,Ripe fruits,-76.9674918,38.8948838,1774776
191,2021,Morus,alba,Ripe fruits,17.002213,51.094455,1807819
191,2021,Morus,alba,Ripe fruits,-79.8388209,43.26101521,1068925
190,2021,Morus,nigra,Ripe fruits,-80.425125,43.431704,1810922
187,2021,Morus,,Ripe fruits,-87.63909581,41.94760771,1774714
187,2021,Morus,,Ripe fruits,-87.63905093,41.94696404,1774715
187,2021,Morus,nigra,Ripe fruits,-93.14528464,44.97834157,1774716
187,2021,Morus,,Ripe fruits,-87.63909581,41.94760771,1774713
187,2021,Morus,rubra,Ripe fruits,-89.41023,43.061262,1774875
187,2021,Morus,,Ripe fruits,-88.081279,43.049693,1807250
185,2021,Morus,nigra,Ripe fruits,-74.024652,40.637933,1774682
184,2021,Morus,alba,Ripe fruits,-76.64316292,39.33175209,1774660
184,2021,Morus,alba,Ripe fruits,-80.50791,43.448998,1774698
184,2021,Morus,,Ripe fruits,-91.672578,42.086644,1774985
183,2021,Morus,nigra,Ripe fruits,-81.70582255,41.47709274,1774639
181,2021,Morus,,Ripe fruits,-86.808579,36.138221,1591597
180,2021,Morus,nigra,Ripe fruits,-93.371816,45.035151,1774600
179,2021,Morus,nigra,Ripe fruits,-71.111273,42.321453,1774674
178,2021,Morus,nigra,Ripe fruits,-81.76970409,41.4773738,1774549
178,2021,Morus,nigra,Ripe fruits,-81.76970409,41.4773738,1774550
178,2021,Morus,,Ripe fruits,-93.242178,44.950064,1774576
178,2021,Morus,,Ripe fruits,-93.241519,44.986833,111387
177,2021,Morus,nigra,Ripe fruits,-74.023055,40.637029,1774679
177,2021,Morus,alba 'Pendula',Ripe fruits,-74.023445,40.637184,1774680
177,2021,Morus,alba 'Pendula',Ripe fruits,-74.024082,40.63745,1774681
177,2021,Morus,alba,Ripe fruits,-81.823404,41.484614,1717975
175,2021,Morus,,Ripe fruits,-93.30851,44.974363,1776079
175,2021,Morus,,Ripe fruits,-77.64772798,43.13867213,1774511
175,2021,Morus,nigra,Ripe fruits,-1.960923,46.711066,1774515
175,2021,Morus,rubra,Ripe fruits,-2.07171,46.785558,1774516
175,2021,Morus,rubra,Ripe fruits,-93.225537,44.964223,1774540
174,2021,Morus,,Ripe fruits,-89.380152,43.082364,606488
174,2021,Morus,,Ripe fruits,-86.897992,40.431625,1774474
173,2021,Morus,nigra,Ripe fruits,-71.54287418,41.69794771,1774448
173,2021,Morus,nigra,Ripe fruits,-71.5386409,41.6950336,1774450
173,2021,Morus,alba,Ripe fruits,-111.878196,40.655965,1774454
173,2021,Morus,nigra,Ripe fruits,-77.087805,39.079251,1774482
172,2021,Morus,nigra,Ripe fruits,-84.54976752,42.74628056,1774424
172,2021,Morus,nigra,Ripe fruits,-79.45228027,43.81930693,1774422
172,2021,Morus,alba,Ripe fruits,-71.155776,42.28275,1774418
172,2021,Morus,,Ripe fruits,-73.899405,41.042765,1774547
171,2021,Morus,,Ripe fruits,-71.108528,42.379901,1774392
171,2021,Morus,rubra,Ripe fruits,-71.095758,42.388277,1721529
171,2021,Morus,rubra,Ripe fruits,-71.122435,42.319825,1774411
171,2021,Morus,rubra,Ripe fruits,-71.121924,42.320166,1774412
171,2021,Morus,rubra,Ripe fruits,-71.119815,42.320428,1774413
171,2021,Morus,,Ripe fruits,-71.196034,42.354653,1774414
171,2021,Morus,,Ripe fruits,-71.095961,42.388322,1774416
171,2021,Morus,alba,Ripe fruits,-71.165026,42.411341,1774431
171,2021,Morus,,Ripe fruits,-88.148863,41.748207,1774430
171,2021,Morus,nigra,Ripe fruits,-88.14771772,41.74850286,1065529
170,2021,Morus,,Ripe fruits,-77.014444,38.9723034,1774345
170,2021,Morus,,Ripe fruits,-71.208664,42.354668,1774377
170,2021,Morus,alba,Ripe fruits,-71.200745,42.354069,1774379
170,2021,Morus,nigra,Ripe fruits,-79.88142502,40.43078977,1774346
170,2021,Morus,nigra,Ripe fruits,-83.559048,41.652495,1774369
170,2021,Morus,alba,Ripe fruits,-71.201118,42.353784,1774380
170,2021,Morus,,Ripe fruits,-71.201813,42.3518,1774381
170,2021,Morus,rubra,Ripe fruits,-71.209771,42.356453,1774387
170,2021,Morus,alba,Ripe fruits,-71.21004,42.356338,1774388
170,2021,Morus,rubra,Ripe fruits,-89.40643,43.056147,1774876
170,2021,Morus,,Ripe fruits,-79.31088746,43.71542616,1064440
170,2021,Morus,,Ripe fruits,-79.310467,43.715151,1064441
169,2021,Morus,nigra,Ripe fruits,-79.87911006,40.42109843,1774304
169,2021,Morus,,Ripe fruits,-79.88204366,40.41833956,1774291
169,2021,Morus,,Ripe fruits,-79.886367,40.4198565,1774282
169,2021,Morus,alba,Ripe fruits,-79.881293,40.4178815,1774289
169,2021,Morus,alba,Ripe fruits,-79.88170702,40.41806617,1774290
169,2021,Morus,nigra,Ripe fruits,-79.8793457,40.42142432,1774301
169,2021,Morus,nigra,Ripe fruits,-79.88034008,40.4213688,1774308
169,2021,Morus,nigra,Ripe fruits,-79.88110215,40.42158195,1774310
169,2021,Morus,nigra,Ripe fruits,-79.88110215,40.42158195,1774311
169,2021,Morus,alba 'Laciniata',Ripe fruits,-79.88264349,40.42418405,1774312
169,2021,Morus,nigra,Ripe fruits,-82.989242,39.937925,1774314
169,2021,Morus,alba,Ripe fruits,-82.987547,39.938775,1774315
169,2021,Morus,alba,Ripe fruits,-79.8812379,40.417852,1774288
169,2021,Morus,nigra,Ripe fruits,-79.87911006,40.42109843,1774303
169,2021,Morus,nigra,Ripe fruits,-79.87994147,40.42132318,1774307
169,2021,Morus,nigra,Ripe fruits,-79.88034008,40.4213688,1774309
169,2021,Morus,,Ripe fruits,-71.196456,42.333466,1774375
169,2021,Morus,alba,Ripe fruits,-71.195887,42.334459,1774370
169,2021,Morus,alba,Ripe fruits,-71.196188,42.334145,1774373
169,2021,Morus,,Ripe fruits,-71.21344,42.359466,1774383
169,2021,Morus,,Ripe fruits,-71.214172,42.35767,1774384
169,2021,Morus,,Ripe fruits,-71.097981,42.380011,1774391
169,2021,Morus,,Ripe fruits,-71.213138,42.357512,1774385
168,2021,Morus,nigra,Ripe fruits,-81.351893,41.147632,1774265
168,2021,Morus,alba,Ripe fruits,-79.8811275,40.4166838,1774250
168,2021,Morus,,Ripe fruits,-79.884093,40.4180114,1774246
168,2021,Morus,,Ripe fruits,-79.88106416,40.41673783,1774251
168,2021,Morus,nigra,Ripe fruits,-76.266048,36.834902,1774270
168,2021,Morus,rubra,Ripe fruits,-74.96843,39.952106,1774283
168,2021,Morus,rubra,Ripe fruits,-74.968392,39.951098,1774284
167,2021,Morus,,Ripe fruits,-87.710682,41.925684,1774267
167,2021,Morus,,Ripe fruits,-79.878603,40.4246274,1774236
167,2021,Morus,,Ripe fruits,-79.879069,40.42406,1774237
167,2021,Morus,,Ripe fruits,-79.8774198,40.4220217,1774238
167,2021,Morus,,Ripe fruits,-79.8801985,40.4216837,1774239
167,2021,Morus,,Ripe fruits,-75.201405,39.951441,1774242
166,2021,Morus,nigra,Ripe fruits,-85.6750225,42.96329564,1774194
166,2021,Morus,alba,Ripe fruits,-71.11365767,42.35614416,1774201
166,2021,Morus,nigra,Ripe fruits,-73.97108667,40.67501365,1774216
166,2021,Morus,nigra,Ripe fruits,-71.179121,42.242599,1774217
166,2021,Morus,nigra,Ripe fruits,-87.96833155,43.05438388,1774207
166,2021,Morus,,Ripe fruits,-71.087515,42.377383,1774221
166,2021,Morus,rubra,Ripe fruits,-83.01035,42.28328,1774593
165,2021,Morus,nigra,Ripe fruits,-93.28700818,44.95902939,1774181
165,2021,Morus,nigra,Ripe fruits,-111.8655484,40.75063837,1774184
165,2021,Morus,,Ripe fruits,-87.680068,41.717189,1774211
165,2021,Morus,alba,Ripe fruits,-80.00056959,40.42130021,574614
164,2021,Morus,alba,Ripe fruits,-77.003199,38.978691,1774145
164,2021,Morus,,Ripe fruits,-85.66161049,42.96982827,1774164
164,2021,Morus,,Ripe fruits,-77.00289,38.97897,1774146
164,2021,Morus,,Ripe fruits,-112.1803907,40.95017892,804842
163,2021,Morus,,Ripe fruits,-79.89029847,40.42099782,1774113
163,2021,Morus,rubra,Ripe fruits,-74.937549,39.970081,1774125
163,2021,Morus,nigra,Ripe fruits,-79.87908634,40.42494775,1774110
163,2021,Morus,nigra,Ripe fruits,-79.87908634,40.42494775,1774111
163,2021,Morus,alba 'Laciniata',Ripe fruits,-79.87919163,40.42470258,1774112
163,2021,Morus,,Ripe fruits,-79.89077314,40.42075065,1774114
163,2021,Morus,,Ripe fruits,-87.591535,41.78541,1774329
163,2021,Morus,,Ripe fruits,-77.090464,38.94182,1774336
162,2021,Morus,,Ripe fruits,-81.774604,41.490421,1774152
161,2021,Morus,alba 'Laciniata',Ripe fruits,-76.61383516,39.32341569,1774087
161,2021,Morus,,Ripe fruits,-77.051937,38.862332,1774091
160,2021,Morus,alba,Ripe fruits,-87.667382,41.955984,1774076
160,2021,Morus,,Ripe fruits,-74.83025,40.853573,1774081
160,2021,Morus,,Ripe fruits,-111.6884016,40.2830219,1758357
160,2021,Morus,,Ripe fruits,-111.849089,40.763941,1760830
159,2021,Morus,nigra,Ripe fruits,-79.88150587,40.42595371,1773994
159,2021,Morus,alba,Ripe fruits,-79.9999375,40.4480598,1774003
158,2021,Morus,alba,Ripe fruits,-87.7170082,41.9272581,1773983
157,2021,Morus,rubra,Ripe fruits,-87.725077,41.971517,1774000
156,2021,Morus,nigra,Ripe fruits,-87.721106,41.973879,1774001
156,2021,Morus,alba,Ripe fruits,-76.843084,39.120471,1774077
156,2021,Morus,,Ripe fruits,-77.085261,38.937998,1774337
155,2021,Morus,rubra,Ripe fruits,-74.944932,39.96764,1773928
