DAY,YEAR,genus,specificEpithet,eventRemarks,LAT,LON,site_id
269,2021,Diospyros,virginiana,ripe fruit,37.7097181,-89.2291258,1805971
290,2021,Diospyros,virginiana,ripe fruit,39.22007587,-76.76348794,1806730
272,2021,Diospyros,virginiana,ripe fruit,37.7093263,-89.2304671,1806155
272,2021,Diospyros,virginiana,ripe fruit,37.7084975,-89.222715,1806156
355,2021,Diospyros,virginiana,ripe fruit,44.03903651,-123.064066,1806157
316,2021,Diospyros,virginiana,ripe fruit,43.22707466,-77.54853752,1806173
279,2022,Diospyros,virginiana,ripe fruit,35.97501018,-78.93713622,1806218
276,2021,Diospyros,virginiana,ripe fruit,37.70874244,-89.23068093,1806250
281,2021,Diospyros,virginiana,ripe fruit,39.1929732,-84.71769222,1806408
284,2022,Diospyros,virginiana,ripe fruit,40.02364901,-83.00534854,1806423
282,2021,Diospyros,virginiana,ripe fruit,40.02364901,-83.00534854,1806423
279,2021,Diospyros,virginiana,ripe fruit,35.13136,-80.759718,1806351
302,2021,Diospyros,virginiana,ripe fruit,35.13136,-80.759718,1806351
288,2021,Diospyros,virginiana,ripe fruit,35.13136,-80.759718,1806351
282,2021,Diospyros,virginiana,ripe fruit,35.133652,-80.760377,1806436
284,2022,Diospyros,virginiana,ripe fruit,39.158305,-84.53754194,1822905
273,2022,Diospyros,virginiana,ripe fruit,30.39860497,-84.35101227,1822544
269,2022,Diospyros,virginiana,ripe fruit,36.0382807,-83.9310137,1822377
273,2022,Diospyros,virginiana,ripe fruit,30.47566633,-84.35684461,1822543
273,2022,Diospyros,virginiana,ripe fruit,37.270854,-76.71349,1822548
275,2022,Diospyros,virginiana,ripe fruit,37.263078,-76.644364,1822660
279,2022,Diospyros,virginiana,ripe fruit,35.9779369,-78.930759,1822736
275,2022,Diospyros,virginiana,ripe fruit,35.90793,-78.782112,1822659
278,2022,Diospyros,virginiana,ripe fruit,35.9783446,-78.9318433,1822715
278,2022,Diospyros,virginiana,ripe fruit,35.9785582,-78.9331107,1822717
278,2022,Diospyros,virginiana,ripe fruit,30.47425404,-84.34992216,1822719
279,2022,Diospyros,virginiana,ripe fruit,35.9770131,-78.9335015,1822739
279,2022,Diospyros,virginiana,ripe fruit,35.9770131,-78.9335015,1822740
279,2022,Diospyros,virginiana,ripe fruit,35.1672802,-79.4141401,1822742
281,2022,Diospyros,virginiana,ripe fruit,34.985448,-81.279514,1822826
283,2022,Diospyros,virginiana,ripe fruit,36.8948471,-76.31357653,1822879
284,2022,Diospyros,virginiana,ripe fruit,39.158305,-84.53754194,1822904
287,2022,Diospyros,virginiana,ripe fruit,38.81372104,-76.95823245,1822976
287,2022,Diospyros,virginiana,ripe fruit,36.05120858,-94.22439555,1822987
290,2022,Diospyros,virginiana,ripe fruit,38.82052653,-76.84933635,1823085
290,2022,Diospyros,virginiana,ripe fruit,38.68194991,-76.87302746,1823086
291,2022,Diospyros,virginiana,ripe fruit,37.230237,-76.505979,1823112
291,2022,Diospyros,virginiana,ripe fruit,36.98680789,-76.6316501,1823113
287,2022,Diospyros,virginiana,ripe fruit,38.80707371,-76.97065028,1822974
289,2022,Diospyros,virginiana,ripe fruit,39.756017,-75.731675,1823194
301,2022,Diospyros,virginiana,ripe fruit,37.88931025,-76.23946079,1823276
277,2022,Diospyros,virginiana,ripe fruit,40.010328,-83.029182,1823478
277,2022,Diospyros,virginiana,ripe fruit,40.010578,-83.029206,1823479
277,2022,Diospyros,virginiana,ripe fruit,40.01068,-83.029041,1823480
284,2022,Diospyros,virginiana,ripe fruit,40.021279,-83.002035,1823484
305,2022,Diospyros,virginiana,ripe fruit,39.990902,-82.999485,1823485
305,2022,Diospyros,virginiana,ripe fruit,39.993205,-83.000877,1823486
313,2022,Diospyros,virginiana,ripe fruit,38.642137,-90.270488,1823514
320,2022,Diospyros,virginiana,ripe fruit,37.55116636,-77.51760246,1823717
320,2022,Diospyros,virginiana,ripe fruit,37.55117567,-77.51761554,1823716
253,2022,Diospyros,virginiana,ripe fruit,36.05668,-86.798308,1821783
322,2022,Diospyros,virginiana,ripe fruit,34.86222111,-82.25171504,1823762
322,2022,Diospyros,virginiana,ripe fruit,37.53711539,-77.48662136,1823763
280,2018,Diospyros,virginiana,ripe fruit,39.89903746,-85.92870598,1755241
236,2020,Diospyros,virginiana,ripe fruit,41.596454,-93.649212,1065158
194,2015,Diospyros,virginiana,ripe fruit,41.596454,-93.649212,1065158
304,2019,Diospyros,virginiana,ripe fruit,38.979703,-76.932398,1720492
255,2018,Diospyros,virginiana,ripe fruit,37.1137119,-92.10048177,1722968
265,2018,Diospyros,virginiana,ripe fruit,30.29373848,-97.73683147,1754782
265,2018,Diospyros,virginiana,ripe fruit,30.29367132,-97.73676441,1754783
266,2018,Diospyros,virginiana,ripe fruit,38.030117,-78.456441,1754796
278,2018,Diospyros,virginiana,ripe fruit,38.941619,-77.408316,1755269
201,2019,Diospyros,virginiana,ripe fruit,38.9404184,-77.0520822,1758658
170,2019,Diospyros,virginiana,ripe fruit,33.80728351,-118.1964259,1757638
247,2019,Diospyros,virginiana,ripe fruit,37.547758,-77.4615703,1759858
262,2019,Diospyros,virginiana,ripe fruit,36.07115932,-94.16741217,1760477
263,2019,Diospyros,virginiana,ripe fruit,40.34010967,-76.90888989,1760493
340,2020,Diospyros,virginiana,ripe fruit,35.9483677,-79.0146338,1761154
340,2020,Diospyros,virginiana,ripe fruit,35.9492974,-79.0146702,1761155
290,2019,Diospyros,virginiana,ripe fruit,39.320554,-76.618054,1761301
308,2019,Diospyros,virginiana,ripe fruit,38.73984871,-76.831852,1761621
308,2019,Diospyros,virginiana,ripe fruit,38.73984871,-76.831852,1761622
308,2019,Diospyros,virginiana,ripe fruit,38.73999904,-76.8317132,1761623
308,2019,Diospyros,virginiana,ripe fruit,38.74000009,-76.83166173,1761624
309,2018,Diospyros,virginiana,ripe fruit,38.46054862,-90.29187392,1755526
272,2020,Diospyros,virginiana,ripe fruit,38.910394,-94.634223,1756402
309,2019,Diospyros,virginiana,ripe fruit,38.72400901,-76.84010793,1761640
328,2019,Diospyros,virginiana,ripe fruit,35.25193769,-91.75136079,1761881
256,2019,Diospyros,virginiana,ripe fruit,38.974983,-77.340924,1760337
308,2020,Diospyros,virginiana,ripe fruit,40.079614,-88.208534,1762180
255,2016,Diospyros,virginiana,ripe fruit,34.03306334,-84.62958739,1062788
304,2019,Diospyros,virginiana,ripe fruit,38.93990516,-76.98543102,568326
266,2018,Diospyros,virginiana,ripe fruit,40.42620956,-86.91052437,595270
267,2013,Diospyros,virginiana,ripe fruit,38.95810003,-95.24765794,666463
79,2014,Diospyros,virginiana,ripe fruit,-36.87764887,174.7478257,665762
121,2021,Diospyros,virginiana,ripe fruit,28.55985229,-82.3831036,1062114
266,2018,Diospyros,virginiana,ripe fruit,40.42670716,-86.92180678,804658
263,2015,Diospyros,virginiana,ripe fruit,35.68178396,-88.85125548,1067548
284,2015,Diospyros,virginiana,ripe fruit,38.577595,-90.2448633,1067682
293,2022,Diospyros,virginiana,ripe fruit,39.22027471,-76.76516935,1067847
287,2018,Diospyros,virginiana,ripe fruit,39.22027471,-76.76516935,1067847
299,2015,Diospyros,virginiana,ripe fruit,39.22027471,-76.76516935,1067847
338,2019,Diospyros,virginiana,ripe fruit,35.11728351,-80.77916263,1068208
278,2022,Diospyros,virginiana,ripe fruit,37.35235634,-122.0200223,1822716
284,2022,Diospyros,virginiana,ripe fruit,40.023084,-83.01043,1823483
280,2021,Diospyros,virginiana,ripe fruit,36.191092,-86.739347,1806365
296,2018,Diospyros,virginiana,ripe fruit,38.84403332,-77.31246712,1284990
297,2016,Diospyros,virginiana,ripe fruit,38.603806,-90.249082,1522970
