DAY,YEAR,genus,specificEpithet,eventRemarks,LAT,LON,site_id
305,2013,Amelanchier,canadensis,Ripe fruits,40.71451,-73.59909,46
310,2013,Amelanchier,canadensis,Ripe fruits,40.71451,-73.59909,46
287,2013,Amelanchier,canadensis,Ripe fruits,40.71451,-73.59909,46
275,2013,Amelanchier,canadensis,Ripe fruits,40.71451,-73.59909,46
158,2022,Amelanchier,canadensis,Ripe fruits,39.87107,-86.16123,39
161,2020,Amelanchier,canadensis,Ripe fruits,39.87107,-86.16123,39
156,2019,Amelanchier,canadensis,Ripe fruits,39.87107,-86.16123,39
154,2012,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
155,2010,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
208,2010,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
174,2009,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
132,2012,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
171,2009,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
173,2009,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
130,2012,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
176,2011,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
173,2011,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
165,2012,Amelanchier,canadensis,Ripe fruits,41.86955,-87.79038,47
170,2021,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
167,2018,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
176,2014,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
171,2014,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
181,2014,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
168,2020,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
185,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
177,2018,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
174,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
173,2019,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
176,2020,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
184,2019,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
180,2017,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
176,2015,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
164,2018,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
174,2019,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
182,2020,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
180,2019,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
173,2014,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
176,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
166,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
169,2018,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
174,2018,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
187,2014,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
177,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
169,2022,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
179,2009,Amelanchier,canadensis,Ripe fruits,44.27796,-70.315315,49
163,2021,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
179,2016,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
168,2015,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
181,2013,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
174,2015,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
176,2022,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
228,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
233,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
188,2012,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
187,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
212,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
233,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
191,2013,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
221,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
259,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
202,2020,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
198,2018,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
188,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
171,2012,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
243,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
253,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
215,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
201,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
184,2013,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
170,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
171,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
165,2010,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
177,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
161,2012,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
186,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
159,2012,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
173,2009,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
178,2009,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
182,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
185,2009,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
155,2012,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
181,2009,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
172,2011,Amelanchier,canadensis,Ripe fruits,42.304653,-83.70118,48
186,2022,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
215,2016,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
211,2016,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
212,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
197,2016,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
222,2019,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
208,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
221,2022,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
193,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
205,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
201,2022,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
201,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
209,2022,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
205,2019,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
207,2016,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
198,2019,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
204,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
214,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
178,2017,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
211,2019,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
211,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
193,2022,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
190,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
207,2013,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
203,2014,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
214,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
219,2018,Amelanchier,canadensis,Ripe fruits,43.34826,-70.546036,38
167,2022,Amelanchier,canadensis,Ripe fruits,42.286526,-72.65379,50
161,2022,Amelanchier,canadensis,Ripe fruits,42.286526,-72.65379,50
242,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
290,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
199,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
233,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
246,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
202,2020,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
159,2010,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
187,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
161,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
195,2020,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
203,2011,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
161,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
228,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
242,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
232,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
167,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
274,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
290,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
167,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
161,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
232,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
199,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
201,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
215,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
219,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
208,2011,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
167,2010,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
280,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
246,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
212,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
267,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
210,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
233,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
167,2010,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
280,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
163,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
267,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
210,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
201,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
219,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
215,2009,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
274,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
208,2011,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
263,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2012,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
167,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
198,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
171,2012,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
171,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
171,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
221,2018,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
201,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
215,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
255,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
263,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
188,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
233,2009,Amelanchier,canadensis,Ripe fruits,45.42534,-93.18625,41
255,2013,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
173,2010,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
178,2012,Amelanchier,canadensis,Ripe fruits,45.407852,-93.19926,51
149,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.86668,-73.87873,52
156,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.86668,-73.87873,52
149,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.865597,-73.87921,53
167,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.865597,-73.87921,53
156,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.865597,-73.87921,53
172,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.86668,-73.87873,52
143,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.86668,-73.87873,52
172,2013,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,40.865597,-73.87921,53
152,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
167,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
167,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
185,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
185,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
166,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
200,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
168,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
168,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
211,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
211,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
172,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
166,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
172,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
158,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
177,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
222,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
158,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
158,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
185,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
200,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
189,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
172,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
211,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
168,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
185,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
211,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
172,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
222,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
166,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
177,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
177,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
200,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
200,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
222,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
222,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
167,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914173,-87.67603,54
164,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
159,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
157,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
153,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
176,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
151,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,39.009678,-77.095146,56
198,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
168,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
189,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
189,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
183,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
168,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
194,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
155,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
168,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
162,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
190,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
180,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
173,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
173,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
178,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
180,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
162,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
177,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
183,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
185,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
165,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
190,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
174,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
183,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
193,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
177,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
178,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
172,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
194,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
168,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
185,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
177,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
168,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.914272,-87.66895,55
165,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
174,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
183,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.91366,-87.71904,57
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
191,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
231,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913845,-87.69563,59
191,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
191,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
231,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913845,-87.69563,59
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
191,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
191,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
142,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
159,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
169,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913918,-87.69919,58
170,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
170,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
189,2022,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
177,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
174,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
168,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
183,2019,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
190,2020,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
170,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
174,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
163,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
163,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
177,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
170,2017,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
168,2021,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
177,2018,Amelanchier,grandiflora-autumnbrilliance,Ripe fruits,41.913685,-87.71459,60
