type_id,count,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
14,3490,8,species,Apple,Malus pumila,Malus domestica
114,3413,6,genus,Apple,Malus,
48,2937,7,multispecies,Blackberry,Rubus,
92,2546,6,genus,Mulberry,Morus,
1,1784,7,multispecies,Plum,Prunus,
18,1565,8,species,Loquat,Eriobotrya japonica,
10,1513,8,species,Rosemary,Rosmarinus officinalis,
4,1470,8,species,Lemon,Citrus x limon,
445,1405,6,genus,Fig,Ficus,
15,1384,6,genus,Pear,Pyrus,
62,1378,7,multispecies,Cherry,Prunus,
96,1196,8,species,Black mulberry,Morus nigra,
3,1075,8,species,Orange,Citrus x sinensis,
20,1043,8,species,Common fig,Ficus carica,
111,1034,8,species,Black walnut,Juglans nigra,
115,926,6,genus,Serviceberry,Amelanchier,
93,866,8,species,Pecan,Carya illinoinensis,
16,862,6,genus,Grape,Vitis,
2194,849,7,multispecies,Crabapple,Malus,
52,838,8,species,Peach,Prunus persica,
73,805,6,genus,Walnut,Juglans,
418,787,8,species,Common mango,Mangifera indica,
5097,742,7,multispecies,Lemon,Citrus,
113,722,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
13,707,8,species,Pomegranate,Punica granatum,
59,689,8,species,Olive,Olea europaea,
246,646,8,species,American persimmon,Diospyros virginiana,
7,645,8,species,Avocado,Persea americana,
74,632,6,genus,Elderberry,Sambucus,
122,594,7,multispecies,Raspberry,Rubus,
97,539,8,species,White mulberry,Morus alba,Morus tatarica
116,463,8,species,Pawpaw,Asimina triloba,
120,446,6,genus,Hazel,Corylus,
79,419,8,species,Apricot,Prunus armeniaca,
5070,408,6,genus,Olive,Olea,
88,405,7,multispecies,Blueberry,Vaccinium,
70,390,6,genus,Chestnut,Castanea,
146,377,8,species,Ginkgo,Ginkgo biloba,Ginkgo
17,374,6,genus,Lavender,Lavandula,
5071,362,7,multispecies,Orange,Citrus,
12,357,7,multispecies,Persimmon,Diospyros,
296,345,8,species,Sweet cherry,Prunus avium,
82,342,6,genus,Rose,Rosa,
1825,330,8,species,Common dandelion,Taraxacum officinale,
19,321,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
5,312,8,species,Grapefruit,Citrus x paradisi,
173,310,8,species,Red mulberry,Morus rubra,
388,309,8,species,Blackthorn,Prunus spinosa,
49,298,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
542,298,8,species,Wild garlic,Allium ursinum,
1386,296,6,genus,Mango,Mangifera,
322,291,8,species,Black elderberry,Sambucus nigra,
157,287,8,species,Garlic mustard,Alliaria petiolata,
56,285,6,genus,Prickly pear,Opuntia,
286,284,8,species,European pear,Pyrus communis,"Pyrus communis var. sativa, Pyrus sativa"
69,280,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
112,278,8,species,Persian walnut,Juglans regia,
60,273,8,species,Strawberry tree,Arbutus unedo,
23,268,8,species,Mandarin,Citrus reticulata,
123,267,7,multispecies,Black raspberry,Rubus,
26,267,7,multispecies,Lime,Citrus,
172,265,6,genus,Hawthorn,Crataegus,
263,265,6,genus,Citrus,Citrus,
78,264,8,species,Passionfruit,Passiflora edulis,
441,261,8,species,European plum,Prunus domestica,
691,256,9,subspecies,Mirabelle plum,Prunus domestica subsp. syriaca,
285,252,6,genus,Stone fruit,Prunus,
363,247,8,species,Sweet chestnut,Castanea sativa,
629,245,8,species,Common grape,Vitis vinifera,
138,244,8,species,Eastern redbud,Cercis canadensis,
121,240,8,species,Sour cherry,Prunus cerasus,
72,238,6,genus,Oak,Quercus,
105,235,6,genus,Strawberry,Fragaria,
168,229,8,species,Black cherry,Prunus serotina,
710,217,8,species,American beech,Fagus grandifolia,
76,216,6,genus,Guava,Psidium,
99,214,6,genus,Mint,Mentha,
422,214,8,species,Common yarrow,Achillea millefolium,
4942,212,8,species,Blackberry,Rubus fruticosus,
75,207,7,multispecies,Banana,Musa,
294,207,8,species,Common hazel,Corylus avellana,
460,206,8,species,Coconut palm,Cocos nucifera,
692,204,8,species,Mayapple,Podophyllum peltatum,
57,201,8,species,Miner's lettuce,Claytonia perfoliata,
282,200,8,species,Eastern white pine,Pinus strobus,
142,198,8,species,White oak,Quercus alba,
2711,194,8,species,Himalayan blackberry,Rubus armeniacus,
186,189,8,species,Chokecherry,Prunus virginiana,
63,187,8,species,Fennel,Foeniculum vulgare,
232,186,8,species,Stinging nettle,Urtica dioica,
451,184,8,species,Pitanga,Eugenia uniflora,
191,180,8,species,Staghorn sumac,Rhus typhina,Rhus hirta
458,179,8,species,Common guava,Psidium guajava,
1426,178,8,species,Black raspberry,Rubus occidentalis,
234,176,0,polyphyletic,Fruit tree,Plantae,
110,172,8,species,Black locust,Robinia pseudoacacia,
248,172,8,species,Cornelian cherry dogwood,Cornus mas,
170,172,8,species,Japanese knotweed,Fallopia japonica,
1613,171,8,species,Bloodroot,Sanguinaria canadensis,
520,169,8,species,Dog rose,Rosa canina,
118,169,8,species,Kousa dogwood,Cornus kousa,Benthamidia kousa
68,161,8,species,Almond,Prunus amygdalus,"Prunus dulcis, Amygdalus communis, Amygdalus dulcis"
81,161,8,species,Bitter orange,Citrus x aurantium,
701,161,8,species,Wine raspberry,Rubus phoenicolasius,
124,154,8,species,Asian pear,Pyrus pyrifolia,
284,153,8,species,American plum,Prunus americana,
108,152,6,genus,Cattail,Typha,
917,151,8,species,Red maple,Acer rubrum,
109,150,8,species,Cleavers,Galium aparine,
61,150,8,species,Tomato,Solanum lycopersicum,
185,149,8,species,Hop,Humulus lupulus,
222,148,8,species,Papaya,Carica papaya,
525,147,8,species,Purple deadnettle,Lamium purpureum,
727,145,8,species,White clover,Trifolium repens,
1299,145,8,species,Queen victoria agave,Agave victoriae-reginae,
2422,141,8,species,Red raspberry,Rubus idaeus,
163,139,6,genus,Linden,Tilia,
197,139,8,species,Oregon-grape,Mahonia aquifolium,
399,139,8,species,Common hawthorn,Crataegus monogyna,
358,138,8,species,Autumn-olive,Elaeagnus umbellata,
136,137,8,species,Sugar maple,Acer saccharum,
251,137,8,species,Turkish hazel,Corylus colurna,
196,134,8,species,Thimbleberry,Rubus parviflorus,
268,134,8,species,Bay laurel,Laurus nobilis,
159,133,8,species,Henbit,Lamium amplexicaule,
229,130,8,species,Common chickweed,Stellaria media,
2580,127,8,species,Common ivy,Hedera helix,
98,126,7,multispecies,Dewberry,Rubus,
101,123,8,species,Muscadine,Vitis rotundifolia,
281,122,8,species,Shagbark hickory,Carya ovata,
179,121,8,species,Bur oak,Quercus macrocarpa,
2108,120,8,species,American beautyberry,Callicarpa americana,
273,120,8,species,Queen palm,Syagrus romanzoffiana,
2172,118,8,species,Eastern skunk cabbage,Symplocarpus foetidus,
280,118,8,species,Japanese persimmon,Diospyros kaki,
1822,117,8,species,Common mullein,Verbascum thapsus,
1833,116,8,species,American pokeweed,Phytolacca americana,
526,116,8,species,Wild carrot,Daucus carota,
9,115,6,genus,Sage,Salvia,
744,112,9,subspecies,Damson plum,Prunus domestica subsp. insititia,Prunus insititia
175,111,6,genus,Maple,Acer,
1899,109,8,species,Eastern hemlock,Tsuga canadensis,
54,108,9,subspecies,Nectarine,Prunus persica var. nucipersica,
1194,107,8,species,American elderberry,Sambucus canadensis,
1844,107,8,species,Woodland strawberry,Fragaria vesca,
135,106,8,species,Northern red oak,Quercus rubra,
923,106,8,species,common vetch,Vicia sativa,
315,106,8,species,Common date palm,Phoenix dactylifera,
106,105,6,genus,Currant,Ribes,
147,105,8,species,Sassafras,Sassafras albidum,
279,105,8,species,California laurel,Umbellularia californica,
1611,104,8,species,Lesser celandine,Ranunculus ficaria,"Ficaria grandiflora, Ficaria verna"
541,104,8,species,Shepherd's purse,Capsella bursa-pastoris,
230,104,8,species,Salmonberry,Rubus spectabilis,
1837,103,8,species,American sweetgum,Liquidambar styraciflua,
769,103,8,species,Toyon,Heteromeles arbutifolia,
2510,103,8,species,Virginia creeper,Parthenocissus quinquefolia,
528,102,8,species,Ground ivy,Glechoma hederacea,"Nepeta glechoma, Nepeta hederacea"
275,101,8,species,Carob,Ceratonia siliqua,
973,99,8,species,Southern magnolia,Magnolia grandiflora,
1333,99,8,species,Strawberry hedgehog cactus,Echinocereus engelmannii,
145,99,8,species,Osage-orange,Maclura pomifera,
380,99,7,multispecies,Lilly pilly,Syzygium,
1617,96,8,species,Jack-in-the-pulpit,Arisaema triphyllum,
4640,96,9,subspecies,Common fig,Ficus carica 'Beer's Black',
405,95,8,species,Common medlar,Mespilus germanica,"Mespilus, Crataegus germanica"
149,94,6,genus,Nettle,Urtica,
2273,94,8,species,Juneberry,Amelanchier lamarckii,
2052,94,6,genus,Acronychia,Acronychia,
1885,93,9,subspecies,Bartlett pear,Pyrus communis 'Bartlett',
537,90,8,species,Breadfruit,Artocarpus altilis,
944,90,8,species,Box elder,Acer negundo,
433,90,8,species,Blue elderberry,Sambucus cerulea,"Sambucus caerulea, Sambucus neomexicana"
224,89,8,species,Common horse-chestnut,Aesculus hippocastanum,
1618,89,8,species,American plane,Platanus occidentalis,
683,88,6,genus,Rowan,Sorbus,
808,88,8,species,Coast live oak,Quercus agrifolia,
283,88,8,species,Eastern red-cedar,Juniperus virginiana,
1023,88,8,species,Flowering dogwood,Cornus florida,
291,87,8,species,Allegheny serviceberry,Amelanchier laevis,
630,87,8,species,Blackcurrant,Ribes nigrum,
1954,86,8,species,Garden nasturtium,Tropaeolum majus,
117,86,6,genus,Sumac,Rhus,
567,85,8,species,White horehound,Marrubium vulgare,
119,84,6,genus,Chokeberry,Aronia,Photinia
1496,84,6,genus,Dragon fruit,Hylocereus,
190,83,8,species,Maypop,Passiflora incarnata,
126,83,8,species,Gooseberry,Ribes uva-crispa,
1956,82,8,species,Prickly pear,Opuntia ficus-indica,
859,82,8,species,Black sage,Salvia mellifera,
933,82,8,species,Milk thistle,Silybum marianum,
538,82,8,species,English plantain,Plantago lanceolata,
152,82,6,genus,Onion,Allium,
360,81,6,genus,Honeysuckle,Lonicera,
875,81,8,species,American tulip tree,Liriodendron tulipifera,
252,81,8,species,Honey locust,Gleditsia triacanthos,
598,81,8,species,Common plantain,Plantago major,
143,81,8,species,American linden,Tilia americana,
432,80,8,species,Redcurrant,Ribes rubrum,
1336,80,6,genus,Asparagus,Asparagus,
331,78,8,species,European crabapple,Malus sylvestris,
539,78,8,species,Pineappleweed,Matricaria discoidea,
396,78,8,species,Saskatoon,Amelanchier alnifolia,
406,78,8,species,Japanese plum,Prunus salicina,
1009,77,8,species,California buckeye,Aesculus californica,
1678,77,8,species,Spotted jewelweed,Impatiens capensis,"Impatiens biflora, Impatiens fulva"
192,76,6,genus,Thyme,Thymus,
107,76,8,species,Golden currant,Ribes aureum,
300,76,8,species,Pacific madrone,Arbutus menziesii,
144,76,6,genus,Hickory,Carya,
921,76,8,species,American elm,Ulmus americana,
690,75,8,species,Ramps,Allium tricoccum,
781,75,8,species,Chicken-of-the-woods,Laetiporus sulphureus,
486,75,8,species,Three-cornered leek,Allium triquetrum,
169,71,6,genus,Burdock,Arctium,
1612,71,8,species,Lesser periwinkle,Vinca minor,
753,71,9,subspecies,Concord grape,Vitis labrusca 'Concord',
878,70,8,species,American holly,Ilex opaca,
782,70,6,genus,Oyster mushroom,Pleurotus,
1584,70,8,species,Clementine,Citrus x clementina,
705,69,8,species,Mustang grape,Vitis mustangensis,
337,69,8,species,Canadian serviceberry,Amelanchier canadensis,
4646,69,9,subspecies,Common fig,Ficus carica 'Brown Turkey',
180,69,8,species,Butternut,Juglans cinerea,
27,69,8,species,Meyer lemon,Citrus x meyeri,
1425,68,6,genus,Goldenrod,Solidago,
500,68,8,species,Yaupon holly,Ilex vomitoria,
453,67,8,species,Tamarind,Tamarindus indica,
585,67,8,species,Chives,Allium schoenoprasum,
1044,67,6,genus,Horse-chestnut,Aesculus,
2523,67,6,genus,Rubus,Rubus,
697,67,8,species,Common chicory,Cichorium intybus,
2326,66,8,species,Coast redwood,Sequoia sempervirens,
457,66,8,species,Garden parsley,Petroselinum crispum,
793,65,8,species,Shaggy mane,Coprinus comatus,
277,65,6,genus,Dogwood,Cornus,
1585,65,8,species,Tangerine,Citrus tangerina,
728,65,8,species,Red clover,Trifolium pratense,
24,64,8,species,Rhubarb,Rheum rhabarbarum,
443,63,8,species,Mexican plum,Prunus mexicana,
2294,63,8,species,White ash,Fraxinus americana,
217,63,8,species,Salal,Gaultheria shallon,
419,62,8,species,Starfruit,Averrhoa carambola,
11,62,8,species,Pomelo,Citrus maxima,"Citrus grandis, Citrus grande"
1741,62,8,species,California blackberry,Rubus ursinus,
709,62,8,species,Aloe vera,Aloe vera,"Aloe barbadensis, Aloe indica, Aloe vulgaris"
165,61,6,genus,Milkweed,Asclepias,
278,61,8,species,European rowan,Sorbus aucuparia,
2043,61,8,species,Bigleaf maple,Acer macrophyllum,
66,60,6,genus,Nasturtium,Tropaeolum,
383,60,6,genus,Macadamia,Macadamia,
752,60,7,multispecies,Mugwort,Artemisia,
700,60,8,species,Agarita,Mahonia trifoliolata,
715,60,8,species,Paper birch,Betula papyrifera,
757,60,8,species,Rugosa rose,Rosa rugosa,
564,59,8,species,Watercress,Nasturtium officinale,
171,59,8,species,Curly dock,Rumex crispus,
4364,59,9,subspecies,Cherry plum,Prunus cerasifera 'Atropurpurea',
1673,57,8,species,Evergreen huckleberry,Vaccinium ovatum,
343,57,8,species,American chestnut,Castanea dentata,
303,57,8,species,Jelly palm,Butia capitata,"Butia odorata, Cocos capitata"
4650,57,9,subspecies,Loquat,Eriobotrya japonica 'Bradenton',
2785,57,8,species,Blue passionflower,Passiflora caerulea,
182,57,6,genus,Hackberry,Celtis,
90,57,6,genus,Dandelion,Taraxacum,
951,56,8,species,Honey mesquite,Prosopis glandulosa,
206,56,8,species,Lemon balm,Melissa officinalis,
293,56,8,species,Common hackberry,Celtis occidentalis,
100,56,6,genus,Wood sorrel,Oxalis,
1177,56,8,species,Common witch-hazel,Hamamelis virginiana,
1359,55,8,species,Yellow birch,Betula alleghaniensis,
2460,55,8,species,Japanese barberry,Berberis thunbergii,
1785,55,8,species,Common spicebush,Lindera benzoin,
193,54,8,species,Oregano,Origanum vulgare,
545,54,6,genus,Sea-buckthorn,Hippophae,
219,54,8,species,Black chokeberry,Aronia melanocarpa,Photinia melanocarpa
3724,54,9,subspecies,Black walnut,Juglans nigra 'Laciniata',
424,54,6,genus,Violet,Viola,
1016,53,8,species,Norway maple,Acer platanoides,
1895,53,8,species,Common self-heal,Prunella vulgaris,
187,53,8,species,Common sunflower,Helianthus annuus,
536,52,8,species,Lychee,Litchi chinensis,
2647,52,8,species,Rock elm,Ulmus thomasii,
2330,52,8,species,Bald cypress,Taxodium distichum,
243,51,8,species,European linden,Tilia x europaea,
915,50,8,species,Hairy vetch,Vicia villosa,
731,50,8,species,Natal plum,Carissa macrocarpa,
218,50,8,species,Kentucky coffeetree,Gymnocladus dioicus,
335,50,8,species,Peruvian pepper tree,Schinus molle,
777,50,8,species,White sage,Salvia apiana,
2005,50,8,species,Nandina,Nandina domestica,
849,48,8,species,Radish,Raphanus sativus,
87,48,6,genus,Kiwifruit,Actinidia,
8,48,6,genus,Eucalyptus,Eucalyptus,
231,48,8,species,Indian plum,Oemleria cerasiformis,
1870,48,8,species,American hornbeam,Carpinus caroliniana,
4526,48,9,subspecies,Peach,Prunus persica 'Amsden',
4511,48,9,subspecies,Apple,Malus pumila 'Astrakan',
2018,47,8,species,Balsam fir,Abies balsamea,
58,47,8,species,Strawberry guava,Psidium cattleyanum,"Psidium littorale, Guajava cattleiana"
3306,47,9,subspecies,Granny Smith apple,Malus pumila 'Granny Smith',
50,47,9,subspecies,Kale,Brassica oleracea var. acephala,
1484,47,8,species,Cow parsnip,Heracleum maximum,
1049,47,8,species,Slippery elm,Ulmus rubra,
1519,47,8,species,False solomon's-seal,Maianthemum racemosum,"Smilacina racemosa, Vagnera racemosa"
467,47,8,species,Jackfruit,Artocarpus heterophyllus,
811,47,8,species,River birch,Betula nigra,
1771,46,8,species,Frost grape,Vitis riparia,
610,46,8,species,Common sea-buckthorn,Hippophae rhamnoides,
517,46,0,polyphyletic,Vegetable,Plantae,
2331,45,8,species,Northern white-cedar,Thuja occidentalis,
454,44,8,species,Jambul,Syzygium cumini,Syzygium jambolanum
89,44,1,kingdom,Mushroom,Fungi,
713,44,8,species,Red huckleberry,Vaccinium parvifolium,
1175,43,6,genus,Ash,Fraxinus,
236,43,8,species,Common purslane,Portulaca oleracea,
2409,43,9,subspecies,Prune plum,Prunus domestica subsp. domestica,
241,43,8,species,European beech,Fagus sylvatica,
4554,42,9,subspecies,European plum,Prunus domestica 'Mirabelle',
589,41,6,genus,Gorse,Ulex,
856,41,8,species,Sweet violet,Viola odorata,
272,41,8,species,Silver maple,Acer saccharinum,
1787,41,9,subspecies,Bradford flowering pear,Pyrus calleryana 'Bradford',
309,41,8,species,Cabbage tree,Cordyline australis,
4522,41,9,subspecies,Japanese persimmon,Diospyros kaki 'Fuyu',
1105,41,6,genus,Magnolia,Magnolia,
1486,40,9,subspecies,Carrot,Daucus carota subsp. sativus,
65,40,7,multispecies,Squash,Cucurbita,
213,40,8,species,Black willow,Salix nigra,
340,39,6,genus,Redbud,Cercis,
370,39,6,genus,Beautyberry,Callicarpa,
195,39,0,polyphyletic,Huckleberry,Ericaceae,
799,39,8,species,Giant puffball,Calvatia gigantea,
1353,39,8,species,Red buckeye,Aesculus pavia,
580,38,6,genus,Beech,Fagus,
233,38,8,species,Hairy bittercress,Cardamine hirsuta,
4629,38,9,subspecies,Pomegranate,Punica granatum 'Afganski',
227,38,6,genus,Juniper,Juniperus,
167,38,6,genus,Evening primrose,Oenothera,
696,38,8,species,Sweet basil,Ocimum basilicum,
253,37,8,species,Small-leaved linden,Tilia cordata,
262,37,8,species,Brazilian pepper tree,Schinus terebinthifolius,
141,37,8,species,Downy serviceberry,Amelanchier arborea,
3190,37,9,subspecies,Collard greens,Brassica oleracea var. viridis,
529,37,8,species,Common bilberry,Vaccinium myrtillus,
607,37,8,species,Guelder-rose,Viburnum opulus,
932,36,8,species,Acerola,Malpighia emarginata,
2589,36,8,species,Scotch broom,Cytisus scoparius,Sarothamnus scoparius
4529,36,9,subspecies,Apple,Malus pumila 'Gala',
207,36,8,species,Borage,Borago officinalis,
437,36,8,species,Common sorrel,Rumex acetosa,
158,36,8,species,Catnip,Nepeta cataria,
1100,36,8,species,Striped maple,Acer pensylvanicum,
891,36,8,species,Ohio buckeye,Aesculus glabra,
2304,36,8,species,Norway spruce,Picea abies,
1982,35,8,species,Banana,Musa acuminata,
1008,35,8,species,Valley oak,Quercus lobata,
204,35,8,species,Spearmint,Mentha spicata,
2320,35,8,species,Douglas fir,Pseudotsuga menziesii,
198,35,7,multispecies,Pinyon pine,Pinus,
134,35,8,species,Red osier dogwood,Cornus sericea,
569,35,6,genus,Pine,Pinus,
966,34,8,species,Post oak,Quercus stellata,
854,34,6,genus,Mullein,Verbascum,
2425,34,8,species,Red elderberry,Sambucus racemosa,
1007,34,9,subspecies,Marina strawberry tree,Arbutus 'Marina',
176,34,8,species,American cranberrybush,Viburnum trilobum,
851,34,8,species,Orange daylily,Hemerocallis fulva,
746,34,8,species,Ostrich fern,Matteuccia struthiopteris,
615,34,8,species,Black mustard,Brassica nigra,
926,33,8,species,Haskap,Lonicera caerulea,
2026,33,8,species,Tree of heaven,Ailanthus altissima,
2141,33,8,species,Checkerberry,Gaultheria procumbens,
104,33,8,species,Jujube,Ziziphus jujuba,
166,33,6,genus,Pokeweed,Phytolacca,
2586,33,8,species,Flowering currant,Ribes sanguineum,
967,33,8,species,Weeping willow,Salix babylonica,
5742,33,9,subspecies,Apple,Malus 'Red Barron',
240,33,8,species,Jeffrey pine,Pinus jeffreyi,
127,32,6,genus,Daylily,Hemerocallis,
748,32,9,subspecies,Greengage plum,Prunus domestica subsp. italica,
949,32,8,species,Sugarberry,Celtis laevigata,Celtis mississippiensis
401,32,8,species,Common juniper,Juniperus communis,
4567,32,9,subspecies,White mulberry,Morus alba 'Laciniata',
706,32,8,species,Broadleaf arrowhead,Sagittaria latifolia,
3590,32,9,subspecies,Staghorn sumac,Rhus typhina 'Dissecta',
1922,32,8,species,Red pine,Pinus resinosa,
723,31,8,species,Chickasaw plum,Prunus angustifolia,
1766,31,8,species,Dryad's saddle,Polyporus squamosus,
543,31,8,species,Common tansy,Tanacetum vulgare,
959,31,8,species,Rusty blackhaw,Viburnum rufidulum,
909,31,8,species,Common buckthorn,Rhamnus cathartica,
1173,31,6,genus,Date palm,Phoenix,
524,31,6,genus,Birch,Betula,
934,30,8,species,Guinep,Melicoccus bijugatus,"Melicocca bijuga, Melicocca carpopodea"
2521,30,8,species,Multiflora rose,Rosa multiflora,
85,30,9,subspecies,Globe artichoke,Cynara cardunculus var. scolymus,
287,30,8,species,Chestnut oak,Quercus prinus,
3127,30,9,subspecies,Adirondack crabapple,Malus 'Adirondack',
778,30,8,species,Highway ice plant,Carpobrotus edulis,
998,30,8,species,Southern red oak,Quercus falcata,
140,29,8,species,Fragrant sumac,Rhus aromatica,
1820,29,8,species,English yew,Taxus baccata,
155,29,8,species,Chinese chestnut,Castanea mollissima,
2338,29,8,species,Japanese zelkova,Zelkova serrata,
686,29,8,species,Goutweed,Aegopodium podagraria,
1476,29,8,species,Lamb's quarters,Chenopodium album,
2195,29,9,subspecies,Italian plum,Prunus domestica subsp. domestica 'Italian',
553,29,8,species,Golden yarrow,Eriophyllum confertiflorum,
242,29,8,species,Russian-olive,Elaeagnus angustifolia,
950,28,8,species,Chinese tallow tree,Triadica sebifera,Sapium sebiferum
430,28,8,species,Prickly lettuce,Lactuca serriola,
1518,28,8,species,Common mallow,Malva neglecta,
55,28,6,genus,Pepper,Capsicum,
249,28,8,species,English oak,Quercus robur,
503,28,8,species,Bitternut hickory,Carya cordiformis,
1553,28,7,multispecies,Banana passionfruit,Passiflora,
391,28,8,species,Beaked hazel,Corylus cornuta,
2258,28,8,species,Birch polypore,Piptoporus betulinus,
473,28,6,genus,Comfrey,Symphytum,
305,28,8,species,Mediterranean hackberry,Celtis australis,
2464,27,8,species,Summer lilac,Buddleja davidii,Buddleia davidii
990,27,8,species,Willow oak,Quercus phellos,
2400,27,6,genus,Spruce,Picea,
2111,27,8,species,Creeping dogwood,Cornus canadensis,
3302,27,9,subspecies,Roxbury Russet apple,Malus pumila 'Roxbury Russet',
1835,27,8,species,Giant ragweed,Ambrosia trifida,
1978,27,8,species,Mock strawberry,Duchesnea indica,Potentilla indica
601,27,8,species,London rocket,Sisymbrium irio,
4259,27,9,subspecies,Cherry plum,Prunus cerasifera 'Nigra',
2471,27,8,species,Common dogwood,Cornus sanguinea,
2337,27,8,species,Chinese wisteria,Wisteria sinensis,
200,27,8,species,Monkey puzzle,Araucaria araucana,
2251,26,6,genus,Sunflower,Helianthus,
1855,26,8,species,Trumpet vine,Campsis radicans,
289,26,8,species,Black maple,Acer nigrum,
5311,26,8,species,Allegheny blackberry,Rubus allegheniensis,
2146,26,8,species,English holly,Ilex aquifolium,
645,26,8,species,Corn,Zea mays,
2543,26,8,species,Common snowberry,Symphoricarpos albus,
798,26,8,species,Jelly ear fungus,Auricularia auricula-judae,
961,26,8,species,Callery pear,Pyrus calleryana,
3490,26,9,subspecies,Blackthorn,Prunus spinosa 'Purpurea',
128,26,8,species,Fox grape,Vitis labrusca,
547,26,8,species,Sweetbriar rose,Rosa rubiginosa,
2989,26,8,species,Black-eyed-Susan,Rudbeckia hirta,
459,26,8,species,Lemon verbena,Aloysia citrodora,
741,26,6,genus,Yucca,Yucca,
3308,26,9,subspecies,Golden Delicious apple,Malus pumila 'Golden Delicious',
1192,26,7,multispecies,Red oak,Quercus,
3303,26,9,subspecies,Bing cherry,Prunus avium 'Bing',
2316,25,8,species,Eastern cottonwood,Populus deltoides,Populus sargentii
1339,25,8,species,American hazel,Corylus americana,
587,25,8,species,Rock samphire,Crithmum maritimum,
938,25,8,species,Cedar elm,Ulmus crassifolia,
977,25,8,species,Pin oak,Quercus palustris,
156,25,8,species,Garden asparagus,Asparagus officinalis,
209,25,8,species,Jerusalem artichoke,Helianthus tuberosus,
468,25,8,species,Bunya pine,Araucaria bidwillii,
1059,24,8,species,Sycamore maple,Acer pseudoplatanus,
918,24,8,species,English lavender,Lavandula angustifolia,Lavandula officinalis
1283,24,8,species,Dwarf palmetto,Sabal minor,
780,24,8,species,Pearl oyster mushroom,Pleurotus ostreatus,
605,24,6,genus,Barberry,Berberis,
631,24,8,species,Trifoliate orange,Citrus trifoliata,Poncirus trifoliata
1515,24,8,species,Three-leaf sumac,Rhus trilobata,
1053,24,8,species,Black oak,Quercus velutina,
1054,24,8,species,Scots pine,Pinus sylvestris,
1616,23,8,species,Toadshade,Trillium sessile,
372,23,8,species,Higan cherry,Prunus subhirtella,
941,23,8,species,Texas persimmon,Diospyros texana,
5313,23,8,species,Garden sage,Salvia officinalis,
1566,23,9,subspecies,McIntosh apple,Malus pumila 'McIntosh',Malus domestica 'McIntosh'
509,23,8,species,Persian silk tree,Albizia julibrissin,
4475,23,9,subspecies,Almond,Prunus amygdalus 'Ardéchoise',
1832,23,8,species,Common mallow,Malva sylvestris,
4020,23,8,species,Creeping raspberry,Rubus hayata-koidzumii,"Rubus calycinoides, Rubus pentalobus, Rubus rolfei"
330,23,8,species,Arizona black walnut,Juglans major,
313,23,8,species,California juniper,Juniperus californica,
704,23,8,species,Japanese flowering quince,Chaenomeles japonica,
1986,23,8,species,Thornless blackberry,Rubus ulmifolius,
894,22,8,species,Winter cress,Barbarea vulgaris,
3307,22,9,subspecies,Gala apple,Malus pumila 'Gala',
202,22,8,species,Garlic,Allium sativum,
1205,22,8,species,Saguaro,Carnegiea gigantea,Cereus giganteus
886,22,8,species,Mountain laurel,Kalmia latifolia,
2628,22,8,species,Fremont's cottonwood,Populus fremontii,
352,22,8,species,Pignut hickory,Carya glabra,
368,22,8,species,Gray pine,Pinus sabiniana,
719,22,6,genus,Chanterelle,Cantharellus,
1003,22,7,multispecies,Live oak,Quercus,
1827,22,8,species,Greater burdock,Arctium lappa,
1146,22,8,species,Florida hopbush,Dodonaea viscosa,
743,22,8,species,Seagrape,Coccoloba uvifera,
997,22,6,genus,Bamboo,Bambusa,
4649,22,9,subspecies,Loquat,Eriobotrya japonica 'Champagne',
2190,21,6,genus,Horsetail,Equisetum,
4630,21,9,subspecies,Japanese persimmon,Diospyros kaki 'Hachiya',
768,21,8,species,Ponderosa pine,Pinus ponderosa,
828,21,8,species,Longan,Dimocarpus longan,
554,21,6,genus,Mallow,Malva,
943,21,8,species,Southern live oak,Quercus virginiana,
2319,21,8,species,Quaking aspen,Populus tremuloides,
722,21,8,species,Common salsify,Tragopogon porrifolius,
831,21,8,species,Kaffir lime,Citrus hystrix,
2428,21,8,species,Common lilac,Syringa vulgaris,
2071,21,8,species,Coral vine,Antigonon leptopus,
205,21,0,polyphyletic,Chamomile,Asteraceae,
534,21,0,polyphyletic,Fish,Chordata,
698,21,8,species,Beach plum,Prunus maritima,
632,21,8,species,European wild pear,Pyrus pyraster,Pyrus communis subsp. pyraster
409,21,8,species,Smooth sumac,Rhus glabra,
518,21,8,species,Chayote,Sechium edule,
783,21,6,genus,Bolete,Boletus,
2274,21,9,subspecies,Thornless honey locust,Gleditsia triacanthos var. inermis,
2001,21,8,species,Common boneset,Eupatorium perfoliatum,
2295,21,8,species,Green ash,Fraxinus pennsylvanica,
297,21,8,species,Southern California walnut,Juglans californica,
1823,21,8,species,Small nettle,Urtica urens,
444,21,8,species,Cocoplum,Chrysobalanus icaco,
67,21,7,multispecies,Pumpkin,Cucurbita,
