type_id,count,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
5220,1,6,genus,Buffaloberry,Shepherdia,
7330,1,8,species,yellow Himalayan raspberry,Rubus ellipticus,
758,1,8,species,Malabar spinach,Basella alba,
7439,1,8,species,frost grape,Vitis vulpina,
5187,1,8,species,Cincau,Cyclea barbata,
4411,1,9,subspecies,White mulberry,Morus alba 'Vitellina',
3395,1,8,species,Jacaranda banana,Swartzia langsdorffii,
4669,1,9,subspecies,Parker pear,Pyrus communis 'Parker',
3401,1,8,species,Rainforest cherry,Eugenia florida,
4407,1,9,subspecies,Midland hawthorn,Crataegus laevigata 'Carrierei',
7655,1,8,species,Bornean hairy banana,Musa hirta,
2376,1,6,genus,Box,Buxus,
5308,1,8,species,Northern Dewberry,Rubus flagellaris,
3330,1,9,subspecies,Westfield Seek-no-Further apple,Malus pumila 'Westfield Seek-no-Further',
2596,1,8,species,Subalpine fire,Abies lasiocarpa,
1985,1,8,species,Mediterranean mandarin,Citrus x deliciosa,
5353,1,8,species,Sea celery,Apium prostratum,
751,1,0,polyphyletic,Straw,Poaceae,
3333,1,9,subspecies,Duchess of Oldenburg apple,Malus pumila 'Duchess of Oldenburg',
5333,1,8,species,hoary mugwort,Artemisia stelleriana,
7677,1,9,subspecies,Niagara grape,Vitis labrusca 'Niagara',"Vitis labrusca 'White Concord', Vitis labrusca 'Niagara White'"
712,1,0,polyphyletic,Rabbit,Leporidae,
1311,1,8,species,Schaffner's acacia,Acacia schaffneri,
2436,1,8,species,European white-elm,Ulmus laevis,
3270,1,8,species,Red angel's trumpet,Brugmansia sanguinea,
5314,1,8,species,California poppy,Eschscholzia californica,
4676,1,9,subspecies,Cupid dwarf sour cherry,Prunus cerasus x fruticosa 'Cupid',Prunus x kerrasis 'Cupid'
2621,1,8,species,Persian ironwood,Parrotia persica,
882,1,8,species,Alsike clover,Trifolium hybridum,
1295,1,8,species,Central american banyan,Ficus pertusa,
5365,1,8,species,Lovage,Levisticum officinale,
2632,1,8,species,Northern pin oak,Quercus ellipsoidalis,
3215,1,9,subspecies,Folfer sweet cherry,Prunus avium 'Folfer',
3216,1,9,subspecies,Summit sweet cherry,Prunus avium 'Summit',
1188,1,8,species,Water birch,Betula occidentalis,
1220,1,8,species,Desert agave,Agave deserti,
7698,1,8,species,American bladdernut,Staphylea trifolia,
5390,1,8,species,Suong sam,Tiliacora triandra,
3217,1,8,species,Pyrenean oak,Quercus pyrenaica,
515,1,8,species,Endive,Cichorium endivia,
2710,1,0,polyphyletic,Toothache tree,,
5425,1,9,subspecies,Flat peach,Prunus persica var. platycarpa,
5404,1,8,species,Laurel sumac,Malosma laurina,
3241,1,8,species,Amur maple,Acer japonicum,
3243,1,8,species,Cedar of Lebanon,Cedrus libani,
3245,1,8,species,Jerusalem thorn,Paliurus spina-christi,"Rhamnus paliurus, Paliurus aculeatus, Paliurus australis"
922,1,8,species,Tufted vetch,Vicia cracca,
764,1,8,species,Silverleafed princess flower,Tibouchina heteromalla,
869,1,8,species,Chañar,Geoffroea decorticans,
5464,1,8,species,parrot's-feather,Myriophyllum aquaticum,
5463,1,8,species,pampas grass,Cortaderia selloana,
1507,1,9,subspecies,Red-eared slider,Trachemys scripta elegans,
6375,1,8,species,sea rocket,Cakile maritima,
703,1,8,species,Buriti,Mauritia flexuosa,
2730,1,8,species,German chamomile,Matricaria chamomilla,
5541,1,8,species,Herbert's passionfruit,Passiflora herbertiana,
5536,1,8,species,,Inga uraguensis,
5529,1,8,species,Mexican pepperleaf,Piper auritum,
6369,1,8,species,flower-of-an-hour,Hibiscus trionum,
5526,1,8,species,Palestinian sweet lime,Citrus limettioides,
6368,1,8,species,Chilean rhubarb,Gunnera tinctoria,
5516,1,8,species,blue agave,Agave tequilana,
4375,1,9,subspecies,Honey locust,Gleditsia triacanthos 'Elegantissima',
4633,1,9,subspecies,Starfruit,Averrhoa carambola 'Kari',
5613,1,8,species,Oakmoss,Evernia prunastri,
6365,1,8,species,candelabra aloe,Aloe arborescens,
5621,1,8,species,Suicide tree,Cerbera odollam,
7399,1,8,species,swamp chestnut oak,Quercus michauxii,
5619,1,8,species,Early buttercup,Ranunculus fascicularis,
2583,1,8,species,Kerria,Kerria japonica,Kerria
5616,1,8,species,Azure bluet,Houstonia caerulea,
7303,1,8,species,sand grape,Vitis rupestris,
5595,1,9,subspecies,Himrod grape,Vitis 'Himrod',Vitis labrusca x vinifera 'Himrod'
5596,1,0,polyphyletic,trout,Salmonidae,
765,1,8,species,Palmarosa,Cymbopogon martinii,
7552,1,8,species,purple-flowered raspberry,Rubus odoratus,
7515,1,9,subspecies,Isabella grape,Vitis vinifera 'Isabella',"Vitis x labruscana 'Isabella', Vitis x labrusca 'Isabella'"
5757,1,8,species,Japanese umbrella,Parasola plicatilis,
2761,1,0,polyphyletic,Shrimp,Decapoda,
5654,1,8,species,Geiger tree,Cordia sebestena,
5636,1,8,species,hedge bedstraw,Galium mollugo,
365,1,8,species,Lavallée's hawthorn,Crataegus lavallei,Crataegus x lavallei
2760,1,5,family,Scallop,Pectinidae,
7446,1,8,species,nodding onion,Allium cernuum,
375,1,8,species,Faxon yucca,Yucca faxoniana,Yucca torreyi
7440,1,8,species,Palmer amaranth,Amaranthus palmeri,
2656,1,8,species,Montpelier maple,Acer monspessulanum,
1300,1,8,species,Swamp wattle,Acacia retinodes,
1693,1,8,species,Dwarf indigo,Amorpha nana,
5727,1,9,subspecies,Dancy tangerine,Citrus reticulata 'Dancy',
333,1,8,species,Yew plum-pine,Podocarpus macrophyllus,
2661,1,8,species,Italian alder,Alnus cordata,
2999,1,8,species,Grouse whortleberry,Vaccinium scoparium,
2671,1,8,species,Antarctic beech,Nothofagus antarctica,Fagus antarctica
5161,1,9,subspecies,Minnewashta apple,Malus pumila 'Minnewashta',Malus pumila 'Zestar!'
5809,1,8,species,Loblolly pine,Pinus taeda,
5844,1,8,species,yellow autumn crabapple,Malus sublobata,
5842,1,9,subspecies,Kordia cherry,Prunus avium 'Kordia',
5836,1,8,species,Burdekin plum,Pleiogynium timoriense,
5825,1,9,subspecies,chicken,Gallus gallus domesticus,
2984,1,8,species,Queensland umbrella tree,Schefflera actinophylla,Brassaia actinophylla
2786,1,8,species,Red cotton tree,Bombax ceiba,
7559,1,9,subspecies,Apple,Malus pumila 'Pomella Verde',
5893,1,8,species,dulse,Palmaria palmata,
5892,1,6,genus,sea lettuce,Ulva,
5886,1,8,species,pollock,Pollachius pollachius,
7558,1,9,subspecies,Apple,Malus pumila 'Pomellone',Malus domestica 'Pomellone'
6030,1,9,subspecies,Honey mesquite,Prosopis glandulosa var. torreyana,
2473,1,6,genus,Cotoneaster,Cotoneaster,
1371,1,8,species,Sesbania grandiflora,Sesbania grandiflora,"Aeschynomene grandiflora, Agati grandiflora"
4384,1,9,subspecies,Pomegranate,Punica granatum 'Legrelliae',
7450,1,8,species,pigeon grape,Vitis aestivalis,
7472,1,9,subspecies,Apple,Malus pumila 'Lane's Prince Albert',
6122,1,8,species,creeping raspberry,Rubus rolfei,"Rubus hayata-koidzumii, Rubus calycinoides"
6110,1,9,subspecies,Apple,Malus pumila 'Lord Lambourne',Malus domestica 'Lord Lambourne'
6096,1,8,species,kangaroo apple,Solanum laciniatum,
6083,1,9,subspecies,Apple,Malus pumila 'Almaty',
2758,1,0,polyphyletic,Cockle,Cardiidae,
7682,1,8,species,hairy beggarticks,Bidens pilosa,
1122,1,8,species,Triangle palm,Dypsis decaryi,Neodypsis decaryi
7470,1,8,species,pine-leaved penstemon,Penstemon pinifolius,
7722,1,8,species,swamp rose,Rosa palustris,
3039,1,8,species,Wild lime,Zanthoxylum fagara,Zanthoxylum riedelianum
2403,1,8,species,Chinese thuja,Platycladus orientalis,"Platycladus, Thuja orientalis"
7460,1,8,species,riverbank grape,Vitis riparia,
1263,1,8,species,Black mesquite,Prosopis nigra,
492,1,8,species,Conkerberry,Carissa spinarum,
2764,1,6,genus,Melissa,Melissa,
3327,1,9,subspecies,Newtown Pippin apple,Malus pumila 'Newtown Pippin',Malus pumila 'Albemarle Pippin'
3244,1,9,subspecies,Niedzwetzky's apple,Malus pumila 'Niedzwetzkyana',"Malus pumila var. niedzwetzkyana, Malus niedzwetzkyana"
1421,1,7,multispecies,Gallberry,Ilex,
2287,1,8,species,White dogwood,Cornus alba,
2773,1,8,species,South American sapote,Quararibea cordata,
3019,1,8,species,Royal poinciana,Delonix regia,Poinciana regia
1369,1,6,genus,Arenga,Arenga,
4585,1,9,subspecies,Superior plum,Prunus salicina x americana 'Superior',
514,1,8,species,Desert quandong,Santalum acuminatum,
2167,1,8,species,Guarana,Paullinia cupana,
3941,1,9,subspecies,Non-heading cabbage,Brassica oleracea subsp. acephala,
4427,1,8,species,Carolina silverbell,Halesia carolina,
2177,1,6,genus,Cane,Arundinaria,
2452,1,8,species,Boldo,Peumus boldus,Peumus
2776,1,8,species,Masaranduba,Manilkara huberi,
2156,1,8,species,Chinese apple,Malus prunifolia,
1839,1,8,species,Chestnut-leaved oak,Quercus castaneifolia,
2370,1,9,subspecies,Rutabaga,Brassica napus subsp. rapifera,Brassica napus subsp. napobrassica
2140,1,6,genus,Garcinia,Garcinia,
2419,1,8,species,Willow-leaved pear,Pyrus salicifolia,
318,1,8,species,Torrey pine,Pinus torreyana,
4006,1,8,species,Deerberry,Vaccinium stamineum,
2138,1,8,species,Imbe,Garcinia livingstonei,
3024,1,8,species,Garden pea,Pisum sativum,
2017,1,6,genus,Fir,Abies,
2104,1,8,species,Ponytail palm,Beaucarnea recurvata,
3989,1,8,species,American bur-reed,Sparganium americanum,
2113,1,8,species,Japanese cornelian cherry,Cornus officinalis,
2106,1,8,species,Soyate,Brahea dulcis,
1158,1,8,species,Solitary fishtail palm,Caryota urens,
4050,1,8,species,Tamarack,Larix laricina,
3846,1,9,subspecies,Eastern red-cedar,Juniperus virginiana 'Prostrata',
6137,1,9,subspecies,Aycock plum,Prunus salicina 'Aycock',
3870,1,8,species,American dwarf birch,Betula glandulosa,
6146,1,8,species,Cabbage,Brassica oleracea,
3551,1,8,species,Downy oak,Quercus pubescens,
2098,1,8,species,Red hickory,Carya ovalis,
2090,1,8,species,Ackee,Blighia sapida,Cupania sapida
2310,1,8,species,Creeping pine,Pinus mugo,
6149,1,6,genus,,Solanum,
2390,1,8,species,Common laburnum,Laburnum anagyroides,"Laburnum vulgare, Cytisus laburnum"
3566,1,8,species,Black spruce,Picea mariana,
2067,1,6,genus,Annona,Annona,
2088,1,8,species,Apple berry,Billardiera scandens,
4401,1,9,subspecies,Box elder,Acer negundo 'Wierii',
2082,1,8,species,Midyim,Austromyrtus dulcis,
2321,1,8,species,Ussurian pear,Pyrus ussuriensis,
2064,1,8,species,Luma,Amomyrtus luma,
3682,1,9,subspecies,Heartnut,Juglans ailantifolia var. cordiformis,
6355,1,8,species,mamey sapote,Pouteria sapota,
4184,1,8,species,Ti plant,Cordyline fruticosa,
2336,1,8,species,Japanese snowball,Viburnum plicatum,
2614,1,8,species,One-seed juniper,Juniperus monosperma,
1473,1,6,genus,Storksbill,Erodium,
2028,1,6,genus,Dovyalis,Dovyalis,Aberia
1984,1,6,genus,Caper bush,Capparis,
2010,1,6,genus,Mormon-tea,Ephedra,
4935,1,8,species,Persian lime,Citrus x latifolia,Citrus limon x Citrus x aurantiifolia
1368,1,8,species,African oil palm,Elaeis oleifera,
1290,1,8,species,Chilean wine palm,Jubaea chilensis,
3447,1,9,subspecies,European linden,Tilia x europaea 'Pallida',
3336,1,9,subspecies,Garden Royal apple,Malus pumila 'Garden Royal',
4783,1,8,species,Winter savory,Satureja montana,
1108,1,6,genus,Pistache,Pistacia,
983,1,8,species,Bastard oak,Quercus sinuata,
3431,1,9,subspecies,Honey locust,Gleditsia triacanthos 'Skyline',
3614,1,9,subspecies,Compact alpine fir,Abies lasiocarpa 'Compacta',
3052,1,8,species,Pequi,Caryocar brasiliense,
3037,1,8,species,Elephant apple,Dillenia indica,
1884,1,9,subspecies,Potomac pear,Pyrus communis 'Potomac',
1118,1,8,species,Broad-leaved paperpark,Melaleuca quinquenervia,
2107,1,8,species,Yellow bird of paradise,Caesalpinia gilliesii,
2219,1,8,species,Onerow yellowcress,Nasturtium microphyllum,
964,1,8,species,Texas kidneywood,Eysenhardtia texana,
404,1,8,species,Sargent crabapple,Malus sargentii,
2223,1,8,species,Field blewit,Lepista personata,"Lepista saeva, Clitocybe saeva, Tricholoma personatum"
361,1,8,species,Pillar crabapple,Malus tschonoskii,
4337,1,8,species,Lemonscented cinchweed,Pectis angustifolia,
4440,1,8,species,Wintersweet,Chimonanthus praecox,
1026,1,8,species,Trident maple,Acer buergerianum,
2426,1,8,species,Broad-leaved whitebeam,Sorbus latifolia,
3240,1,8,species,Chinese parasol tree,Firmiana simplex,
2254,1,6,genus,Milk-cap,Lactarius,
971,1,8,species,Southern catalpa,Catalpa bignonioides,
3706,1,9,subspecies,Norway maple,Acer platanoides 'Faassen's Black',
1267,1,8,species,Lebbeck,Albizia lebbeck,
6113,1,9,subspecies,Newton's apple,Malus pumila 'Newton Wonder',Malus domestica 'Newton Wonder'
7576,1,8,species,common water hyacinth,Pontederia crassipes,Eichhornia crassipes
7629,1,8,species,Java kapok,Ceiba pentandra,
3705,1,9,subspecies,European bird cherry,Prunus padus 'Colorata',
295,1,8,species,Japanese white pine,Pinus parviflora,
1033,1,8,species,Hungarian oak,Quercus frainetto,
3696,1,9,subspecies,American tulip tree,Liriodendron tulipifera 'Fastigiatum',
2964,1,8,species,Whorled loosestrife,Lysimachia quadrifolia,
4207,1,9,subspecies,Toka plum,Prunus salicina x americana 'Toka',
6295,1,9,subspecies,crookneck squash,Cucurbita pepo 'Yellow Crookneck',
3687,1,9,subspecies,English yew,Taxus baccata 'Aurea',
2616,1,8,species,Prickly juniper,Juniperus oxycedrus,
1027,1,8,species,Engelmann oak,Quercus engelmannii,
989,1,8,species,Corkscrew willow,Salix matsudana,
7634,1,9,subspecies,European plum,Prunus domestica 'River's Early Prolific',
3684,1,9,subspecies,Common juniper,Juniperus communis 'Suecica',
1034,1,8,species,Bushy yate,Eucalyptus lehmannii,
2080,1,8,species,Common orache,Atriplex patula,
2491,1,8,species,Weeping forsythia,Forsythia suspensa,
927,1,8,species,Forest num-num,Carissa bispinosa,
6156,1,8,species,Korean bush cherry,Prunus japonica,
1140,1,8,species,Queensland bottle tree,Brachychiton rupestris,
1039,1,8,species,Sugar gum,Eucalyptus cladocalyx,
1370,1,6,genus,Euterpe,Euterpe,
6155,1,9,subspecies,North Star cherry,Prunus cerasus 'North Star',
6153,1,9,subspecies,Warren pear,Pyrus communis 'Warren',
3582,1,9,subspecies,English yew,Taxus baccata 'Repandens',
958,1,8,species,Goldenball leadtree,Leucaena retusa,
2514,1,6,genus,Cinquefoil,Potentilla,
6152,1,9,subspecies,Magness pear,Pyrus communis 'Magness',
3545,1,9,subspecies,English yew,Taxus baccata 'Adpressa',
3542,1,9,subspecies,European bird cherry,Prunus padus 'Matterhorn',
1373,1,8,species,Mundu,Garcinia dulcis,
3067,1,8,species,Delicate jaboticaba,Myrciaria tenella,
1249,1,8,species,Assyrian plum,Cordia myxa,
1117,1,6,genus,Locust tree,Robinia,
1169,1,8,species,Sausage tree,Kigelia pinnata,
1367,1,8,species,Saman silk tree,Albizia saman,
3535,1,9,subspecies,Manna ash,Fraxinus ornus 'Mecsek',
1378,1,8,species,Spiny-headed mat-rush,Lomandra longifolia,
3511,1,9,subspecies,Silver maple,Acer saccharinum 'Pyramidale',
7638,1,9,subspecies,Apple,Malus pumila 'Discovery',
6150,1,9,subspecies,Japanese persimmon,Diospyros kaki 'Ichikikei Jiro',
1216,1,8,species,Carribean agave,Agave angustifolia,
3507,1,9,subspecies,Manna ash,Fraxinus ornus 'Arie Peters',
1171,1,8,species,Coojong,Acacia saligna,
1841,1,6,genus,Poplar,Populus,
131,1,8,species,Mouse garlic,Allium angulosum ,
1168,1,8,species,Queensland silver wattle,Acacia podalyriifolia,
1149,1,8,species,Illyarrie,Eucalyptus erythrocorys,
316,1,8,species,Mexican pinyon,Pinus cembroides,
397,1,8,species,Chinese angelica tree,Aralia chinensis,
5105,1,8,species,Drummond's onion,Allium drummondii,
4035,1,8,species,Mountain lettuce,Lactuca perennis,
4126,1,8,species,Fringed rue,Ruta chalepensis,
2762,1,6,genus,Abalone,Haliotis,
3500,1,9,subspecies,Weeping willow,Salix babylonica 'Tortuosa',
3436,1,9,subspecies,Persian silk tree,Albizia julibrissin var. rosea,
3462,1,8,species,Mulan magnolia,Magnolia liliiflora,
2996,1,8,species,Golden rain tree,Cassia fistula,
4795,1,9,subspecies,Henon bamboo,Phyllostachys nigra 'Henon',Phyllostachys nigra var. henonis
4901,1,8,species,Hercules' club,Zanthoxylum clava-herculis,
2453,1,8,species,Mutable tibouchina,Tibouchina mutabilis,
7313,1,8,species,eastern prickly gooseberry,Ribes cynosbati,
4878,1,9,subspecies,Cumulus serviceberry,Amelanchier laevis 'Cumulus',
4134,1,8,species,Wǔ Wèi Zi,Schisandra chinensis,
5000,1,9,subspecies,Apple,Malus pumila 'Winter Banana',
4997,1,9,subspecies,Apple,Malus pumila 'Patte de Loup',
4996,1,9,subspecies,Apple,Malus pumila 'Germaine de Brasparts',
4991,1,9,subspecies,Peppermint peach,Prunus persica 'Peppermint',
759,1,6,genus,Corchorus,Corchorus,
2985,1,9,subspecies,Red banana,Musa acuminata,
3430,1,9,subspecies,Japanese flowering cherry,Prunus incisa 'Umineko',
4945,1,9,subspecies,Vaccinium hybrid,Vaccinium uliginosum x Vaccinium vitis-idaea,
2086,1,8,species,Brazil nut,Bertholletia excelsa,
4936,1,8,species,Hedge bindweed,Calystegia sepium,Convolvulus sepium
4150,1,8,species,Arrowleaf balsamroot,Balsamorhiza sagittata,
1152,1,8,species,Narrow-leafed ash,Fraxinus angustifolia,Fraxinus oxycarpa
791,1,8,species,White chanterelle,Cantharellus subalbidus,
2404,1,6,genus,Plane,Platanus,
4165,1,8,species,Charichuelo,Garcinia madruno,
4164,1,8,species,Silver peanut butter fruit,Bunchosia argentea,
3472,1,9,subspecies,Norway maple,Acer platanoides 'Royal Red',
4159,1,8,species,Wood avens,Geum urbanum,
928,1,8,species,Small-fruited cherry,Prunus microcarpa,
5011,1,9,subspecies,Apple,Malus pumila 'Reinette d'Armorique',
3055,1,8,species,Uvalha,Eugenia pyriformis,Eugenia uvalha
5049,1,6,genus,Lousewort,Pedicularis,
5054,1,8,species,Bog bilberry,Vaccinium uliginosum,
5051,1,8,species,Welsh onion,Allium fistulosum,
3443,1,9,subspecies,Manna ash,Fraxinus ornus 'Paus Johannes-Paulus II',
3419,1,9,subspecies,Black locust,Robinia pseudoacacia 'Unifoliola',
2129,1,8,species,Florida strangler fig,Ficus aurea,
7640,1,8,species,wall barley,Hordeum murinum,
