location_id,observation_id,lat,lng,date,stage,type_count,type_id,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
1808023,52227,-36.612422,149.527159,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808026,52230,-36.439187,149.236982,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808027,52231,-36.277577,149.168783,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808032,52236,-36.210071,149.156083,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808034,52238,-36.145818,149.14985,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808035,52239,-36.098377,149.145389,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808036,52240,-36.096948,149.145379,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808041,52245,-35.822353,149.163236,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808042,52246,-35.816755,149.165273,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808044,52248,-35.801779,149.167659,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808045,52249,-35.782383,149.161748,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808046,52250,-35.776723,149.161691,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808048,52252,-35.753094,149.160693,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808049,52253,-35.742818,149.160803,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808057,52262,-35.652233,149.164232,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808050,52254,-35.707607,149.158541,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1055481,7477,29.841,-95.482973,2014-10-10,unripe fruit,1,93,8,species,Pecan,Carya illinoinensis,
1808071,52277,-36.96096617620621,174.82021103907493,2022-02-10,ripe fruit,1,52,8,species,Peach,Prunus persica,
1808017,52221,-36.772555,149.712849,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808021,52225,-36.733168,149.638084,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808033,52237,-36.197953,149.159032,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808037,52241,-36.06644,149.157984,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808040,52244,-35.8456,149.160534,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808043,52247,-35.805269,149.169663,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808047,52251,-35.768212,149.161147,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808056,52261,-35.654955,149.163979,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808056,52260,-35.654955,149.163979,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808060,52265,-35.607704,149.151174,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808061,52266,-35.595134,149.143952,2022-01-12,unripe fruit,1,114,6,genus,Apple,Malus,
1808066,52272,-35.288003,149.118845,2022-02-09,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1808054,52258,-35.67734,149.16344,2022-01-12,unripe fruit,2,114,6,genus,Apple,Malus,
1808054,52258,-35.67734,149.16344,2022-01-12,unripe fruit,2,1,7,multispecies,Plum,Prunus,
1808055,52259,-35.672533,149.16303,2022-01-12,unripe fruit,2,114,6,genus,Apple,Malus,
1808055,52259,-35.672533,149.16303,2022-01-12,unripe fruit,2,1,7,multispecies,Plum,Prunus,
1808058,52263,-35.6443,149.163859,2022-01-12,unripe fruit,2,114,6,genus,Apple,Malus,
1808058,52263,-35.6443,149.163859,2022-01-12,unripe fruit,2,1,7,multispecies,Plum,Prunus,
1808072,52278,-36.96095391411655,174.82023869514953,2022-02-10,unripe fruit,1,23,8,species,Mandarin,Citrus reticulata,
1808073,52279,-36.96740306502741,174.81950631184492,2022-02-10,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1808210,52345,47.403142,8.542198,2021-07-07,unripe fruit,1,120,6,genus,Hazel,Corylus,
1808059,52264,-35.618073,149.155928,2022-01-12,unripe fruit,2,114,6,genus,Apple,Malus,
1808059,52264,-35.618073,149.155928,2022-01-12,unripe fruit,2,1,7,multispecies,Plum,Prunus,
1808113,52294,-43.164048,146.928976,2022-02-13,ripe fruit,1,92,6,genus,Mulberry,Morus,
1808119,52296,40.015834,-82.681284,2021-09-01,ripe fruit,1,1678,8,species,Spotted jewelweed,Impatiens capensis,"Impatiens biflora, Impatiens fulva"
1808120,52297,40.015351,-82.679651,2021-09-11,ripe fruit,2,148,6,genus,Spicebush,Lindera,
1808120,52297,40.015351,-82.679651,2021-09-11,ripe fruit,2,1785,8,species,Common spicebush,Lindera benzoin,
1808197,52329,37.676483,-121.778882,2022-02-01,ripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1808206,52339,47.1394,-119.996304,2021-04-30,flower,1,110,8,species,Black locust,Robinia pseudoacacia,
1808224,52359,-37.785606183390605,144.98485673903642,2022-02-16,unripe fruit,1,5071,7,multispecies,Orange,Citrus,
1808361,52452,-35.40758524087761,149.1259035920352,2022-02-23,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808406,52487,-35.61102194490614,149.1524613676462,2022-02-27,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808517,52580,47.66451369999998,-122.18099420000001,2022-03-07,flower,1,231,8,species,Indian plum,Oemleria cerasiformis,
1808152,52299,32.218018,-110.949315,2022-02-14,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1808153,52300,32.217333,-110.949231,2022-02-14,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1808154,52301,32.217916,-110.949843,2022-02-14,ripe fruit,1,1584,8,species,Clementine,Citrus x clementina,
1770857,46834,-37.7857236,144.97558050000004,2020-11-05,flower,1,1553,7,multispecies,Banana passionfruit,Passiflora,
1808165,52306,-37.841895907053924,144.88640664750832,2022-02-15,ripe fruit,1,457,8,species,Garden parsley,Petroselinum crispum,
1808198,52330,37.67772,-121.778189,2022-02-01,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1808199,52331,30.281267,-97.751119,2015-06-18,unripe fruit,1,227,6,genus,Juniper,Juniperus,
1808201,52334,61.187537,-149.820327,2017-07-17,flower,1,1954,8,species,Garden nasturtium,Tropaeolum majus,
1808202,52335,61.19358,-149.82473,2017-07-17,unripe fruit,1,105,6,genus,Strawberry,Fragaria,
1808203,52336,39.140313,-107.046615,2017-08-20,ripe fruit,1,122,7,multispecies,Raspberry,Rubus,
1808204,52337,47.683441,-122.343515,2019-07-15,ripe fruit,1,701,8,species,Wine raspberry,Rubus phoenicolasius,
1808207,52340,47.412251,8.549621,2021-05-23,flower,1,74,6,genus,Elderberry,Sambucus,
1808208,52341,47.373347,8.533499,2021-05-23,flower,1,322,8,species,Black elderberry,Sambucus nigra,
1808209,52342,47.419229,8.566695,2021-09-26,ripe fruit,1,322,8,species,Black elderberry,Sambucus nigra,
1808211,52346,47.404891,8.540296,2021-07-07,unripe fruit,1,120,6,genus,Hazel,Corylus,
1808219,52354,-2.907127,-78.997079,2019-03-14,unripe fruit,1,7,8,species,Avocado,Persea americana,
1808220,52355,-2.907279,-78.997044,2019-03-14,unripe fruit,1,7,8,species,Avocado,Persea americana,
1808222,52357,-2.902863,-79.007007,2019-03-17,ripe fruit,1,2257,6,genus,Pepper tree,Schinus,
1808163,52304,-37.831184273013136,144.88919945961553,2022-02-15,ripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1808196,52328,-35.182982,149.139093,2022-01-12,unripe fruit,1,445,6,genus,Fig,Ficus,
1808298,52406,-35.196002,149.218059,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808205,52338,40.11509,-105.183309,2019-09-02,unripe fruit,1,1,7,multispecies,Plum,Prunus,
1808217,52352,-2.907202,-78.997057,2019-03-14,unripe fruit,1,445,6,genus,Fig,Ficus,
1808227,52365,-35.159709,149.099405,2022-01-12,ripe fruit,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1808234,52370,-35.19401,149.128074,2022-02-16,ripe fruit,1,114,6,genus,Apple,Malus,
1808237,52373,-35.195479,149.129282,2022-02-16,ripe fruit,1,114,6,genus,Apple,Malus,
1808238,52374,-35.196005,149.129512,2022-02-16,ripe fruit,1,114,6,genus,Apple,Malus,
1808239,52375,-35.19672,149.129945,2022-02-16,ripe fruit,1,114,6,genus,Apple,Malus,
1808240,52376,-35.197336,149.130259,2022-02-16,ripe fruit,1,114,6,genus,Apple,Malus,
1808241,52377,-35.197479,149.130016,2022-02-16,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1808250,52382,-35.272121,149.117302,2022-01-12,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1808251,52383,-35.272083,149.117511,2022-01-12,ripe fruit,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1808258,52394,-37.79051890935768,144.94240501124523,2022-02-19,unripe fruit,1,4,8,species,Lemon,Citrus x limon,
1808259,52395,-37.7896390299097,144.93047029004097,2022-02-19,unripe fruit,1,78,8,species,Passionfruit,Passiflora edulis,
1808296,52404,-35.197532,149.21631,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808297,52405,-35.197194,149.216568,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808301,52409,-35.172927,149.235431,2022-02-21,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1808303,52411,-35.165691,149.245432,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808306,52414,-35.172942,149.271965,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808308,52416,-35.174429,149.280206,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808310,52418,-35.17465,149.28678,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808316,52424,-35.167459,149.298053,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808320,52428,-35.151589,149.325869,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808322,52430,-35.146548,149.331234,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808323,52431,-35.146548,149.331234,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808326,52434,-35.12468,149.340224,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808327,52435,-35.122374,149.342494,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808329,52437,-35.117318,149.346953,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808309,52417,-35.174991,149.283633,2022-02-21,unripe fruit,1,4969,9,subspecies,Bosc pear,Pyrus communis 'Bosc',
1808315,52423,-35.167572,149.297476,2022-02-21,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1808328,52436,-35.117416,149.345885,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808351,52442,-35.358853,149.062245,2022-02-22,unripe fruit,1,445,6,genus,Fig,Ficus,
1808355,52446,-35.4102664086111,149.13952200580997,2022-02-22,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1808356,52447,-35.43255593494356,149.13193957806195,2022-02-22,unripe fruit,1,52,8,species,Peach,Prunus persica,
1808357,52448,29.561733,-98.447727,2022-02-22,flower,1,700,8,species,Agarita,Mahonia trifoliolata,
1808359,52450,-38.038762,145.364506,2022-02-23,flower,1,774,8,species,Tejocote,Crataegus mexicana,
1808362,52453,-35.40404966689588,149.1334942196991,2022-02-23,unripe fruit,1,111,8,species,Black walnut,Juglans nigra,
1808367,52458,-35.638163300000016,149.1633046,2022-02-24,unripe fruit,1,52,8,species,Peach,Prunus persica,
1808360,52451,-35.402669562492754,149.13331394114522,2022-02-23,ripe fruit,1,52,8,species,Peach,Prunus persica,
1808363,52454,28.567784,-81.434366,2022-02-23,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1808366,52457,-35.6750063,149.1631381,2022-02-24,unripe fruit,1,15,6,genus,Pear,Pyrus,
1808376,52467,34.19457,-118.66968,2022-02-19,flower,1,322,8,species,Black elderberry,Sambucus nigra,
1808379,52470,-35.168779,149.103751,2022-02-25,ripe fruit,1,114,6,genus,Apple,Malus,
1808383,52474,-35.167653,149.042964,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808386,52477,-35.174449,149.018595,2022-02-25,ripe fruit,1,114,6,genus,Apple,Malus,
1808394,52483,34.024121,-118.396584,2022-02-25,ripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1808405,52486,-35.60939625579923,149.15202567941049,2022-02-27,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1808412,52491,-29.641169609938473,152.92567534998204,2022-02-28,unripe fruit,1,418,8,species,Common mango,Mangifera indica,
1067956,9951,55.926365076551505,-3.1426048278808594,2015-11-16,ripe fruit,1,800,8,species,Field mushroom,Agaricus campestris,
1808425,52497,-20.354173,-40.437186,2022-03-02,unripe fruit,1,75,7,multispecies,Banana,Musa,
1808426,52498,-20.358734,-40.444837,2022-03-02,unripe fruit,1,81,8,species,Bitter orange,Citrus x aurantium,
1808433,52502,-35.43153436650555,149.1327174056416,2022-03-03,unripe fruit,1,52,8,species,Peach,Prunus persica,
1808435,52504,-35.43125855968699,149.13310313194776,2022-03-03,ripe fruit,1,114,6,genus,Apple,Malus,
1808438,52507,-35.162579,148.979829,2022-02-21,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808440,52509,-35.172585,148.967136,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808441,52510,-35.161492,148.978408,2022-02-21,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1808442,52511,-35.160753,148.975648,2022-02-21,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808445,52514,-35.140369,148.975078,2022-02-21,unripe fruit,1,15,6,genus,Pear,Pyrus,
1808446,52515,-35.140225,148.974828,2022-02-21,unripe fruit,1,6111,9,subspecies,Pear,Pyrus communis 'Onward',
1808450,52518,-35.138824,148.968645,2022-02-21,unripe fruit,1,114,6,genus,Apple,Malus,
1808452,52520,-35.134638,148.964689,2022-02-21,unripe fruit,1,114,6,genus,Apple,Malus,
1808432,52501,-35.43078615779761,149.1330349699016,2022-03-03,ripe fruit,1,52,8,species,Peach,Prunus persica,
1808439,52508,-35.162137,148.978276,2022-02-21,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808444,52513,-35.13816,148.990492,2022-03-03,ripe fruit,1,1,7,multispecies,Plum,Prunus,
1808447,52516,-35.140045,148.975189,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808454,52522,-35.131381,148.960014,2022-02-21,ripe fruit,1,114,6,genus,Apple,Malus,
1808460,52528,-35.151693,149.016878,2022-02-21,ripe fruit,1,79,8,species,Apricot,Prunus armeniaca,
1808485,52553,34.20737270000001,-119.01451010000001,2022-03-04,unripe fruit,1,4646,9,subspecies,Common fig,Ficus carica 'Brown Turkey',
1808486,52554,34.207382042411666,-119.01454498583678,2022-03-04,ripe fruit,1,561,8,species,Cherimoya,Annona cherimola,
1808487,52555,34.20740157016897,-119.01443089999721,2022-03-04,ripe fruit,1,419,8,species,Starfruit,Averrhoa carambola,
1808488,52556,-35.169425,149.101918,2022-03-04,unripe fruit,1,445,6,genus,Fig,Ficus,
1808499,52564,-35.260906,149.119321,2022-03-06,unripe fruit,1,105,6,genus,Strawberry,Fragaria,
1808500,52565,-35.260993,149.119585,2022-03-06,unripe fruit,1,1,7,multispecies,Plum,Prunus,
1809510,52945,30.28575795555159,-97.76466829015511,2022-04-24,unripe fruit,1,152,6,genus,Onion,Allium,
1809511,52946,50.86310312049953,-0.9791103110843458,2022-04-26,flower,1,117,6,genus,Sumac,Rhus,
1809524,52955,33.860551,-117.544804,2022-04-26,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1809527,52956,50.643566955067854,3.0397169144495706,2022-04-27,flower,1,157,8,species,Garlic mustard,Alliaria petiolata,
1809528,52958,30.696374908287783,-88.18172178134196,2022-04-27,ripe fruit,1,2114,8,species,Eastern mayhaw,Crataegus aestivalis,
1809532,52961,-40.35475928109054,175.58350851836582,2022-04-28,ripe fruit,1,2194,7,multispecies,Crabapple,Malus,
1809533,52962,-40.35914397569069,175.59299345349052,2022-04-28,ripe fruit,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1809534,52963,32.0653715,34.78005739999998,2022-04-28,unripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809548,52969,51.5542004653828,-0.7517614085980151,2022-04-30,flower,1,157,8,species,Garlic mustard,Alliaria petiolata,
1774636,49093,53.48152524829663,-2.5398091421693136,2021-07-02,ripe fruit,1,686,8,species,Goutweed,Aegopodium podagraria,
1809564,52975,47.65703660000001,-122.1774354,2022-05-03,flower,1,230,8,species,Salmonberry,Rubus spectabilis,
1809577,52976,37.02466385790591,-122.09219710729658,2022-05-03,unripe fruit,1,105,6,genus,Strawberry,Fragaria,
1809580,54104,43.262656,5.417513,2022-07-01,flower,1,114,6,genus,Apple,Malus,
1809582,52980,51.741124169466325,-2.2342054306555736,2022-05-04,flower,2,157,8,species,Garlic mustard,Alliaria petiolata,
1809582,52980,51.741124169466325,-2.2342054306555736,2022-05-04,flower,2,542,8,species,Wild garlic,Allium ursinum,
1809599,52990,27.804491791822294,-82.64909016583968,2022-05-05,unripe fruit,1,92,6,genus,Mulberry,Morus,
1809606,52994,27.800757,-82.655742,2021-03-01,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1809607,52995,27.799427,-82.65658,2021-03-01,unripe fruit,1,536,8,species,Lychee,Litchi chinensis,
1809609,52996,27.794818,-82.658482,2022-05-05,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809620,53416,27.803775591213224,-82.64908021038686,2022-06-05,ripe fruit,1,1386,6,genus,Mango,Mangifera,
1809620,52998,27.803775591213224,-82.64908021038686,2022-05-06,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809632,53001,27.804365956331072,-82.65357618328919,2022-05-07,unripe fruit,1,92,6,genus,Mulberry,Morus,
1809633,53002,27.804248439724308,-82.65371032991963,2022-05-07,unripe fruit,1,418,8,species,Common mango,Mangifera indica,
1809640,53003,47.394421154761794,8.551216430605981,2022-05-07,unripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809650,53009,-35.16775917950498,149.11870333620772,2022-05-08,ripe fruit,1,520,8,species,Dog rose,Rosa canina,
1809605,52993,27.800874,-82.656662,2022-05-06,unripe fruit,1,536,8,species,Lychee,Litchi chinensis,
1805747,50686,35.902133,-78.901097,2021-08-08,unripe fruit,1,116,8,species,Pawpaw,Asimina triloba,
1809680,53254,25.615094,-80.309248,2022-05-22,ripe fruit,1,2108,8,species,American beautyberry,Callicarpa americana,
1809692,53026,-35.182735,149.144376,2022-05-08,ripe fruit,1,5070,6,genus,Olive,Olea,
1809694,53028,-35.1828,149.14468,2022-05-08,ripe fruit,1,445,6,genus,Fig,Ficus,
1809697,53030,45.532686292303005,-122.41426442904853,2022-05-10,ripe fruit,1,598,8,species,Common plantain,Plantago major,
1809699,53031,45.531801067026535,-122.41337346513045,2022-05-10,flower,1,111,8,species,Black walnut,Juglans nigra,
1809700,53032,45.536269165276835,-122.41332178496222,2022-05-10,flower,1,114,6,genus,Apple,Malus,
1809661,53020,42.34679766485248,-71.11273847005677,2022-05-08,ripe fruit,1,2400,6,genus,Spruce,Picea,
1809691,53025,-35.182166,149.140486,2022-05-08,ripe fruit,1,445,6,genus,Fig,Ficus,
1809693,53027,-35.182711,149.144552,2022-05-08,ripe fruit,1,445,6,genus,Fig,Ficus,
1809696,53029,45.533152952316655,-122.41399893087852,2022-05-10,ripe fruit,1,798,8,species,Jelly ear fungus,Auricularia auricula-judae,
1809703,53035,45.532038010263605,-122.41402664474397,2022-05-10,flower,1,230,8,species,Salmonberry,Rubus spectabilis,
1809704,53036,38.651278,-90.293484,2022-05-07,unripe fruit,1,115,6,genus,Serviceberry,Amelanchier,
1809708,53037,38.018103,-84.543967,2022-05-10,flower,1,114,6,genus,Apple,Malus,
1809710,53040,38.63589231634777,-90.30111936792032,2022-05-10,flower,1,5311,8,species,Allegheny blackberry,Rubus allegheniensis,
1809987,53220,47.41313255497621,8.55761407746518,2022-05-20,flower,1,110,8,species,Black locust,Robinia pseudoacacia,
1809713,53043,38.63702922948373,-90.30260263113041,2022-05-10,flower,1,16,6,genus,Grape,Vitis,
1809714,53044,27.80522402133475,-82.6509998074883,2022-05-10,unripe fruit,1,92,6,genus,Mulberry,Morus,
1809721,53046,27.806373742862345,-82.65236598221635,2022-05-10,unripe fruit,1,828,8,species,Longan,Dimocarpus longan,
1809738,53051,-20.274381,-40.303725,2022-05-11,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809715,53987,27.805069,-82.652714,2022-06-26,unripe fruit,1,7,8,species,Avocado,Persea americana,
1809716,53985,27.805073,-82.652714,2022-06-26,unripe fruit,1,7,8,species,Avocado,Persea americana,
1809735,56392,-20.275785,-40.304628,2022-09-24,unripe fruit,1,418,8,species,Common mango,Mangifera indica,
1809735,56391,-20.275785,-40.304628,2022-09-24,unripe fruit,1,418,8,species,Common mango,Mangifera indica,
1809897,53160,33.245945500000005,-97.1483461,2022-05-15,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1810058,53250,34.26505389999999,-119.2162971,2022-05-23,ripe fruit,1,5,8,species,Grapefruit,Citrus x paradisi,
1810060,53252,34.26514920000003,-119.2159083,2022-05-23,ripe fruit,1,1585,8,species,Tangerine,Citrus tangerina,
1810129,53289,27.788385264426434,-82.6718169734707,2022-05-26,unripe fruit,1,418,8,species,Common mango,Mangifera indica,
1722262,37607,37.882073,-122.265079,2018-08-04,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1722262,37560,37.882073,-122.265079,2018-07-28,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1810196,53325,-35.341407,149.243632,2022-05-29,ripe fruit,1,56,6,genus,Prickly pear,Opuntia,
1810202,53331,51.847144836239615,1.248217617372065,2022-05-30,unripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809764,56367,-20.281558,-40.302609,2022-09-24,ripe fruit,1,451,8,species,Pitanga,Eugenia uniflora,
1809774,53069,-20.279876,-40.302973,2022-05-11,unripe fruit,1,4,8,species,Lemon,Citrus x limon,
1809810,56360,-20.272738,-40.306561,2022-09-29,unripe fruit,1,13,8,species,Pomegranate,Punica granatum,
1809808,56378,-20.277312,-40.302152,2022-09-29,ripe fruit,1,460,8,species,Coconut palm,Cocos nucifera,
1809781,56368,-20.2803,-40.302854,2022-09-24,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809798,53091,-20.277448,-40.303025,2022-05-11,ripe fruit,1,932,8,species,Acerola,Malpighia emarginata,
1809749,56364,-20.274182,-40.3039,2022-09-24,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809749,56330,-20.274182,-40.3039,2022-09-24,unripe fruit,1,1386,6,genus,Mango,Mangifera,
1809777,53071,-20.279761,-40.30311,2022-05-11,ripe fruit,1,464,8,species,Soursop,Annona muricata,
1809797,56374,-20.276771,-40.302583,2022-09-29,unripe fruit,1,463,8,species,Malabar chestnut,Pachira aquatica,
1809821,53104,44.079886,1.633055,2021-08-08,ripe fruit,1,388,8,species,Blackthorn,Prunus spinosa,
1809779,53073,-20.279788,-40.302583,2022-05-11,unripe fruit,2,222,8,species,Papaya,Carica papaya,
1809826,53109,36.064121859856044,-79.8479593528634,2022-05-12,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809827,53110,49.26349942271,-123.07075011464582,2022-05-12,ripe fruit,1,170,8,species,Japanese knotweed,Fallopia japonica,
1809828,53111,49.26349942271,-123.07075011464582,2022-05-12,ripe fruit,1,170,8,species,Japanese knotweed,Fallopia japonica,
1809837,53123,38.878144,-94.604367,2022-05-11,ripe fruit,1,227,6,genus,Juniper,Juniperus,
1809840,53125,36.06818281277221,-79.79769347088879,2022-05-13,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809841,53126,36.06818281277221,-79.79769347088879,2022-05-13,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809853,53138,43.587264,1.419145,2022-05-12,flower,1,110,8,species,Black locust,Robinia pseudoacacia,
1809857,53142,43.589018,1.421643,2022-05-14,ripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809858,53143,43.590082,1.417931,2022-05-11,ripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809862,53146,43.587006,1.41907,2021-06-09,ripe fruit,1,79,8,species,Apricot,Prunus armeniaca,
1809856,53141,43.586469,1.418544,2022-05-11,ripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809854,53139,43.57659,1.432154,2020-10-08,ripe fruit,1,445,6,genus,Fig,Ficus,
1809869,53148,43.582273,1.422011,2022-05-14,flower,1,163,6,genus,Linden,Tilia,
1809852,53137,43.585044,1.421525,2022-05-13,flower,1,110,8,species,Black locust,Robinia pseudoacacia,
1809881,53309,32.073543,34.807201,2022-05-28,unripe fruit,2,1448,8,species,Za'atar,Origanum syriacum,Majorana syriaca
1809881,53309,32.073543,34.807201,2022-05-28,unripe fruit,2,451,8,species,Pitanga,Eugenia uniflora,
1809855,53140,43.576789,1.431336,2022-05-11,ripe fruit,1,62,7,multispecies,Cherry,Prunus,
1809890,53152,35.122340352870296,-120.6168272414414,2022-05-14,ripe fruit,1,4650,9,subspecies,Loquat,Eriobotrya japonica 'Bradenton',
1809896,53159,33.245945500000005,-97.1483461,2022-05-15,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1809877,53176,32.075334,34.799853,2022-05-16,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809916,53164,29.783383572105503,-95.4071923284415,2022-05-15,unripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809917,53169,32.781582,-117.022331,2022-05-14,ripe fruit,1,92,6,genus,Mulberry,Morus,
1809918,53171,32.77074,-117.102573,2022-05-14,ripe fruit,1,92,6,genus,Mulberry,Morus,
595340,53175,32.073456,34.807919,2022-05-16,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1809927,53181,33.77158,-84.279787,2022-05-17,unripe fruit,1,92,6,genus,Mulberry,Morus,
1809931,53184,32.07395,34.800464,2022-05-17,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1809930,53183,32.073994,34.800292,2022-05-17,ripe fruit,1,5071,7,multispecies,Orange,Citrus,
1809946,53191,32.074658,34.810541,2022-05-18,ripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1809947,53192,32.074261,34.810256,2022-05-18,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1809948,53193,32.074288,34.810008,2022-05-18,unripe fruit,1,16,6,genus,Grape,Vitis,
1809950,53194,36.070296,-94.230638,2022-05-17,unripe fruit,1,173,8,species,Red mulberry,Morus rubra,
1809951,53195,36.062254,-94.23173,2021-07-15,ripe fruit,1,1426,8,species,Black raspberry,Rubus occidentalis,
1809952,53196,30.44997474180007,-84.30338588975425,2022-05-18,ripe fruit,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1809960,53199,40.074254777171745,-82.98432779126244,2022-05-19,flower,1,781,8,species,Chicken-of-the-woods,Laetiporus sulphureus,
1809961,53200,40.07385185438771,-82.9857762610394,2022-05-19,flower,1,1785,8,species,Common spicebush,Lindera benzoin,
1809962,53201,40.07307454894707,-82.98339649050756,2022-05-19,flower,1,128,8,species,Fox grape,Vitis labrusca,
